"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058793","1979-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0",",0","1",",0","1",",0","0",",0","5",",0","1",",0","0",",0","31",",0","3",",0","4",",0","0",",0","","","","","-16.7",",0,31,+","152",",,0,27,","216",",,0,27,","15.7",",,0,27,","23.3",",0,04,","","","","","501.6",",0","","","","","","","","","","","15.7",",,,0","216",",,,0","2.15",",0","11.15",",,,0","-6.85",",,,0","",""
"USC00058793","1980-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","16",",0","6",",0","1",",0","30",",0","8",",0","0",",0","0",",0","","","","","-17.8",",0,08,","127",",,0,02,","76",",,0,28,","4.6",",,0,02,","16.7",",0,13,","","","","","649.5",",0","","","","","","","","","","","16.9",",,,0","253",",,,0","-2.62",",0","3.64",",,,0","-8.87",",,,0","",""
"USC00058793","1980-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","2","1,0","0","1,0","0","1,0","4",",0","2",",0","0",",0","26",",0","3","1,0","2","1,0","0","1,0","","","","","-14.4",",0,08,","25",",,0,29,+","25",",,0,29,+","1.3","1,,0,28,+","23.3","1,0,27,","","","","","448.3","1,0","","","","","","","","","","","2.6","1,,,0","50",",,,0","2.25","1,0","9.98","1,,,0","-5.48",",,,0","",""
"USC00058793","1980-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","4",",0","3",",0","1","1,0","23","1,0","1",",0","4",",0","0",",0","","","","","-17.8","1,0,01,","76",",,0,23,","76",",,0,23,","22.9",",,0,27,","24.4",",0,15,","","","","","408.3",",0","","","","","","","","","","","38.9",",,,0","126",",,,0","4.86","1,0","12.66",",,,0","-2.94","1,,,0","",""
"USC00058793","1980-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.8","0","0.8","1,0","6",",0","5",",0","2",",0","0","2,0","1",",0","0",",0","11",",0","0","1,0","9","1,0","0","1,0","","","","","-4.4",",0,03,","0","2,,0,30,+","127",",,0,02,","39.4",",,0,25,","30.6","1,0,20,","","","","","259.2","1,0","","","","","","","","","","","114.8",",,,0","127",",,,0","9.45","1,0","17.46","1,,,0","1.45",",,,0","",""
"USC00058793","1980-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","14.9","0","14.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","","","","","2.2",",0,13,+","0",",,0,31,+","0",",,0,31,+","15.0",",,0,05,","32.2",",0,31,","","","","","137.6",",0","","","","","","","","","","","50.9",",,,0","0",",,,0","14.35",",0","21.51",",,,0","7.19",",,,0","",""
"USC00058793","1980-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","198.6","0","183.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","7.8",",0,10,","0",",,0,30,+","0",",,0,30,+","4.6",",,0,09,","42.2",",0,24,","","","","","5.3",",0","","","","","","","","","","","5.1",",,,0","0",",,,0","24.28",",0","34.04",",,,0","14.52",",,,0","",""
"USC00058793","1980-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","460.1","0","261.5",",0","6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","13.3",",0,26,","0",",,0,31,+","0",",,0,31,+","63.2",",,0,23,","40.0",",0,01,","","","0.0","0","0.0",",0","","","","","","","","","","","128.8",",,,0","0",",,,0","26.77",",0","35.76",",,,0","17.78",",,,0","",""
"USC00058793","1980-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","643.7","0","183.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","12.8",",0,21,+","0",",,0,31,+","0",",,0,31,+","14.7",",,0,14,","36.7",",0,05,","","","0.0","0","0.0",",0","","","","","","","","","","","25.3",",,,0","0",",,,0","24.26",",0","32.62",",,,0","15.90",",,,0","",""
"USC00058793","1980-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","709.3","0","65.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","10",",0","","","","","2.8",",0,23,+","0",",,0,30,+","0",",,0,30,+","2.3",",,0,09,","37.2",",0,19,","","","29.1","0","29.1",",0","","","","","","","","","","","2.6",",,,0","0",",,,0","19.55",",0","28.87",",,,0","10.22",",,,0","",""
"USC00058793","1980-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","711.0","0","1.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","18",",0","0",",0","","","","","-11.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","31.1",",0,05,","","","253.5","0","224.4",",0","","","","","","","","","","","0.0",",,,0","0",",,,0","11.15",",0","21.54",",,,0","0.75",",,,0","",""
"USC00058793","1980-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","711.0","0","0.0","1,0","1",",0","1",",0","0",",0","1","1,0","1",",0","0",",0","26",",0","4","1,0","11","1,0","0","1,0","","","","","-16.1",",0,26,","76","1,,0,24,","76",",,0,24,","4.6",",,0,24,","31.1","1,0,08,","","","663.3","0","409.8","1,0","","","","","","","","","","","4.6",",,,0","76",",,,0","4.17","1,0","15.27","1,,,0","-6.93",",,,0","",""
"USC00058793","1980-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","","","1",",0","1",",0","0",",0","2",",0","1",",0","","","","","2","1,0","7","1,0","0","1,0","","","","","","","76",",,0,09,","76",",,0,09,","6.1",",,0,09,","23.9","1,0,17,","","","","","","","","","","","","","","","","","6.1",",,,0","76",",,,0","","","13.63","1,,,0","","","",""
"USC00058793","1981-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","3",",0","0",",0","0",",0","0","1,0","0",",0","0",",0","31",",0","1","1,0","2","1,0","0","1,0","","","","","-13.3",",0,30,","0","1,T,0,31,","10",",,0,31,","0.8",",,0,31,","22.8","1,0,24,","","","","","503.9","1,0","","","","","","","","","","","1.6",",,,0","18",",,,0","1.58","1,0","11.30","1,,,0","-8.14",",,,0","",""
"USC00058793","1981-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","27",",0","3",",0","8",",0","0",",0","","","","","-25.0",",0,10,","0",",T,0,22,+","5",",,0,01,","0.5",",,0,01,","27.8",",0,20,","","","","","437.5",",0","","","","","","","","","","","0.5",",,,0","5",",,,0","2.71",",0","13.53",",,,0","-8.11",",,,0","",""
"USC00058793","1981-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","8",",0","6",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0","1,0","4","1,0","0","1,0","","","","","-10.0",",0,10,","0",",,0,31,+","25",",,0,22,","18.8",",,0,04,","26.7","1,0,27,","","","","","355.8","1,0","","","","","","","","","","","57.4",",,,0","25",",,,0","6.61","1,0","13.74","1,,,0","-0.51",",,,0","",""
"USC00058793","1981-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","20.5","0","20.5","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","22","1,0","4","1,0","","","","","-3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,18,","35.0","1,0,26,","","","","","90.3","1,0","","","","","","","","","","","23.7",",,,0","0",",,,0","16.00","1,0","25.48","1,,,0","6.53",",,,0","",""
"USC00058793","1981-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","0","3,0","20","3,0","3","3,0","","","","","","","0",",,0,31,+","0",",,0,31,+","10.2",",,0,17,","35.0","3,0,26,","","","","","","","","","","","","","","","","","23.7",",,,0","0",",,,0","","","25.06","3,,,0","","","",""
"USC00058793","1981-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","201.0",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","6.7",",0,16,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,30,","41.7",",0,09,","","","","","1.1",",0","","","","","","","","","","","50.8",",,,0","0",",,,0","25.00",",0","33.58",",,,0","16.41",",,,0","",""
"USC00058793","1981-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","196.2","2,0","13",",0","11",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","16",",0","","","","","13.3","2,0,09,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,26,","41.1",",0,21,","","","0.0","0","0.0",",0","","","","","","","","","","","129.1",",,,0","0",",,,0","25.06","2,0","32.69",",,,0","17.42","2,,,0","",""
"USC00058793","1981-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","155.9",",0","9",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","12.8",",0,28,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,17,","37.2",",0,05,","","","0.0","0","0.0",",0","","","","","","","","","","","60.4",",,,0","0",",,,0","23.36",",0","30.55",",,,0","16.17",",,,0","",""
"USC00058793","1981-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","78.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","3.9",",0,17,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,12,","36.1",",0,29,","","","17.9","0","17.9",",0","","","","","","","","","","","44.0",",,,0","0",",,,0","20.34",",0","28.46",",,,0","12.22",",,,0","",""
"USC00058793","1981-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","6.7","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0","1,0","16","1,0","0","1,0","","","","","-2.2",",0,24,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,25,+","30.0","1,0,04,","","","180.6","0","162.7","1,0","","","","","","","","","","","15.3",",,,0","0",",,,0","13.08","1,0","20.40","1,,,0","5.76",",,,0","",""
"USC00058793","1981-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0","1,0","6","1,0","0","1,0","","","","","-7.2",",0,20,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,03,","26.1","1,0,24,","","","469.4","0","288.8","1,0","","","","","","","","","","","15.0",",,,0","0",",,,0","8.44","1,0","16.20","1,,,0","0.68",",,,0","",""
"USC00058793","1981-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","0.0","2,0","1",",0","1",",0","0",",0","","","0","1,0","0","1,0","27","1,0","1","1,0","3","1,0","0","1,0","","","","","-15.0","1,0,24,","","","0","1,,0,31,+","3.8",",,0,22,","25.6","1,0,21,","","","944.9","0","475.5","1,0","","","","","","","","","","","3.8",",,,0","0","1,,,0","2.25","2,0","10.60","1,,,0","-6.10","1,,,0","",""
"USC00058793","1982-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","5,0","3","1,0","1","1,0","0","1,0","","","0","1,0","2","2,0","27","2,0","2","3,0","2","3,0","0","3,0","","","","","-17.8","2,0,11,+","","","13","1,,0,22,","2.8","1,,0,22,","26.1","3,0,27,","","","1393.3","0","448.4","3,0","","","","","","","","","","","5.4","1,,,0","29","1,,,0","0.72","5,0","10.08","3,,,0","-8.64","2,,,0","",""
"USC00058793","1982-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","6","1,0","3","1,0","0","1,0","11",",0","3",",0","5","1,0","21","1,0","8",",0","2",",0","0",",0","","","","","-28.3","1,0,05,","152",",,0,12,","76",",,0,12,","7.6","1,,0,12,","27.2",",0,23,","","","1911.4","0","518.1",",0","","","","","","","","","","","17.0","1,,,0","185",",,,0","-0.75","1,0","6.73",",,,0","-8.24","1,,,0","",""
"USC00058793","1982-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3",",0","5",",0","0",",0","","","","","-10.6",",0,06,","0",",T,0,27,+","0",",T,0,27,+","5.3",",,0,27,","25.0",",0,13,","","","2271.2","0","359.8",",0","","","","","","","","","","","15.8",",,,0","0",",T,,0","6.73",",0","14.78",",,,0","-1.33",",,,0","",""
"USC00058793","1982-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","3.4","0","3.4",",0","5",",0","3",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","12",",0","0",",0","","","","","-8.9",",0,07,","0",",T,0,10,","25",",,0,10,","6.4",",,0,30,","30.6",",0,13,","","","2493.9","0","222.7",",0","","","","","","","","","","","18.1",",,,0","25",",,,0","11.02",",0","19.89",",,,0","2.15",",,,0","",""
"USC00058793","1982-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","28.5","0","25.1","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","24",",0","2",",0","","","","","2.2","1,0,06,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,13,","32.2",",0,20,+","","","2565.0","0","71.1",",0","","","","","","","","","","","91.0",",,,0","0",",,,0","16.62","1,0","23.85",",,,0","9.39","1,,,0","",""
"USC00058793","1982-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","95.2","0","66.7",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","","","","","7.2",",0,02,","0",",,0,30,+","0",",,0,30,+","29.2",",,0,13,","35.0",",0,30,","","","2592.5","0","27.5",",0","","","","","","","","","","","100.9",",,,0","0",",,,0","19.64",",0","26.70",",,,0","12.57",",,,0","",""
"USC00058793","1982-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","306.6","0","211.4",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","13.3",",0,10,+","0",",,0,31,+","0",",,0,31,+","109.2",",,0,08,","38.9",",0,17,","","","0.8","0","0.8",",0","","","","","","","","","","","187.9",",,,0","0",",,,0","25.13",",0","32.85",",,,0","17.40",",,,0","",""
"USC00058793","1982-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","506.8","0","200.2",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","13.3",",0,25,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,05,","37.8",",0,31,+","","","0.8","0","0.0",",0","","","","","","","","","","","32.8",",,,0","0",",,,0","24.79",",0","32.47",",,,0","17.11",",,,0","",""
"USC00058793","1982-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","597.6","0","90.8","2,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","26",",0","10",",0","","","","","6.7","2,0,30,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,12,","37.8",",0,05,","","","23.3","0","22.5",",0","","","","","","","","","","","23.7",",,,0","0",",,,0","20.47","2,0","28.61",",,,0","12.34","2,,,0","",""
"USC00058793","1982-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","599.3","0","1.7","4,0","3",",0","2",",0","1",",0","0",",0","0",",0","0","4,0","6","4,0","0",",0","15",",0","0",",0","","","","","-2.2","4,0,20,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,01,","30.0",",0,06,","","","186.7","0","163.4",",0","","","","","","","","","","","40.9",",,,0","0",",,,0","12.46","4,0","20.48",",,,0","4.44","4,,,0","",""
"USC00058793","1982-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","599.3","0","0.0","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0","1,0","3","1,0","0","1,0","","","","","-12.8",",0,24,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,02,","23.3","1,0,20,","","","568.6","0","381.9","1,0","","","","","","","","","","","3.6",",,,0","0",",,,0","5.15","1,0","13.85","1,,,0","-3.55",",,,0","",""
"USC00058793","1982-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","599.3","0","0.0","3,0","4","2,0","4","2,0","0","2,0","2",",0","1",",0","0","3,0","27","3,0","8",",0","1",",0","0",",0","","","","","-14.4","3,0,29,","51",",,0,28,","25",",,0,27,","8.6","2,,0,27,","25.6",",0,18,","","","1048.4","0","479.8",",0","","","","","","","","","","","19.1","2,,,0","45",",,,0","1.22","3,0","8.62",",,,0","-6.18","3,,,0","",""
"USC00058793","1983-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","2,0","3","2,0","2","2,0","0","2,0","8","1,0","2","1,0","0","2,0","29","2,0","5","1,0","0","1,0","0","1,0","","","","","-14.4","2,0,03,","254","1,,0,17,","147","1,,0,21,","17.0","2,,0,21,","20.6","1,0,14,","","","1561.7","0","513.3","1,0","","","","","","","","","","","24.9","2,,,0","180","1,,,0","0.72","2,0","7.17","1,,,0","-5.72","2,,,0","",""
"USC00058793","1983-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","3","4,0","2","4,0","0","4,0","9",",0","1",",0","0",",0","25",",0","5","1,0","0","1,0","0","1,0","","","","","-14.4",",0,07,","102",",,0,02,+","76",",,0,01,","9.4","4,,0,01,","19.4","1,0,19,","","","2001.4","0","439.7","1,0","","","","","","","","","","","18.8","4,,,0","76",",,,0","2.09","1,0","7.98","1,,,0","-3.80",",,,0","",""
"USC00058793","1983-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","7",",0","3",",0","0",",0","20",",0","7",",0","8",",0","0",",0","","","","","-15.0",",0,21,","102",",,0,23,","76",",,0,23,+","9.7",",,0,23,","24.4",",0,15,+","","","2411.2","0","409.8",",0","","","","","","","","","","","38.3",",,,0","206",",,,0","5.11",",0","11.28",",,,0","-1.05",",,,0","",""
"USC00058793","1983-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","4",",0","3",",0","0",",0","16",",0","1",",0","12",",0","0",",0","","","","","-7.8",",0,07,","51",",,0,13,+","508",",,0,04,","15.2",",,0,04,","28.9",",0,26,","","","2724.2","0","313.0",",0","","","","","","","","","","","46.0",",,,0","686",",,,0","7.90",",0","15.39",",,,0","0.41",",,,0","",""
"USC00058793","1983-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","11.5","0","11.5",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","1",",0","","","","","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","33.5",",,0,20,","32.2",",0,28,","","","2861.5","0","137.3",",0","","","","","","","","","","","56.1",",,,0","0",",,,0","14.27",",0","22.27",",,,0","6.27",",,,0","",""
"USC00058793","1983-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","115.7","0","104.2",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","9",",0","","","","","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","13.0",",,0,26,","40.0",",0,22,+","","","2896.3","0","34.8",",0","","","","","","","","","","","39.9",",,,0","0",",,,0","20.65",",0","28.71",",,,0","12.58",",,,0","",""
"USC00058793","1983-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","365.8","0","250.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","10.0",",0,05,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,26,","38.9",",0,24,","","","0.0","0","0.0",",0","","","","","","","","","","","3.0",",,,0","0",",,,0","26.40",",0","35.72",",,,0","17.08",",,,0","",""
"USC00058793","1983-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","625.4","0","259.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","12.8",",0,20,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,24,","38.3",",0,22,+","","","0.0","0","0.0",",0","","","","","","","","","","","0.5",",,,0","0",",,,0","26.71",",0","36.11",",,,0","17.30",",,,0","",""
"USC00058793","1983-09","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","740.4","0","115.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","15",",0","","","","","-0.6",",0,21,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,15,","38.3",",0,04,","","","33.9","0","33.9",",0","","","","","","","","","","","23.6",",,,0","0",",,,0","21.04",",0","30.15",",,,0","11.92",",,,0","",""
"USC00058793","1983-10","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","745.5","0","5.1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","19",",0","0",",0","","","","","-2.2",",0,30,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,21,","30.6",",0,11,","","","205.8","0","171.9",",0","","","","","","","","","","","9.4",",,,0","0",",,,0","12.95",",0","21.39",",,,0","4.51",",,,0","",""
"USC00058793","1983-11","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","745.5","0","0.0","2,0","4",",0","3",",0","0",",0","1","2,0","0",",0","0","1,0","18","1,0","2","1,0","8","1,0","0","1,0","","","","","-12.8","1,0,29,","25","2,,0,27,","20",",,0,27,","10.7",",,0,19,","25.6","1,0,08,+","","","534.1","0","328.3","1,0","","","","","","","","","","","18.6",",,,0","20",",,,0","6.36","2,0","14.72","1,,,0","-2.00","1,,,0","",""
"USC00058793","1983-12","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","745.5","0","0.0","1,0","6",",0","2",",0","0",",0","10",",0","2",",0","9","1,0","30","1,0","17",",0","0",",0","0",",0","","","","","-27.2","1,0,29,","51",",,0,29,+","51",",,0,03,","5.6",",,0,03,","18.3",",0,13,","","","1291.9","0","757.8",",0","","","","","","","","","","","16.8",",,,0","131",",,,0","-6.86","1,0","-0.72",",,,0","-13.00","1,,,0","",""
"USC00058793","1984-01","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","5",",0","2",",0","0",",0","","","4",",0","5","1,0","30","1,0","9",",0","0",",0","0",",0","","","","","-31.7","1,0,18,","","","64",",,0,15,","4.6",",,0,15,","19.4",",0,09,","","","1936.3","0","644.4",",0","","","","","","","","","","","14.3",",,,0","185",",,,0","-2.99","1,0","4.55",",,,0","-10.54","1,,,0","",""
"USC00058793","1984-02","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","5",",0","4",",0","0",",0","","","4",",0","0","1,0","28","1,0","0",",0","1",",0","0",",0","","","","","-12.2","1,0,28,","","","318",",,0,19,","10.9",",,0,16,","22.2",",0,15,","","","2386.7","0","450.4",",0","","","","","","","","","","","34.3",",,,0","470",",,,0","2.30","1,0","9.93",",,,0","-5.33","1,,,0","",""
"USC00058793","1984-03","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","5",",0","5",",0","0",",0","","","2",",0","0","1,0","24","1,0","0",",0","2",",0","0",",0","","","","","-11.1","1,0,06,","","","127",",,0,19,","16.5",",,0,19,","25.6",",0,15,","","","2817.1","0","430.4",",0","","","","","","","","","","","39.3",",,,0","178",",,,0","3.97","1,0","11.37",",,,0","-3.42","1,,,0","",""
"USC00058793","1984-04","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","0.0","0","0.0","1,0","7",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","16","1,0","0",",0","5",",0","0",",0","","","","","-5.0","1,0,27,","0",",T,0,03,","0",",T,0,03,","29.2",",,0,29,","26.7",",0,26,","","","3125.3","0","308.2",",0","","","","","","","","","","","80.4",",,,0","0",",T,,0","7.54","1,0","14.72",",,,0","0.35","1,,,0","",""
"USC00058793","1984-05","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","23.3","0","23.3",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","","","","","0.6",",0,08,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,06,","36.1",",0,25,","","","3209.1","0","83.8",",0","","","","","","","","","","","82.0",",,,0","0",",,,0","16.38",",0","23.47",",,,0","9.29",",,,0","",""
"USC00058793","1984-06","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","146.2","0","122.9","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","14",",0","","","","","6.7","1,0,08,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,04,","36.7",",0,29,+","","","3211.3","0","2.2",",0","","","","","","","","","","","10.2",",,,0","0",",,,0","22.47","1,0","31.30",",,,0","13.65","1,,,0","",""
"USC00058793","1984-07","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","352.8","0","206.6",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","11.1",",0,06,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,16,","38.3",",0,09,","","","0.0","0","0.0",",0","","","","","","","","","","","43.7",",,,0","0",",,,0","25.00",",0","33.84",",,,0","16.16",",,,0","",""
"USC00058793","1984-08","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","560.0","0","207.2","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","20",",0","","","","","13.3","1,0,12,+","0",",,0,31,+","0",",,0,31,+","6.9",",,0,08,","38.3",",0,21,","","","0.0","0","0.0",",0","","","","","","","","","","","10.7",",,,0","0",",,,0","25.25","1,0","33.33",",,,0","17.16","1,,,0","",""
