"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00143537","1946-10","38.85","-99.35","609.9","HAYS 2 S, KS US","13.9",",6","9",",6","8",",6","0",",6","0",",6","0",",6","3",",6","0",",6","12",",6","0",",6","-1.7",",6,18,","0",",,6,31,+","24.9",",,6,07,","28.3",",6,03,","1338.5",",,,6","223.0","","181.9",",6","84.1",",,,6","0",",,,6","12.91",",6","19.07",",,,6","6.75",",,,6","",""
"USC00143537","1947-04","38.85","-99.35","609.9","HAYS 2 S, KS US","0.0",",6","5",",6","4",",6","1",",6","0",",6","0",",6","5",",6","0",",6","6",",6","0",",6","-3.9",",6,16,","5",",,6,16,","45.2",",,6,10,","25.6",",6,30,","1165.7","1,,,6","","","269.5",",6","56.4",",,,6","5",",,,6","9.35",",6","15.35",",,,6","3.35",",,,6","",""
"USC00143537","1947-05","38.85","-99.35","609.9","HAYS 2 S, KS US","6.5",",6","12",",6","10",",6","0",",6","0",",6","0",",6","1",",6","0",",6","15",",6","0",",6","0.0",",6,29,","0",",,6,31,+","18.5",",,6,24,","30.6",",6,15,+","2054.7",",,,6","","","119.8",",6","110.2",",,,6","0",",,,6","14.68",",6","21.13",",,,6","8.23",",,,6","",""
"USC00143537","1947-06","38.85","-99.35","609.9","HAYS 2 S, KS US","101.4",",6","10",",6","6",",6","2",",6","0",",6","0",",6","0",",6","0",",6","27",",6","7",",6","6.1",",6,13,","0",",,6,30,+","76.7",",,6,03,","35.6",",6,28,+","2190.1","2,,,6","","","22.0",",6","168.7",",,,6","0",",,,6","20.98",",6","27.48",",,,6","14.48",",,,6","",""
"USC00143537","1947-07","38.85","-99.35","609.9","HAYS 2 S, KS US","237.2",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","20",",6","10.6",",6,01,","0",",,6,31,+","16.8",",,6,22,","43.3",",6,31,+","3289.4","1,,,6","2.8","","2.8",",6","18.4",",,,6","0",",,,6","25.90",",6","33.87",",,,6","17.93",",,,6","",""
"USC00143537","1947-08","38.85","-99.35","609.9","HAYS 2 S, KS US","328.2",",6","5",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","31",",6","27",",6","15.6",",6,27,","0",",,6,31,+","25.7",",,6,15,","42.8",",6,10,","3475.1","4,,,6","2.8","","0.0",",6","43.8",",,,6","0",",,,6","28.92",",6","37.35",",,,6","20.49",",,,6","",""
"USC00143537","1947-09","38.85","-99.35","609.9","HAYS 2 S, KS US","181.2",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","19",",6","1.1",",6,15,","0",",,6,30,+","1.5",",,6,11,","45.0",",6,04,","2869.3","5,,,6","21.4","","18.6",",6","1.5",",,,6","0",",,,6","23.76",",6","33.17",",,,6","14.34",",,,6","",""
"USC00143537","1947-10","38.85","-99.35","609.9","HAYS 2 S, KS US","71.1",",6","3",",6","2",",6","0",",6","0",",6","0",",6","0",",6","0",",6","24",",6","7",",6","0.6",",6,28,","0",",,6,31,+","6.4",",,6,26,","38.3",",6,06,","2328.5","2,,,6","86.9","","65.5",",6","12.7",",,,6","0",",,,6","18.51",",6","27.02",",,,6","10.00",",,,6","",""
"USC00143537","1948-04","38.85","-99.35","609.9","HAYS 2 S, KS US","17.0",",6","2",",6","1",",6","0",",6","0",",6","0",",6","3",",6","0",",6","23",",6","2",",6","-5.0",",6,13,","0",",,6,30,+","7.1",",,6,25,","35.0",",6,19,","2653.5","3,,,6","","","131.2",",6","8.9",",,,6","0",",,,6","14.53",",6","23.48",",,,6","5.57",",,,6","9604","1,,,6"
"USC00143537","1948-05","38.85","-99.35","609.9","HAYS 2 S, KS US","52.8",",6","4",",6","4",",6","1",",6","0",",6","0",",6","1",",6","0",",6","22",",6","4",",6","-1.1",",6,12,","0",",,6,31,+","34.5",",,6,30,","34.4",",6,21,","2834.1",",,,6","","","77.8",",6","71.8",",,,6","0",",,,6","17.53",",6","25.34",",,,6","9.71",",,,6","7823",",,,6"
"USC00143537","1948-06","38.85","-99.35","609.9","HAYS 2 S, KS US","118.5",",6","10",",6","8",",6","3",",6","0",",6","0",",6","0",",6","0",",6","29",",6","5",",6","11.7",",6,19,","0",",,6,30,+","49.3",",,6,28,","35.0",",6,07,","2225.5","3,,,6","","","2.8",",6","184.0",",,,6","0",",,,6","22.19",",6","28.77",",,,6","15.61",",,,6","6166",",,,6"
"USC00143537","1948-07","38.85","-99.35","609.9","HAYS 2 S, KS US","205.4",",6","9",",6","6",",6","1",",6","0",",6","0",",6","0",",6","0",",6","31",",6","18",",6","12.2",",6,23,","0",",,6,31,+","58.2",",,6,15,","36.7",",6,29,","2893.0","1,,,6","0.0","","0.0",",6","130.6",",,,6","0",",,,6","24.96",",6","31.79",",,,6","18.13",",,,6","6391",",,,6"
