"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00053005","1922-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","244.6","0","0.6",",0","2",",0","2",",0","0",",0","","","1",",0","0",",0","22",",0","0",",0","15",",0","0",",0","","","","","-9.4",",0,30,","","","102",",,0,30,","15.7",",,0,29,","30.6",",0,04,","","","357.8","0","290.5",",0","","","","","18.7",",,,0","102",",,,0","8.98",",0","18.91",",,,0","-0.95",",,,0","","","","","",""
"USC00053005","1922-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","244.6","0","0.0","2,0","6",",0","3",",0","0",",0","","","2",",0","0","1,0","28","1,0","1","1,0","0","1,0","0","1,0","","","","","-12.2","1,0,13,","","","76",",,0,17,+","18.8",",,0,17,","17.8","1,0,26,","","","815.6","0","457.8","1,0","","","","","36.7",",,,0","177",",,,0","1.74","2,0","8.81","1,,,0","-5.32","1,,,0","","","","","",""
"USC00053005","1922-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","244.6","0","0.0",",0","3",",0","1",",0","0",",0","","","0",",0","0",",0","30",",0","6",",0","0",",0","0",",0","","","","","-16.1",",0,18,","","","5",",,0,14,","5.6",",,0,26,","16.7",",0,24,","","","1428.9","0","613.3",",0","","","","","7.9",",,,0","5",",,,0","-1.45",",0","5.96",",,,0","-8.87",",,,0","","","","","",""
"USC00053005","1923-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","1",",0","0",",0","27",",0","2",",0","0",",0","0",",0","","","","","-13.3",",0,28,","","","51",",,0,26,","4.8",",,0,26,","19.4",",0,10,","","","1966.3","0","537.4",",0","","","","","4.8",",,,0","51",",,,0","1.00",",0","8.51",",,,0","-6.52",",,,0","","","","","",""
"USC00053005","1923-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","","","3",",0","5",",0","28",",0","9",",0","0",",0","0",",0","","","","","-25.6",",0,11,","","","229",",,0,25,","15.2",",,0,25,","13.9",",0,23,","","","2609.9","0","643.6",",0","","","","","35.3",",,,0","485",",,,0","-4.65",",0","2.98",",,,0","-12.29",",,,0","","","","","",""
"USC00053005","1923-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","","","8",",0","3",",0","31",",0","9",",0","0",",0","0",",0","","","","","-20.6",",0,05,","","","229",",,0,14,","18.8",",,0,14,","15.0",",0,31,","","","3252.4","0","642.5",",0","","","","","69.7",",,,0","814",",,,0","-2.39",",0","4.81",",,,0","-9.60",",,,0","","","","","",""
"USC00053005","1923-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","2",",0","1",",0","","","1",",0","0",",0","21",",0","0",",0","6",",0","0",",0","","","","","-6.1",",0,14,","","","51",",,0,23,","45.2",",,0,22,","25.0",",0,18,","","","3588.9","0","336.5",",0","","","","","55.5",",,,0","51",",,,0","7.12",",0","14.91",",,,0","-0.68",",,,0","","","","","",""
"USC00053005","1923-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","1.4","0","1.4",",0","13",",0","9",",0","1",",0","","","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","","","-2.2",",0,16,","","","0",",,0,31,+","41.9",",,0,21,","27.8",",0,31,","","","3772.7","0","183.8",",0","","","","","113.3",",,,0","0",",,,0","12.45",",0","19.51",",,,0","5.39",",,,0","","","","","",""
"USC00053005","1923-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","13.0","0","11.6",",0","13",",0","8",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","","","5.6",",0,01,","","","0",",,0,30,+","58.4",",,0,09,","32.8",",0,24,","","","3826.6","0","53.9",",0","","","","","158.3",",,,0","0",",,,0","16.92",",0","24.01",",,,0","9.84",",,,0","","","","","",""
"USC00053005","1923-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","100.1","0","87.1",",0","13",",0","4",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","8.9",",0,05,","","","0",",,0,31,+","48.3",",,0,11,","32.8",",0,30,","","","0.0","0","0.0",",0","","","","","114.2",",,,0","0",",,,0","21.14",",0","28.26",",,,0","14.03",",,,0","","","","","",""
"USC00053005","1923-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","142.2","0","42.1",",0","10",",0","2",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","7.8",",0,29,+","","","0",",,0,31,+","4.1",",,0,15,","32.2",",0,13,","","","8.9","0","8.9",",0","","","","","15.9",",,,0","0",",,,0","19.40",",0","26.63",",,,0","12.17",",,,0","","","","","",""
"USC00053005","1923-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","142.2","0","0.0","2,0","8","2,0","3","2,0","0","2,0","","","0","2,0","0","2,0","1","2,0","0","2,0","18","2,0","0","2,0","","","","","-0.6","2,0,29,","","","0","2,,0,30,+","14.5","2,,0,16,","30.0","2,0,09,","","","124.4","0","115.5","2,0","","","","","34.6","2,,,0","0","2,,,0","14.21","2,0","22.20","2,,,0","6.21","2,,,0","","","","","",""
"USC00053005","1923-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","142.2","0","0.0",",0","11",",0","7",",0","1",",0","","","2",",0","0",",0","16",",0","4",",0","2",",0","0",",0","","","","","-11.1",",0,31,","","","178",",,0,24,","52.1",",,0,24,","22.8",",0,08,","","","513.1","0","388.7",",0","","","","","90.3",",,,0","249",",,,0","5.79",",0","11.40",",,,0","0.19",",,,0","","","","","",""
"USC00053005","1923-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","142.2","0","0.0",",0","3",",0","0",",0","0",",0","","","0",",0","0",",0","28",",0","0",",0","0",",0","0",",0","","","","","-11.7",",0,28,","","","13",",,0,27,","1.3",",,0,03,","19.4",",0,24,","","","959.2","0","446.1",",0","","","","","2.6",",,,0","13",",,,0","3.46",",0","11.97",",,,0","-5.05",",,,0","","","","","",""
"USC00053005","1923-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","142.2","0","0.0","4,0","6",",0","1",",0","0",",0","","","1",",0","4","2,0","29","2,0","6","2,0","0","2,0","0","2,0","","","","","-29.4","2,0,31,","","","51",",,0,08,","3.0",",,0,08,","16.7","2,0,07,","","","1533.2","0","574.0","2,0","","","","","6.4",",,,0","85",",,,0","-2.64","4,0","5.89","2,,,0","-11.16","2,,,0","","","","","",""
"USC00053005","1924-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","4",",0","8",",0","31",",0","12",",0","0",",0","0",",0","","","","","-28.9",",0,17,","","","51",",,0,16,+","4.3",",,0,11,","12.8",",0,30,","","","2287.6","0","754.4",",0","","","","","12.9",",,,0","183",",,,0","-6.00",",0","2.35",",,,0","-14.36",",,,0","","","","","",""
"USC00053005","1924-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","3",",0","2",",0","0",",0","","","2",",0","2","1,0","28","1,0","1","1,0","0","1,0","0","1,0","","","","","-23.9","1,0,21,","","","89",",,0,20,","6.6",",,0,20,","20.0","1,0,14,","","","2753.6","0","466.0","1,0","","","","","13.7",",,,0","178",",,,0","0.98","2,0","8.19","1,,,0","-6.23","1,,,0","","","","","",""
"USC00053005","1924-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","13",",0","9",",0","0",",0","","","8",",0","5",",0","31",",0","13",",0","0",",0","0",",0","","","","","-24.4",",0,17,","","","89",",,0,15,","7.1",",,0,15,","11.1",",0,27,+","","","3440.7","0","687.1",",0","","","","","46.4",",,,0","420",",,,0","-3.83",",0","1.89",",,,0","-9.55",",,,0","","","","","",""
"USC00053005","1924-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","8",",0","4",",0","0",",0","","","1",",0","0","1,0","19","1,0","0","1,0","6","1,0","0","1,0","","","","","-10.6","1,0,26,","","","114",",,0,25,","9.9",",,0,25,","25.0","1,0,23,+","","","3752.1","0","311.4","1,0","","","","","23.6",",,,0","114",",,,0","7.13","2,0","15.77","1,,,0","-1.52","1,,,0","","","","","",""
"USC00053005","1924-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","11",",0","7",",0","1",",0","","","0",",0","0","1,0","7","1,0","0","1,0","12","1,0","0","1,0","","","","","-4.4","1,0,07,","","","0",",,0,31,+","35.1",",,0,27,","28.9","1,0,16,","","","3968.5","0","216.4","1,0","","","","","99.1",",,,0","0",",,,0","10.85","2,0","19.08","1,,,0","2.62","1,,,0","","","","","",""
"USC00053005","1924-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","32.0","0","32.0",",0","4",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","24",",0","8",",0","","","","","3.9",",0,09,","","","0",",,0,30,+","2.5",",,0,01,","34.4",",0,27,+","","","4015.7","0","47.2",",0","","","","","5.6",",,,0","0",",,,0","17.83",",0","27.08",",,,0","8.57",",,,0","","","","","",""
"USC00053005","1924-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","96.2","0","64.2",",0","5",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","7.8",",0,25,+","","","0",",,0,31,+","1.5",",,0,12,","33.3",",0,29,+","","","5.5","0","5.5",",0","","","","","5.3",",,,0","0",",,,0","20.23",",0","28.79",",,,0","11.67",",,,0","","","","","",""
"USC00053005","1924-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","161.5","0","65.3",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","7.8",",0,31,+","","","0",",,0,31,+","1.3",",,0,11,","36.1",",0,02,","","","10.5","0","5.0",",0","","","","","1.3",",,,0","0",",,,0","20.28",",0","29.95",",,,0","10.61",",,,0","","","","","",""
"USC00053005","1924-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","168.5","0","7.0",",0","6",",0","3",",0","0",",0","","","0",",0","0",",0","3",",0","0",",0","18",",0","0",",0","","","","","-0.6",",0,29,+","","","0",",,0,30,+","13.2",",,0,11,","31.1",",0,03,","","","153.4","0","142.9",",0","","","","","21.4",",,,0","0",",,,0","13.80",",0","22.28",",,,0","5.32",",,,0","","","","","",""
"USC00053005","1924-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","168.5","0","0.0",",0","4",",0","2",",0","0",",0","","","0",",0","0",",0","10",",0","0",",0","10",",0","0",",0","","","","","-6.1",",0,31,","","","0",",,0,31,+","9.4",",,0,08,+","25.6",",0,01,","","","407.1","0","253.7",",0","","","","","19.9",",,,0","0",",,,0","10.15",",0","18.26",",,,0","2.03",",,,0","","","","","",""
"USC00053005","1924-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","168.5","0","0.0",",0","1",",0","0",",0","0",",0","","","1",",0","0",",0","25",",0","0",",0","1",",0","0",",0","","","","","-11.1",",0,12,","","","25",",,0,06,","2.3",",,0,06,","21.1",",0,04,","","","836.9","0","429.8",",0","","","","","2.3",",,,0","25",",,,0","4.01",",0","13.06",",,,0","-5.05",",,,0","","","","","",""
"USC00053005","1924-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","168.5","0","0.0","3,0","10",",0","3",",0","0",",0","","","4",",0","10","1,0","29","1,0","14","2,0","1","2,0","0","2,0","","","","","-34.4","1,0,24,","","","89",",,0,23,","6.6",",,0,23,","21.1","2,0,14,","","","1548.3","0","711.4","2,0","","","","","18.9",",,,0","242",",,,0","-6.65","3,0","0.89","2,,,0","-14.20","1,,,0","","","","","",""
"USC00053005","1925-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","3",",0","1",",0","0",",0","","","1",",0","5","1,0","30","1,0","9","1,0","0","1,0","0","1,0","","","","","-23.9","1,0,10,","","","76",",,0,07,","5.1",",,0,07,","13.9","1,0,23,","","","2211.0","0","662.7","1,0","","","","","6.9",",,,0","101",",,,0","-4.48","2,0","3.69","1,,,0","-12.65","1,,,0","","","","","",""
"USC00053005","1925-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","0",",0","0",",0","25",",0","1",",0","0",",0","0",",0","","","","","-11.7",",0,11,+","","","13",",,0,27,","1.8",",,0,27,","17.2",",0,04,+","","","2660.0","0","449.0",",0","","","","","2.3",",,,0","18",",,,0","2.30",",0","10.51",",,,0","-5.92",",,,0","","","","","",""
"USC00053005","1925-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","6",",0","2",",0","0",",0","","","3",",0","1","1,0","24","1,0","1","1,0","4","1,0","0","1,0","","","","","-17.8","1,0,11,","","","64",",,0,13,","5.6",",,0,13,","22.8","1,0,29,","","","3043.6","0","383.6","1,0","","","","","14.9",",,,0","153",",,,0","4.97","2,0","14.21","1,,,0","-4.27","1,,,0","","","","","",""
"USC00053005","1925-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","0",",0","0",",0","9",",0","0",",0","12",",0","0",",0","","","","","-5.6",",0,29,","","","0",",,0,30,+","1.5",",,0,02,","28.3",",0,17,","","","3285.3","0","241.7",",0","","","","","2.6",",,,0","0",",,,0","10.28",",0","19.13",",,,0","1.42",",,,0","","","","","",""
"USC00053005","1925-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","7.2","0","7.2",",0","10",",0","4",",0","0",",0","","","0",",0","0",",0","2",",0","0",",0","19",",0","1",",0","","","","","-2.2",",0,01,","","","0",",,0,31,+","8.1",",,0,08,","32.2",",0,20,","","","3422.9","0","137.6",",0","","","","","30.0",",,,0","0",",,,0","14.13",",0","21.92",",,,0","6.34",",,,0","","","","","",""
"USC00053005","1925-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","53.4","0","46.2",",0","10",",0","6",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","2.8",",0,08,","","","0",",,0,30,+","7.9",",,0,17,","32.8",",0,30,","","","3453.1","0","30.2",",0","","","","","38.2",",,,0","0",",,,0","18.87",",0","26.65",",,,0","11.08",",,,0","","","","","",""
"USC00053005","1925-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","160.1","0","106.7",",0","8",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","8.9",",0,29,","","","0",",,0,31,+","19.6",",,0,22,","38.9",",0,15,","","","5.0","0","5.0",",0","","","","","47.1",",,,0","0",",,,0","21.61",",0","29.48",",,,0","13.75",",,,0","","","","","",""
"USC00053005","1925-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","199.1","0","39.0",",0","8",",0","5",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","8.3",",0,13,","","","0",",,0,31,+","9.9",",,0,12,","32.2",",0,17,","","","13.9","0","8.9",",0","","","","","33.6",",,,0","0",",,,0","19.30",",0","26.95",",,,0","11.66",",,,0","","","","","",""
"USC00053005","1925-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","220.9","0","21.8",",0","4",",0","2",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","2.8",",0,26,","","","0",",,0,30,+","43.2",",,0,13,","31.1",",0,01,","","","101.2","0","87.3",",0","","","","","49.8",",,,0","0",",,,0","16.15",",0","23.71",",,,0","8.59",",,,0","","","","","",""
"USC00053005","1925-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","220.9","0","0.0","2,0","18",",0","12",",0","0",",0","","","5",",0","0","1,0","18","1,0","4","1,0","2","1,0","0","1,0","","","","","-11.1","1,0,30,+","","","102",",,0,16,","13.2",",,0,16,","28.9","1,0,02,","","","505.3","0","404.1","1,0","","","","","83.0",",,,0","292",",,,0","4.59","2,0","10.48","1,,,0","-1.31","1,,,0","","","","","",""
"USC00053005","1925-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","220.9","0","0.0",",0","6",",0","3",",0","0",",0","","","4",",0","0",",0","29",",0","1",",0","0",",0","0",",0","","","","","-15.6",",0,15,","","","102",",,0,13,","7.9",",,0,13,","16.7",",0,24,","","","1009.5","0","504.2",",0","","","","","22.7",",,,0","241",",,,0","1.53",",0","8.48",",,,0","-5.43",",,,0","","","","","",""
"USC00053005","1925-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","220.9","0","0.0","2,0","4",",0","3",",0","1",",0","","","3",",0","6","1,0","28","1,0","7","1,0","0","1,0","0","1,0","","","","","-26.1","1,0,15,","","","241",",,0,13,","31.2",",,0,13,","13.9","1,0,09,","","","1620.2","0","610.7","1,0","","","","","38.1",",,,0","304",",,,0","-2.76","2,0","4.44","1,,,0","-9.97","1,,,0","","","","","",""
"USC00053005","1926-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","6",",0","0",",0","0",",0","","","1",",0","4","1,0","29","1,0","6","1,0","0","1,0","0","1,0","","","","","-22.2","1,0,23,","","","25",",,0,03,","2.3",",,0,03,","8.3","1,0,12,","","","2268.1","0","647.9","1,0","","","","","6.5",",,,0","56",",,,0","-3.96","2,0","2.68","1,,,0","-10.59","1,,,0","","","","","",""
"USC00053005","1926-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","1",",0","0",",0","27",",0","1",",0","0",",0","0",",0","","","","","-14.4",",0,18,","","","64",",,0,17,","6.6",",,0,17,","15.0",",0,27,+","","","2735.0","0","466.9",",0","","","","","7.1",",,,0","69",",,,0","1.66",",0","8.23",",,,0","-4.91",",,,0","","","","","",""
"USC00053005","1926-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","","","3",",0","1",",0","28",",0","5",",0","2",",0","0",",0","","","","","-20.6",",0,30,","","","38",",,0,28,","20.1",",,0,21,","21.7",",0,23,+","","","3240.6","0","505.6",",0","","","","","39.3",",,,0","98",",,,0","2.02",",0","9.30",",,,0","-5.26",",,,0","","","","","",""
"USC00053005","1926-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","11",",0","7",",0","1",",0","","","2",",0","0",",0","14",",0","2",",0","8",",0","0",",0","","","","","-7.8",",0,03,+","","","51",",,0,09,","29.7",",,0,21,","25.0",",0,30,+","","","3562.1","0","321.5",",0","","","","","75.9",",,,0","81",",,,0","7.62",",0","14.86",",,,0","0.37",",,,0","","","","","",""
"USC00053005","1926-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","15",",0","7",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","1.7",",0,14,+","","","0",",,0,31,+","12.7",",,0,27,","30.0",",0,23,","","","3721.5","0","159.4",",0","","","","","44.8",",,,0","0",",,,0","13.19",",0","20.68",",,,0","5.70",",,,0","","","","","",""
"USC00053005","1926-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","23.8","0","23.8",",0","8",",0","2",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","5.6",",0,21,+","","","0",",,0,30,+","26.9",",,0,13,","33.9",",0,27,","","","3761.9","0","40.4",",0","","","","","40.3",",,,0","0",",,,0","17.78",",0","25.65",",,,0","9.91",",,,0","","","","","",""
"USC00053005","1926-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","71.8","0","48.0",",0","10",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","8.3",",0,26,","","","0",",,0,31,+","5.8",",,0,05,","34.4",",0,19,","","","8.3","0","8.3",",0","","","","","23.5",",,,0","0",",,,0","19.61",",0","27.52",",,,0","11.71",",,,0","","","","","",""
"USC00053005","1926-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","132.8","0","61.0",",0","9",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","7.8",",0,25,","","","0",",,0,31,+","9.4",",,0,06,","35.0",",0,01,","","","10.3","0","2.0",",0","","","","","21.8",",,,0","0",",,,0","20.24",",0","29.21",",,,0","11.26",",,,0","","","","","",""
"USC00053005","1926-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","136.4","0","3.6",",0","6",",0","2",",0","0",",0","","","0",",0","0",",0","5",",0","0",",0","21",",0","0",",0","","","","","-6.7",",0,25,","","","0",",,0,30,+","16.3",",,0,04,","30.0",",0,01,","","","132.9","0","122.6",",0","","","","","26.3",",,,0","0",",,,0","14.37",",0","22.54",",,,0","6.20",",,,0","","","","","",""
"USC00053005","1926-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","138.3","0","1.9","2,0","5",",0","1",",0","0",",0","","","1",",0","0","1,0","13","1,0","0","1,0","18","1,0","0","1,0","","","","","-13.3","1,0,30,","","","178",",,0,29,","24.9",",,0,29,","31.1","1,0,17,","","","361.0","0","228.1","1,0","","","","","29.3",",,,0","178",",,,0","10.22","2,0","19.83","1,,,0","0.61","1,,,0","","","","","",""
"USC00053005","1926-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","138.3","0","0.0",",0","4",",0","1",",0","0",",0","","","1",",0","0",",0","22",",0","2",",0","0",",0","0",",0","","","","","-10.0",",0,18,","","","56",",,0,03,","6.4",",,0,03,","17.8",",0,05,","","","790.4","0","429.4",",0","","","","","9.2",",,,0","61",",,,0","4.02",",0","10.68",",,,0","-2.65",",,,0","","","","","",""
"USC00053005","1926-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","138.3","0","0.0","2,0","8",",0","3",",0","0",",0","","","3",",0","7","1,0","30","1,0","11","1,0","0","1,0","0","1,0","","","","","-27.8","1,0,15,","","","89",",,0,08,","10.7",",,0,08,","14.4","1,0,11,","","","1479.1","0","688.7","1,0","","","","","21.2",",,,0","191",",,,0","-5.24","2,0","1.98","1,,,0","-12.45","1,,,0","","","","","",""
"USC00053005","1927-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","4,0","2",",0","0",",0","0",",0","","","0",",0","1","2,0","28","2,0","4","2,0","0","2,0","0","2,0","","","","","-17.8","2,0,22,","","","5",",,0,21,","0.5",",,0,21,+","16.7","2,0,05,","","","1990.3","0","511.2","2,0","","","","","1.0",",,,0","5",",,,0","-0.63","4,0","6.82","2,,,0","-8.09","2,,,0","","","","","",""
"USC00053005","1927-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","4,0","4",",0","3",",0","0",",0","","","3",",0","2","2,0","26","2,0","4","2,0","0","2,0","0","2,0","","","","","-23.9","2,0,09,","","","51",",,0,08,","3.6",",,0,08,","18.3","2,0,21,","","","2423.5","0","433.2","2,0","","","","","10.2",",,,0","127",",,,0","-0.08","4,0","7.74","2,,,0","-7.90","2,,,0","","","","","",""
"USC00053005","1927-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","12",",0","5",",0","0",",0","","","2",",0","2","1,0","28","1,0","2","1,0","0","1,0","0","1,0","","","","","-22.2","1,0,20,","","","102",",,0,19,","15.2",",,0,31,","16.7","1,0,14,","","","2916.1","0","492.6","1,0","","","","","47.5",",,,0","208",",,,0","1.20","2,0","7.65","1,,,0","-5.25","1,,,0","","","","","",""
"USC00053005","1927-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","9",",0","6",",0","1",",0","","","2",",0","0",",0","16",",0","1",",0","6",",0","0",",0","","","","","-8.3",",0,21,","","","165",",,0,14,","29.2",",,0,11,","27.8",",0,26,","","","3246.4","0","330.3",",0","","","","","68.4",",,,0","216",",,,0","7.32",",0","14.75",",,,0","-0.11",",,,0","","","","","",""
"USC00053005","1927-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.8","0","0.8",",0","4",",0","3",",0","0",",0","","","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","","","","","-1.1",",0,10,","","","0",",T,0,08,","17.5",",,0,08,","30.0",",0,17,+","","","3398.1","0","151.7",",0","","","","","23.1",",,,0","0",",T,,0","13.47",",0","21.94",",,,0","5.00",",,,0","","","","","",""
"USC00053005","1927-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","29.3","0","28.5","2,0","16",",0","8",",0","0",",0","","","0",",0","0","1,0","0","1,0","0","1,0","21","1,0","3","1,0","","","","","3.9","1,0,22,","","","0",",,0,30,+","11.9",",,0,05,","33.9","1,0,23,","","","3468.4","0","70.3","1,0","","","","","55.2",",,,0","0",",,,0","16.80","2,0","24.21","1,,,0","9.40","1,,,0","","","","","",""
"USC00053005","1927-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","81.7","0","52.4",",0","12",",0","9",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","8.9",",0,30,+","","","0",",,0,31,+","20.3",",,0,29,","32.8",",0,08,","","","7.2","0","7.2",",0","","","","","55.7",",,,0","0",",,,0","19.79",",0","27.58",",,,0","12.01",",,,0","","","","","",""
"USC00053005","1927-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","96.2","0","14.5",",0","14",",0","7",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","7.2",",0,17,","","","0",",,0,31,+","13.2",",,0,04,","29.4",",0,05,","","","36.1","0","28.9",",0","","","","","53.4",",,,0","0",",,,0","17.87",",0","24.71",",,,0","11.02",",,,0","","","","","",""
