"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013983","1952-05","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","65.6","0","49.5",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","7","","","","10","","3.3",",0,11,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,24,","33.9",",0,05,","","","2872.0","0","63.3",",0","84.3",",,,0","","","0",",,,0","17.89",",0","23.99",",,,0","11.78",",,,0","","","","","","","",""
"USW00013983","1952-06","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","324.8","0","259.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","8","","9.4",",0,01,","0",",,0,30,+","0",",,0,30,+","52.8",",,0,04,","38.3",",0,29,","","","2872.3","0","0.3",",0","113.8",",,,0","","","0",",,,0","26.97",",0","33.21",",,,0","20.72",",,,0","","","","","","","",""
"USW00013983","1952-07","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","574.3","0","249.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","2","","","","8","","13.9",",0,09,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,14,","40.6",",0,27,+","","","0.0","0","0.0",",0","35.3",",,,0","","","0",",,,0","26.38",",0","33.13",",,,0","19.64",",,,0","","","","","","","",""
"USW00013983","1952-08","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","749.8","0","175.5",",0","12",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","7","","","","13","","11.1",",0,24,","0",",,0,31,+","0",",,0,31,+","55.6",",,0,08,","35.0",",0,20,","","","0.0","0","0.0",",0","178.9",",,,0","","","0",",,,0","23.99",",0","29.82",",,,0","18.16",",,,0","","","","","","","",""
"USW00013983","1952-09","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","829.3","0","79.5",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","9","","","","3","","3.3",",0,23,","0",",,0,30,+","0",",T,0,17,","26.2",",,0,17,","33.3",",0,30,+","","","29.5","0","29.5",",0","51.4",",,,0","","","0",",T,,0","20.00",",0","27.64",",,,0","12.36",",,,0","","","","","","","",""
"USW00013983","1952-10","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","837.6","0","8.3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","14",",0","0",",0","2","","","","","","-6.1",",0,29,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,14,","30.0",",0,01,","","","249.3","0","219.8",",0","4.1",",,,0","","","0",",,,0","11.51",",0","19.60",",,,0","3.42",",,,0","","","","","","","",""
"USW00013983","1952-11","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","840.9","0","3.3",",0","6",",0","4",",0","2",",0","1",",0","0",",0","0",",0","14",",0","4",",0","5",",0","0",",0","6","","","","1","","-11.1",",0,28,","25",",,0,30,","20",",,0,29,","40.6",",,0,17,","27.2",",0,16,","","","599.1","0","349.8",",0","106.7",",,,0","","","26",",,,0","6.79",",0","12.41",",,,0","1.16",",,,0","","","","","","","",""
"USW00013983","1952-12","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","840.9","0","0.0",",0","7",",0","4",",0","0",",0","2",",0","1",",0","0",",0","25",",0","7",",0","0",",0","0",",0","15","","","","1","","-8.9",",0,27,+","76",",,0,02,","81",",,0,01,","24.1",",,0,19,","18.9",",0,08,","","","1118.3","0","519.2",",0","41.3",",,,0","","","81",",,,0","1.59",",0","5.56",",,,0","-2.39",",,,0","","","","","","","",""
"USW00013983","1953-01","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","2",",0","1",",0","0",",0","27",",0","4",",0","0",",0","0",",0","14","","","","","","-12.8",",0,16,","76",",,0,24,","94",",,0,23,","18.3",",,0,23,","18.9",",0,12,","","","1647.3","0","529.0",",0","34.6",",,,0","","","104",",,,0","1.27",",0","5.91",",,,0","-3.37",",,,0","","","","","","","",""
"USW00013983","1953-02","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","0",",0","0",",0","5","","","","2","","-11.1",",0,17,","0",",,0,28,+","0",",T,0,24,+","17.8",",,0,10,","17.2",",0,18,+","","","2043.5","0","396.2",",0","38.5",",,,0","","","0",",T,,0","4.18",",0","10.21",",,,0","-1.85",",,,0","","","","","","","",""
"USW00013983","1953-03","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","15",",0","7",",0","1",",0","3",",0","1",",0","0",",0","14",",0","0",",0","3",",0","0",",0","11","","","","6","","-6.7",",0,04,","152",",,0,02,","157",",,0,01,","25.4",",,0,03,","27.2",",0,20,","","","2378.2","0","334.7",",0","93.1",",,,0","","","194",",,,0","7.54",",0","13.59",",,,0","1.48",",,,0","","","","","","","",""
"USW00013983","1953-04","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","6.1","0","6.1",",0","14",",0","5",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","7","","","","4","","-2.2",",0,20,+","0",",T,0,18,","5",",,0,17,","27.7",",,0,08,","30.0",",0,28,","111.3","1,,,0","2624.7","0","246.5",",0","72.8",",,,0","","","5",",,,0","10.32",",0","16.03",",,,0","4.61",",,,0","","","","","4502","2,,,0","",""
"USW00013983","1953-05","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","74.1","0","68.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","5",",0","10","","","","6","","5.0",",0,13,","0",",,0,31,+","0",",T,0,13,","22.9",",,0,04,","33.9",",0,26,","150.7","1,,,0","2697.8","0","73.1",",0","67.7",",,,0","","","0",",T,,0","18.17",",0","23.80",",,,0","12.55",",,,0","","","","","2877",",,,0","",""
"USW00013983","1953-06","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","329.1","0","255.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","1","","","","9","","14.4",",0,21,+","0",",,0,30,+","0",",,0,30,+","9.1",",,0,26,","38.9",",0,19,","229.8",",,,0","2697.8","0","0.0",",0","26.8",",,,0","","","0",",,,0","26.83",",0","33.32",",,,0","20.35",",,,0","","","","","2543",",,,0","",""
"USW00013983","1953-07","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","569.9","0","240.8",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","6","","","","9","","12.8",",0,10,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,04,","38.3",",0,31,","221.3",",,,0","0.0","0","0.0",",0","68.0",",,,0","","","0",",,,0","26.10",",0","32.92",",,,0","19.28",",,,0","","","","","1921",",,,0","",""
"USW00013983","1953-08","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","790.8","0","220.9",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","2","","","","5","","11.7",",0,19,","0",",,0,31,+","0",",,0,31,+","61.0",",,0,04,","38.3",",0,01,","190.9","1,,,0","0.0","0","0.0",",0","71.7",",,,0","","","0",",,,0","25.46",",0","32.28",",,,0","18.64",",,,0","","","","","2021",",,,0","",""
"USW00013983","1953-09","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","917.4","0","126.6",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","1","","","","2","","6.1",",0,22,+","0",",,0,30,+","0",",,0,30,+","58.4",",,0,03,","37.8",",0,01,","199.2",",,,0","14.5","0","14.5",",0","69.1",",,,0","","","0",",,,0","22.07",",0","29.71",",,,0","14.43",",,,0","","","","","2365",",,,0","",""
"USW00013983","1953-10","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","955.1","0","37.7",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","2",",0","4","","","","1","","0.0",",0,29,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,03,","33.3",",0,02,","103.3",",,,0","119.2","0","104.7",",0","58.8",",,,0","","","0",",,,0","16.17",",0","23.06",",,,0","9.28",",,,0","","","","","1824",",,,0","",""
"USW00013983","1953-11","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","955.1","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","7",",0","0",",0","4","","","","","","-6.1",",0,28,","0",",,0,30,+","0",",T,0,25,","9.9",",,0,19,","24.4",",0,18,","","","428.4","0","309.2",",0","10.7",",,,0","","","0",",T,,0","8.03",",0","14.17",",,,0","1.88",",,,0","","","","","","","",""
"USW00013983","1953-12","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","955.1","0","0.0",",0","8",",0","3",",0","0",",0","4",",0","1",",0","1",",0","22",",0","4",",0","0",",0","0",",0","4","","","","","","-19.4",",0,23,","76",",,0,24,+","64",",,0,22,","10.4",",,0,02,","18.9",",0,03,","","","924.3","0","495.9",",0","27.0",",,,0","","","74",",,,0","2.34",",0","7.81",",,,0","-3.14",",,,0","","","","","","","",""
"USW00013983","1954-01","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","3",",0","1",",0","0",",0","28",",0","10",",0","0",",0","0",",0","8","","","","2","","-17.2",",0,17,+","25",",,0,29,+","38",",,0,26,","13.2",",,0,26,","17.2",",0,08,","","","1522.0","0","597.7",",0","25.8",",,,0","","","38",",,,0","-0.95",",0","4.46",",,,0","-6.36",",,,0","","","","","","","",""
"USW00013983","1954-02","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","2",",0","0",",0","5","","","","1","","-9.4",",0,12,","0",",T,0,28,","53",",,0,27,","16.5",",,0,15,","24.4",",0,14,","","","1868.3","0","346.3",",0","32.8",",,,0","","","53",",,,0","5.96",",0","12.14",",,,0","-0.21",",,,0","","","","","","","",""
"USW00013983","1954-03","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","2",",0","1",",0","0",",0","16",",0","1",",0","2",",0","0",",0","6","","","","3","","-10.0",",0,04,","25",",,0,04,+","38",",,0,02,","16.3",",,0,18,","25.6",",0,12,","","","2278.2","0","409.9",",0","30.5",",,,0","","","38",",,,0","5.11",",0","11.10",",,,0","-0.87",",,,0","","","","","","","",""
"USW00013983","1954-04","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","29.8","0","29.8",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","4","","","","10","","-5.0",",0,01,","0",",,0,30,+","0",",T,0,21,","38.9",",,0,21,","30.6",",0,25,+","143.6",",,,0","2383.4","0","105.2",",0","122.6",",,,0","","","0",",T,,0","15.82",",0","22.69",",,,0","8.95",",,,0","","","","","3629",",,,0","",""
"USW00013983","1954-05","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","48.4","0","18.6",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","7","","","","6","","0.6",",0,04,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,22,","30.6",",0,31,","156.4",",,,0","2491.2","0","107.8",",0","132.5",",,,0","","","0",",,,0","15.45",",0","21.81",",,,0","9.10",",,,0","","","","","2806",",,,0","",""
"USW00013983","1954-06","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","265.1","0","216.7",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","17",",0","1","","","","11","","9.4",",0,04,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,09,","38.9",",0,26,","197.4",",,,0","2504.3","0","13.1",",0","61.5",",,,0","","","0",",,,0","25.12",",0","31.22",",,,0","19.02",",,,0","","","","","2248",",,,0","",""
"USW00013983","1954-07","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","616.1","0","351.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","1","","","","3","","15.6",",0,09,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,21,","45.0",",0,14,+","308.6",",,,0","0.0","0","0.0",",0","8.4",",,,0","","","0",",,,0","29.65",",0","37.08",",,,0","22.23",",,,0","","","","","2876",",,,0","",""
"USW00013983","1954-08","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","863.0","0","246.9",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","11","","","","16","","14.4",",0,31,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,01,","38.3",",0,18,+","175.9",",,,0","0.0","0","0.0",",0","166.5",",,,0","","","0",",,,0","26.30",",0","32.06",",,,0","20.54",",,,0","","","","","2692",",,,0","",""
"USW00013983","1954-09","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","1014.5","0","151.5",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","4","","","","6","","6.7",",0,22,","0",",,0,30,+","0",",T,0,20,","21.1",",,0,29,","38.9",",0,04,","153.1",",,,0","8.9","0","8.9",",0","51.7",",,,0","","","0",",T,,0","23.09",",0","30.33",",,,0","15.84",",,,0","","","","","2021",",,,0","",""
"USW00013983","1954-10","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","1056.2","0","41.7",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","1",",0","9","","","","4","","-0.6",",0,31,+","0",",T,0,31,","5",",,0,31,+","58.9",",,0,11,","32.8",",0,03,","77.7","2,,,0","170.7","0","161.8",",0","123.2",",,,0","","","10",",,,0","14.46",",0","19.57",",,,0","9.35",",,,0","","","","","2729",",,,0","",""
"USW00013983","1954-11","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","1056.2","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","7",",0","0",",0","8","","","","1","","-5.6",",0,03,","0",",,0,30,+","0",",T,0,30,+","8.4",",,0,18,","22.8",",0,13,+","","","487.0","0","316.3",",0","14.8",",,,0","","","0",",T,,0","7.79",",0","13.52",",,,0","2.06",",,,0","","","","","","","",""
"USW00013983","1954-12","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","1056.2","0","0.0",",0","8",",0","4",",0","0",",0","2",",0","1",",0","0",",0","26",",0","3",",0","0",",0","0",",0","9","","","","2","","-13.3",",0,30,","178",",,0,30,","175",",,0,29,","16.0",",,0,27,","17.8",",0,26,","","","995.2","0","508.2",",0","40.4",",,,0","","","180",",,,0","1.94",",0","6.52",",,,0","-2.65",",,,0","","","","","","","",""
"USW00013983","1955-01","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","1",",0","0",",0","1",",0","26",",0","7",",0","0",",0","0",",0","7","","","","","","-18.3",",0,27,","51",",,0,01,","10",",,0,18,","22.9",",,0,05,","16.1",",0,04,","","","1569.7","0","574.5",",0","49.6",",,,0","","","23",",,,0","-0.20",",0","4.49",",,,0","-4.89",",,,0","","","","","","","",""
"USW00013983","1955-02","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","8",",0","6",",0","1",",0","3",",0","1",",0","3",",0","23",",0","7",",0","0",",0","0",",0","15","","","","","","-20.6",",0,11,","25",",,0,13,+","28",",,0,10,","25.7",",,0,18,","18.9",",0,09,","","","2069.3","0","499.6",",0","80.8",",,,0","","","46",",,,0","0.49",",0","5.75",",,,0","-4.78",",,,0","","","","","","","",""
"USW00013983","1955-03","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","2.2","0","2.2",",0","10",",0","4",",0","0",",0","4",",0","2",",0","0",",0","15",",0","2",",0","6",",0","0",",0","8","","","","3","","-15.6",",0,26,","76",",,0,22,","79",",,0,25,","12.4",",,0,21,","27.8",",0,10,","","","2442.0","0","372.7",",0","37.9",",,,0","","","159",",,,0","6.38",",0","12.62",",,,0","0.15",",,,0","","","","","","","",""
"USW00013983","1955-04","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","24.4","0","22.2",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","3","","","","5","","2.8",",0,08,+","0",",,0,30,+","0",",T,0,23,","16.0",",,0,23,","28.9",",0,23,","142.3","1,,,0","2511.9","0","69.9",",0","56.0",",,,0","","","0",",T,,0","16.74",",0","23.06",",,,0","10.43",",,,0","","","","","3055",",,,0","",""
"USW00013983","1955-05","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","71.5","0","47.1",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","9","","","","8","","5.6",",0,08,","0",",,0,31,+","0",",T,0,07,","26.2",",,0,12,","31.1",",0,04,","130.5","3,,,0","2543.8","0","31.9",",0","104.8",",,,0","","","0",",T,,0","18.82",",0","24.26",",,,0","13.38",",,,0","","","","","2435",",,,0","",""
"USW00013983","1955-06","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","165.3","0","93.8",",0","8",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","3","","","","8","","8.3",",0,14,","0",",,0,30,+","0",",T,0,24,+","83.1",",,0,24,","32.2",",0,30,+","160.2",",,,0","2560.6","0","16.8",",0","179.7",",,,0","","","0",",T,,0","20.90",",0","26.41",",,,0","15.39",",,,0","","","","","2279",",,,0","",""
"USW00013983","1955-07","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","447.5","0","282.2",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","8","","","","8","","18.9",",0,17,+","0",",,0,31,+","0",",,0,31,+","37.1",",,0,06,","37.8",",0,28,","200.4",",,,0","0.0","0","0.0",",0","70.3",",,,0","","","0",",,,0","27.44",",0","33.20",",,,0","21.67",",,,0","","","","","1409",",,,0","",""
"USW00013983","1955-08","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","669.7","0","222.2",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","1","","","","7","","13.9",",0,31,","0",",,0,31,+","0",",,0,31,+","66.0",",,0,29,","36.1",",0,28,","202.1",",,,0","0.0","0","0.0",",0","116.8",",,,0","","","0",",,,0","25.50",",0","32.02",",,,0","18.98",",,,0","","","","","1615",",,,0","",""
"USW00013983","1955-09","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","779.7","0","110.0",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","4","","","","4","","4.4",",0,12,","0",",,0,30,+","0",",,0,30,+","47.2",",,0,27,","35.6",",0,09,","139.8","2,,,0","18.3","0","18.3",",0","103.9",",,,0","","","0",",,,0","21.39",",0","28.44",",,,0","14.33",",,,0","","","","","1722",",,,0","",""
"USW00013983","1955-10","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","788.3","0","8.6",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","4","","","","4","","0.0",",0,31,","0",",,0,31,+","0",",,0,31,+","68.1",",,0,04,","28.3",",0,06,","96.9","1,,,0","154.7","0","136.4",",0","139.3",",,,0","","","0",",,,0","14.21",",0","20.99",",,,0","7.43",",,,0","","","","","2716","1,,,0","",""
"USW00013983","1955-11","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","788.3","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","7",",0","0",",0","4","","","","1","","-12.2",",0,30,+","0",",T,0,30,+","10",",,0,27,","2.8",",,0,22,","24.4",",0,13,","","","570.6","0","415.9",",0","5.4",",,,0","","","10",",,,0","4.47",",0","11.06",",,,0","-2.13",",,,0","","","","","","","",""
"USW00013983","1955-12","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","788.3","0","0.0",",0","2",",0","1",",0","0",",0","1",",0","1",",0","0",",0","27",",0","9",",0","0",",0","0",",0","7","","","","","","-13.9",",0,19,+","51",",,0,02,","53",",,0,01,","4.3",",,0,01,","20.6",",0,24,+","","","1148.0","0","577.4",",0","4.8",",,,0","","","61",",,,0","-0.29",",0","5.15",",,,0","-5.74",",,,0","","","","","","","",""
"USW00013983","1956-01","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","4",",0","1",",0","0",",0","28",",0","13",",0","0",",0","0",",0","9","","","","","","-16.1",",0,31,","127",",,0,30,","122",",,0,29,","8.1",",,0,29,","18.9",",0,05,","","","1774.6","0","626.6",",0","10.7",",,,0","","","150",",,,0","-1.88",",0","3.32",",,,0","-7.07",",,,0","","","","","","","",""
"USW00013983","1956-02","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","0.0","0","0.0",",0","10",",0","5",",0","0",",0","8",",0","2",",0","0",",0","25",",0","3",",0","1",",0","0",",0","19","","","","","","-12.8",",0,03,","152",",,0,02,+","119",",,0,01,","12.2",",,0,01,","22.8",",0,24,","","","2268.4","0","493.8",",0","32.8",",,,0","","","188",",,,0","1.31",",0","6.28",",,,0","-3.67",",,,0","","","","","","","",""
"USW00013983","1956-03","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","1.7","0","1.7",",0","6",",0","2",",0","0",",0","2",",0","3",",0","0",",0","15",",0","0",",0","6",",0","0",",0","9","","","","3","","-10.6",",0,08,","102",",,0,14,","51",",,0,14,+","5.1",",,0,13,","29.4",",0,06,","","","2632.4","0","364.0",",0","12.9",",,,0","","","132",",,,0","6.64",",0","13.34",",,,0","-0.05",",,,0","","","","","","","",""
"USW00013983","1956-04","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","16.2","0","14.5",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","1",",0","8","","","","5","","-2.8",",0,23,","0",",,0,30,+","0",",T,0,23,+","38.4",",,0,28,","32.2",",0,27,","","","2857.1","0","224.7",",0","57.1",",,,0","","","0",",T,,0","11.33",",0","18.01",",,,0","4.64",",,,0","","","","","","","",""
"USW00013983","1956-05","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","101.1","0","84.9",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","8","","","","12","","3.9",",0,01,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,06,","33.9",",0,21,+","","","2900.1","0","43.0",",0","132.0",",,,0","","","0",",,,0","19.68",",0","25.67",",,,0","13.69",",,,0","","","","","","","",""
"USW00013983","1956-06","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","276.1","0","175.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","1","","","","9","","7.2",",0,02,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,16,","36.1",",0,21,","","","2908.7","0","8.6",",0","50.3",",,,0","","","0",",,,0","23.88",",0","30.37",",,,0","17.39",",,,0","","","","","","","",""
"USW00013983","1956-07","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","486.4","0","210.3",",0","12",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","7","","","","13","","13.3",",0,10,","0",",,0,31,+","0",",,0,31,+","69.3",",,0,03,","38.3",",0,01,","","","0.0","0","0.0",",0","171.6",",,,0","","","0",",,,0","25.12",",0","31.13",",,,0","19.11",",,,0","","","","","","","",""
"USW00013983","1956-08","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","717.1","0","230.7",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","2","","","","9","","8.9",",0,21,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,09,","38.3",",0,08,+","","","4.4","0","4.4",",0","59.5",",,,0","","","0",",,,0","25.63",",0","32.46",",,,0","18.80",",,,0","","","","","","","",""
"USW00013983","1956-09","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","829.7","0","112.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","1","","","","5","","4.4",",0,07,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,15,","37.2",",0,13,","","","23.3","0","18.9",",0","14.0",",,,0","","","0",",,,0","21.46",",0","29.93",",,,0","12.98",",,,0","","","","","","","",""
