"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00238466","1986-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","4,0","2",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","27","3,0","2","1,0","0","1,0","0","1,0","-16.7","3,0,28,+","0",",,0,31,+","0",",,0,31,+","2.3",",,0,19,","20.6","1,0,21,","","","","","472.7","1,0","","","2.8",",,,0","0",",,,0","0.87","4,0","8.87","1,,,0","-7.14","3,,,0","",""
"USC00238466","1986-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","6",",0","6",",0","1",",0","1",",0","1",",0","0",",0","24",",0","6",",0","1",",0","0",",0","-15.6",",0,15,","76",",,0,14,","76",",,0,14,","31.2",",,0,03,","22.8",",0,19,","","","","","465.5",",0","","","78.1",",,,0","76",",,,0","1.71",",0","7.76",",,,0","-4.35",",,,0","",""
"USC00238466","1986-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","2.2","0","2.2","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","14","2,0","0",",0","8",",0","0",",0","-10.0","2,0,21,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,12,","29.4",",0,30,","","","","","280.6",",0","","","20.3",",,,0","0",",,,0","8.70","2,0","16.13",",,,0","1.27","2,,,0","",""
"USC00238466","1986-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","15.8","0","13.6",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","-2.2",",0,22,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,03,","30.6",",0,26,","","","","","141.1",",0","","","79.0",",,,0","0",",,,0","14.08",",0","21.13",",,,0","7.04",",,,0","",""
"USC00238466","1986-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","54.9","0","39.1",",0","17",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,15,","32.2",",0,31,","","","","","36.6",",0","","","168.1",",,,0","0",",,,0","18.42",",0","24.90",",,,0","11.94",",,,0","",""
"USC00238466","1986-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","241.8","0","186.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","11.7",",0,13,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,15,","36.1",",0,30,","","","","","0.0",",0","","","47.2",",,,0","0",",,,0","24.56",",0","31.04",",,,0","18.09",",,,0","",""
"USC00238466","1986-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","517.2","0","275.4","1,0","5",",0","4",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","22",",0","16.7","1,0,22,","0",",,0,31,+","0",",,0,31,+","45.0",",,0,01,","42.2",",0,31,","","","0.0","0","0.0",",0","","","110.3",",,,0","0",",,,0","27.46","1,0","33.90",",,,0","21.01","1,,,0","",""
"USC00238466","1986-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","656.1","0","138.9","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","8","1,0","6.7",",0,29,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,27,","35.6","1,0,26,","","","8.9","0","8.9","1,0","","","75.7",",,,0","0",",,,0","22.68","1,0","29.52","1,,,0","15.84",",,,0","",""
"USC00238466","1986-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","757.2","0","101.1","1,0","14",",0","11",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","2",",0","6.7","1,0,08,","0",",,0,30,+","0",",,0,30,+","66.0",",,0,23,","32.2",",0,20,+","","","19.8","0","10.9",",0","","","242.6",",,,0","0",",,,0","21.47","1,0","27.99",",,,0","14.95","1,,,0","",""
"USC00238466","1986-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","765.5","0","8.3","1,0","10",",0","10",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","14",",0","0",",0","1.7","1,0,30,","0",",,0,31,+","0",",,0,31,+","157.7",",,0,03,","25.0",",0,01,","","","147.1","0","127.3",",0","","","326.8",",,,0","0",",,,0","14.26","1,0","20.00",",,,0","8.51","1,,,0","",""
"USC00238466","1986-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","765.5","0","0.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","19",",0","1",",0","1",",0","0",",0","-12.8",",0,14,+","0",",,0,30,+","0",",,0,30,+","36.1",",,0,26,","22.8",",0,01,","","","561.3","0","414.2",",0","","","64.9",",,,0","0",",,,0","4.53",",0","10.27",",,,0","-1.22",",,,0","",""
"USC00238466","1986-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","765.5","0","0.0","1,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","24","1,0","1","1,0","0","1,0","0","1,0","-10.6","1,0,06,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,01,","12.2","1,0,21,","","","1070.4","0","509.1","1,0","","","61.2",",,,0","0",",,,0","1.36","1,0","6.26","1,,,0","-3.53","1,,,0","",""
"USC00238466","1987-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","2,0","7",",0","5",",0","0",",0","","","","","0","2,0","27","2,0","9",",0","0",",0","0",",0","-15.6","2,0,26,+","","","","","9.7",",,0,09,","17.2",",0,14,","","","1655.7","0","585.3",",0","","","28.0",",,,0","","","-1.77","2,0","3.84",",,,0","-7.38","2,,,0","",""
"USC00238466","1987-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","7",",0","3",",0","1",",0","","","","","0",",0","25",",0","2",",0","0",",0","0",",0","-11.1",",0,10,+","","","","","28.2",",,0,28,","20.0",",0,12,","","","2079.9","0","424.2",",0","","","48.0",",,,0","","","3.18",",0","10.34",",,,0","-3.97",",,,0","",""
"USC00238466","1987-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","7",",0","0",",0","-6.7",",0,31,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,18,","28.3",",0,06,","","","2401.1","0","321.2",",0","","","102.0",",,,0","0",",,,0","7.97",",0","15.07",",,,0","0.88",",,,0","",""
"USC00238466","1987-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","17.5","0","17.5","1,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","7","1,0","0",",0","12",",0","1",",0","-6.1","1,0,04,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,14,","32.8",",0,21,","","","2597.1","0","196.0",",0","","","41.9",",,,0","0",",,,0","12.13","1,0","20.13",",,,0","4.12","1,,,0","",""
"USC00238466","1987-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","110.3","0","92.8",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","5.6",",0,09,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,27,","34.4",",0,22,","","","2610.6","0","13.5",",0","","","44.3",",,,0","0",",,,0","20.89",",0","28.80",",,,0","12.98",",,,0","",""
"USC00238466","1987-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","284.4","0","174.1",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","8.3",",0,05,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,24,","36.1",",0,15,","","","2613.4","0","2.8",",0","","","98.2",",,,0","0",",,,0","24.04",",0","31.18",",,,0","16.90",",,,0","",""
"USC00238466","1987-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","511.2","0","226.8",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","11.7",",0,14,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,06,","37.8",",0,31,","","","0.3","0","0.3",",0","","","110.8",",,,0","0",",,,0","25.64",",0","32.23",",,,0","19.05",",,,0","",""
"USC00238466","1987-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","712.2","0","201.0","1,0","14",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","18",",0","12.2","1,0,30,+","0",",,0,31,+","0",",,0,31,+","38.1",",,0,14,","39.4",",0,09,+","","","2.5","0","2.2",",0","","","115.0",",,,0","0",",,,0","25.00","1,0","32.45",",,,0","17.56","1,,,0","",""
"USC00238466","1987-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","766.0","0","53.8",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","7.2",",0,20,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,29,","33.3",",0,15,+","","","27.2","0","24.7",",0","","","73.1",",,,0","0",",,,0","19.30",",0","26.94",",,,0","11.66",",,,0","",""
"USC00238466","1987-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","766.0","0","0.0","3,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","3,0","9","3,0","0",",0","10",",0","0",",0","-3.3","3,0,28,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,26,","28.3",",0,31,","","","249.5","0","222.3",",0","","","36.1",",,,0","0",",,,0","10.35","3,0","18.47",",,,0","2.23","3,,,0","",""
"USC00238466","1987-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","767.6","0","1.6",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","15",",0","0",",0","6",",0","0",",0","-7.8",",0,11,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,25,","26.7",",0,04,","","","564.0","0","314.5",",0","","","108.9",",,,0","0",",,,0","7.91",",0","14.43",",,,0","1.38",",,,0","",""
"USC00238466","1987-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","767.6","0","0.0","1,0","9",",0","7",",0","1",",0","","","","","0","1,0","26","1,0","2",",0","0",",0","0",",0","-13.9","1,0,17,","","","","","31.0",",,0,20,","15.0",",0,12,+","","","1071.4","0","507.4",",0","","","104.5",",,,0","","","1.46","1,0","7.59",",,,0","-4.67","1,,,0","",""
"USC00238466","1988-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","","","","","4",",0","28",",0","12",",0","0",",0","0",",0","-18.9",",0,11,+","","","","","6.1",",,0,19,","18.3",",0,31,+","","","1730.9","0","659.5",",0","","","15.3",",,,0","","","-2.94",",0","3.69",",,,0","-9.57",",,,0","",""
"USC00238466","1988-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","","","","","3",",0","29",",0","8",",0","1",",0","0",",0","-23.3",",0,12,","","","","","23.4",",,0,19,","21.1",",0,27,","","","2324.6","0","593.7",",0","","","47.4",",,,0","","","-2.14",",0","5.52",",,,0","-9.79",",,,0","",""
"USC00238466","1988-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","9",",0","6",",0","2",",0","","","0","2,0","0",",0","24",",0","0",",0","9",",0","0",",0","-10.0",",0,16,+","","","0","2,,0,31,+","41.4",",,0,29,","28.3",",0,24,+","","","2717.3","0","392.7",",0","","","119.9",",,,0","0","2,,,0","5.66",",0","13.91",",,,0","-2.58",",,,0","",""
"USC00238466","1988-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","1.7","0","1.7","1,0","10",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","12",",0","0",",0","-0.6","1,0,19,+","0",",,0,30,+","0",",,0,30,+","91.7",",,0,18,","28.9",",0,23,+","","","2915.9","0","198.6",",0","","","207.2",",,,0","0",",,,0","11.65","1,0","19.76",",,,0","3.54","1,,,0","",""
"USC00238466","1988-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","45.7","0","44.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","4.4",",0,26,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,24,","31.7",",0,15,","","","2943.6","0","27.7",",0","","","40.3",",,,0","0",",,,0","18.86",",0","26.41",",,,0","11.31",",,,0","",""
"USC00238466","1988-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","226.2","0","180.5",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","6.7",",0,10,","0",",,0,30,+","0",",,0,30,+","5.3",",,0,30,+","40.0",",0,25,","","","2949.7","0","6.1",",0","","","14.9",",,,0","0",",,,0","24.15",",0","32.52",",,,0","15.77",",,,0","",""
"USC00238466","1988-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","445.2","0","219.0",",0","9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","14.4",",0,22,","0",",,0,31,+","0",",,0,31,+","43.9",",,0,01,","37.2",",0,16,+","","","1.9","0","1.9",",0","","","108.6",",,,0","0",",,,0","25.33",",0","31.66",",,,0","19.00",",,,0","",""
"USC00238466","1988-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","680.8","0","235.6","1,0","8",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","22",",0","9.4","1,0,29,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,23,","38.3",",0,09,","","","5.2","0","3.3",",0","","","110.9",",,,0","0",",,,0","26.12","1,0","32.86",",,,0","19.38","1,,,0","",""
"USC00238466","1988-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","755.7","0","74.9",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","2.8",",0,20,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,29,","32.8",",0,23,+","","","27.1","0","21.9",",0","","","61.3",",,,0","0",",,,0","20.10",",0","27.92",",,,0","12.28",",,,0","",""
"USC00238466","1988-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","758.8","0","3.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","8",",0","0",",0","-2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,23,","31.1",",0,18,","","","259.2","0","232.1",",0","","","29.9",",,,0","0",",,,0","10.94",",0","18.21",",,,0","3.67",",,,0","",""
"USC00238466","1988-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","","","9",",0","6",",0","1",",0","0",",0","0",",0","","","","","0",",0","7",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","37.3",",,0,12,","25.6",",0,04,","","","","","","","","","93.8",",,,0","0",",,,0","","","15.39",",,,0","","","",""
"USC00238466","1988-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","","","7",",0","7",",0","2",",0","0","4,0","0","1,0","","","","","2","2,0","0","2,0","0","2,0","","","0","4,,0,31,+","0","1,,0,31,+","27.9",",,0,27,","18.3","2,0,20,+","","","","","","","","","79.2",",,,0","0","1,,,0","","","9.26","2,,,0","","","",""
"USC00238466","1989-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","","","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","1",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","22.9",",,0,26,","17.8",",0,20,+","","","","","","","","","45.7",",,,0","0",",,,0","","","9.87",",,,0","","","",""
"USC00238466","1989-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","","","8",",0","6",",0","0",",0","0","5,0","0","2,0","5","4,0","23","4,0","","","","","","","-20.6","4,0,09,","0","5,,0,28,+","0","2,T,0,05,+","10.7",",,0,27,","","","","","","","","","","","47.6",",,,0","0","2,T,,0","","","","","-9.89","4,,,0","",""
"USC00238466","1989-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","3.8",",0","6",",0","5",",0","0",",0","","","0","1,0","0",",0","20",",0","2",",0","10",",0","0",",0","-12.2",",0,07,","","","0","1,T,0,05,","24.1",",,0,20,","28.9",",0,27,","","","","","375.0",",0","","","52.3",",,,0","0","1,T,,0","6.36",",0","13.46",",,,0","-0.74",",,,0","",""
"USC00238466","1989-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","33.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","1",",0","-5.6",",0,11,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,06,","32.8",",0,27,","","","","","203.9",",0","","","21.5",",,,0","0",",,,0","12.66",",0","19.86",",,,0","5.45",",,,0","",""
"USC00238466","1989-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","44.2",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","24",",0","1",",0","0.0",",0,07,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,22,","32.2",",0,30,","","","","","95.3",",0","","","76.7",",,,0","0",",,,0","16.68",",0","23.82",",,,0","9.55",",,,0","",""
"USC00238466","1989-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","107.6",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","7.8",",0,16,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,05,","34.4",",0,26,","","","","","6.6",",0","","","58.9",",,,0","0",",,,0","21.70",",0","27.74",",,,0","15.65",",,,0","",""
"USC00238466","1989-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","207.1",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","15.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","32.3",",,0,16,","36.1",",0,11,","","","0.0","0","0.0",",0","","","118.3",",,,0","0",",,,0","25.01",",0","30.93",",,,0","19.10",",,,0","",""
"USC00238466","1989-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","173.3",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","10.6",",0,08,","0",",,0,31,+","0",",,0,31,+","97.8",",,0,21,","34.4",",0,28,+","","","0.0","0","0.0",",0","","","227.3",",,,0","0",",,,0","23.92",",0","29.98",",,,0","17.86",",,,0","",""
"USC00238466","1989-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","58.8",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","3",",0","-1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","51.1",",,0,05,","33.3",",0,09,+","","","77.6","0","77.6",",0","","","100.8",",,,0","0",",,,0","17.71",",0","24.40",",,,0","11.01",",,,0","",""
"USC00238466","1989-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","12.4",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","0",",0","0.0",",0,22,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,06,","31.1",",0,12,","","","202.4","0","124.8",",0","","","47.2",",,,0","0",",,,0","14.71",",0","22.57",",,,0","6.84",",,,0","",""
"USC00238466","1989-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","2.5","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0","1,0","5","1,0","0","1,0","-10.6",",0,30,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,22,+","27.2","1,0,12,","","","529.2","0","326.8","1,0","","","0.0",",T,,0","0",",,,0","7.12","1,0","15.04","1,,,0","-0.81",",,,0","",""
"USC00238466","1989-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","0.0",",0","5",",0","2",",0","0",",0","","","","","9",",0","29",",0","14",",0","0",",0","0",",0","-28.9",",0,24,+","","","","","9.4",",,0,29,","17.8",",0,03,+","","","1247.7","0","718.5",",0","","","16.9",",,,0","","","-4.84",",0","2.48",",,,0","-12.16",",,,0","",""
"USC00238466","1990-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","1",",0","0",",0","-11.7",",0,13,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,20,","21.1",",0,16,","","","1712.4","0","464.7",",0","","","41.5",",,,0","0",",,,0","3.34",",0","11.71",",,,0","-5.02",",,,0","",""
"USC00238466","1990-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","4,0","9",",0","8",",0","0",",0","0","4,0","0","2,0","0","3,0","22","3,0","0","1,0","2","1,0","0","1,0","-8.9","3,0,18,+","0","4,,0,28,+","0","2,,0,28,+","19.1",",,0,15,","23.9","1,0,13,","","","2071.9","0","359.5","1,0","","","73.9",",,,0","0","2,,,0","3.83","4,0","10.84","1,,,0","-3.18","3,,,0","",""
"USC00238466","1990-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","1.4","0","1.4","3,0","14",",0","11",",0","1",",0","0","2,0","1",",0","0","3,0","14","3,0","0",",0","5",",0","0",",0","-8.9","3,0,01,","0","2,,0,31,+","51",",,0,24,","50.8",",,0,15,","26.7",",0,14,+","","","2388.1","0","316.2",",0","","","134.6",",,,0","51",",,,0","7.29","3,0","13.98",",,,0","0.59","3,,,0","",""
"USC00238466","1990-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","21.4","0","20.0","1,0","11",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","7","1,0","0",",0","10",",0","0",",0","-3.9","1,0,08,+","0",",,0,30,+","0",",,0,30,+","19.1",",,0,14,","29.4",",0,24,","","","2590.6","0","202.5",",0","","","83.7",",,,0","0",",,,0","12.07","1,0","18.63",",,,0","5.50","1,,,0","",""
"USC00238466","1990-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","36.5","0","15.1",",0","15",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","3.3",",0,11,","0",",,0,31,+","0",",,0,31,+","54.4",",,0,17,","28.9",",0,26,","","","2670.6","0","80.0",",0","","","267.5",",,,0","0",",,,0","16.24",",0","21.45",",,,0","11.02",",,,0","",""
"USC00238466","1990-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","203.7","0","167.2",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","10.0",",0,04,","0",",,0,30,+","0",",,0,30,+","54.6",",,0,15,","33.3",",0,20,+","","","2673.5","0","2.9",",0","","","174.2",",,,0","0",",,,0","23.81",",0","29.21",",,,0","18.41",",,,0","",""
"USC00238466","1990-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","423.9","0","220.2","1,0","10",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","12","1,0","11.7","1,0,14,","0",",,0,31,+","0",",,0,31,+","54.1",",,0,11,","36.1","1,0,06,+","","","4.2","0","4.2","1,0","","","145.8",",,,0","0",",,,0","25.53","1,0","30.58","1,,,0","20.48","1,,,0","",""
"USC00238466","1990-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","614.4","0","190.5","1,0","7",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","11",",0","11.1","1,0,07,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,04,","37.8",",0,29,+","","","4.8","0","0.6",",0","","","43.7",",,,0","0",",,,0","24.65","1,0","30.53",",,,0","18.78","1,,,0","",""
"USC00238466","1990-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","759.2","0","144.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","4.4",",0,24,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,18,","38.3",",0,07,","","","21.0","0","16.2",",0","","","18.9",",,,0","0",",,,0","22.62",",0","29.94",",,,0","15.30",",,,0","",""
"USC00238466","1990-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","769.3","0","10.1","1,0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0","1,0","15","1,0","0","1,0","-1.7",",0,26,+","0",",,0,31,+","0",",,0,31,+","32.0",",,0,07,","30.0","1,0,07,+","","","195.9","0","174.9","1,0","","","80.7",",,,0","0",",,,0","12.77","1,0","20.78","1,,,0","4.76",",,,0","",""
"USC00238466","1990-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","770.4","0","1.1",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","14",",0","0",",0","-2.8",",0,29,+","0",",,0,30,+","0",",,0,30,+","24.6",",,0,28,","26.7",",0,02,+","","","430.2","0","234.3",",0","","","78.5",",,,0","0",",,,0","10.56",",0","18.02",",,,0","3.11",",,,0","",""
"USC00238466","1990-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","770.4","0","0.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","23",",0","5",",0","0",",0","0",",0","-17.2",",0,24,+","0",",T,0,28,+","0",",T,0,28,+","29.7",",,0,03,","19.4",",0,12,+","","","978.7","0","548.5",",0","","","70.2",",,,0","0",",T,,0","0.64",",0","6.38",",,,0","-5.10",",,,0","",""
