"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00412364","1931-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.3",",,6,23,","","","","","","","","","0.3",",,,6","","","","","","","","","",""
"USC00412364","1931-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.3",",,6,26,","","","","","","","","","11.2",",,,6","","","","","","","","","",""
"USC00412364","1931-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","24.9",",,6,07,","","","","","","","","","44.0",",,,6","","","","","","","","","",""
"USC00412364","1932-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.8",",,6,22,","","","","","","","","","7.9",",,,6","","","","","","","","","",""
"USC00412364","1932-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","11",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.1",",,6,17,","","","","","","","","","30.7",",,,6","","","","","","","","","",""
"USC00412364","1932-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,03,","","","","","","","","","26.3",",,,6","","","","","","","","","",""
"USC00412364","1932-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.3",",,6,18,","","","","","","","","","4.3",",,,6","","","","","","","","","",""
"USC00412364","1932-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","51.6",",,6,07,","","","","","","","","","119.1",",,,6","","","","","","","","","",""
"USC00412364","1932-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","1.0",",,6,05,","","","","","","","","","1.0",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1932-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","11.4",",,6,03,","","","","","","","","","23.3",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1932-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","13",",6","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","84.8",",,6,31,","","","","","","","","","149.1",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1932-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","16",",6","14",",6","3",",6","","","","","","","","","","","","","","","","","","","","","35.3",",,6,22,","","","","","","","","","252.8",",,,6","","","","","","","","","",""
"USC00412364","1932-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.3",",,6,01,","","","","","","","","","3.4",",,,6","","","","","","","","","",""
"USC00412364","1932-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","35.3",",,6,05,","","","","","","","","","35.6",",,,6","","","","","","","","","",""
"USC00412364","1932-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","11",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.6",",,6,23,","","","","","","","","","17.6",",,,6","","","","","","","","","",""
"USC00412364","1933-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.0",",,6,08,","","","","","","","","","10.3",",,,6","","","","","","","","","",""
"USC00412364","1933-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.1",",,6,27,","","","","","","","","","15.5",",,,6","","","","","","","","","",""
"USC00412364","1933-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.8",",,6,29,+","","","","","","","","","2.7",",,,6","","","","","","","","","",""
"USC00412364","1933-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.6",",,6,23,","","","","","","","","","4.9",",,,6","","","","","","","","","",""
"USC00412364","1933-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.3",",,6,29,","","","","","","","","","7.4",",,,6","","","","","","","","","",""
"USC00412364","1933-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19.8",",,6,13,","","","","","","","","","33.8",",,,6","","","","","","","","","",""
"USC00412364","1933-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.3",",,6,24,","","","","","","","","","2.9",",,,6","","","","","","","","","",""
"USC00412364","1933-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.8",",,6,30,","","","","","","","","","12.5",",,,6","","","","","","","","","",""
"USC00412364","1933-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,14,","","","","","","","","","34.3",",,,6","","","","","","","","","",""
"USC00412364","1933-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.3",",,6,14,","","","","","","","","","36.3",",,,6","","","","","","","","","",""
"USC00412364","1933-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.3",",,6,02,","","","","","","","","","8.4",",,,6","","","","","","","","","",""
"USC00412364","1933-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.8",",,6,30,","","","","","","","","","7.9",",,,6","","","","","","","","","",""
"USC00412364","1934-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.9",",,6,17,","","","","","","","","","17.0",",,,6","","","","","","","","","",""
"USC00412364","1934-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.5",",,6,11,","","","","","","","","","1.1",",,,6","","","","","","","","","",""
"USC00412364","1934-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.1",",,6,25,","","","","","","","","","17.7",",,,6","","","","","","","","","",""
"USC00412364","1934-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","22.9",",,6,19,","","","","","","","","","29.8",",,,6","","","","","","","","","",""
"USC00412364","1934-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","35.8",",,6,02,","","","","","","","","","43.5",",,,6","","","","","","","","","",""
"USC00412364","1934-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","6.1",",,6,03,","","","","","","","","","7.1",",,,6","","","","","","","","","",""
"USC00412364","1934-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","27.9",",,6,26,","","","","","","","","","56.7",",,,6","","","","","","","","","",""
"USC00412364","1934-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.5",",,6,03,","","","","","","","","","2.5",",,,6","","","","","","","","","",""
"USC00412364","1934-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","39.1",",,6,04,","","","","","","","","","87.7",",,,6","","","","","","","","","",""
"USC00412364","1934-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","44.2",",,6,17,","","","","","","","","","54.1",",,,6","","","","","","","","","",""
"USC00412364","1934-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.5",",,6,19,","","","","","","","","","2.8",",,,6","","","","","","","","","",""
"USC00412364","1934-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.7",",,6,27,","","","","","","","","","13.0",",,,6","","","","","","","","","",""
"USC00412364","1935-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.3",",,6,01,","","","","","","","","","9.7",",,,6","","","","","","","","","",""
"USC00412364","1935-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","10",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.1",",,6,07,","","","","","","","","","22.5",",,,6","","","","","","","","","",""
"USC00412364","1935-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","59.2",",,6,22,","","","","","","","","","59.5",",,,6","","","","","","","","","",""
"USC00412364","1935-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.9",",,6,05,","","","","","","","","","17.1",",,,6","","","","","","","","","",""
"USC00412364","1935-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","47.5",",,6,18,","","","","","","","","","124.2",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1935-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","11",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","225.6",",,6,14,","","","","","","","","","371.4",",,,6","","","","","","","","","",""
"USC00412364","1935-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","25.4",",,6,19,","","","","","","","","","71.4",",,,6","","","","","","","","","",""
"USC00412364","1935-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.5",",,6,31,","","","","","","","","","2.5",",,,6","","","","","","","","","",""
"USC00412364","1935-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","78.7",",,6,08,","","","","","","","","","148.7",",,,6","","","","","","","","","",""
"USC00412364","1935-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.9",",,6,23,","","","","","","","","","23.2",",,,6","","","","","","","","","",""
"USC00412364","1935-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.3",",,6,16,","","","","","","","","","8.2",",,,6","","","","","","","","","",""
"USC00412364","1935-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","12",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.6",",,6,11,","","","","","","","","","46.9",",,,6","","","","","","","","","",""
"USC00412364","1936-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.8",",,6,30,","","","","","","","","","8.6",",,,6","","","","","","","","","",""
"USC00412364","1936-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.3",",,6,06,","","","","","","","","","0.3",",,,6","","","","","","","","","",""
"USC00412364","1936-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","13.7",",,6,03,","","","","","","","","","22.6",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1936-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.4",",,6,27,","","","","","","","","","32.5",",,,6","","","","","","","","","",""
"USC00412364","1936-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","12",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","28.7",",,6,28,","","","","","","","","","93.6",",,,6","","","","","","","","","",""
"USC00412364","1936-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","79.5",",,6,29,","","","","","","","","","95.0",",,,6","","","","","","","","","",""
"USC00412364","1936-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.8",",,6,04,","","","","","","","","","36.0",",,,6","","","","","","","","","",""
"USC00412364","1936-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","11.9",",,6,30,","","","","","","","","","30.5",",,,6","","","","","","","","","",""
"USC00412364","1936-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","10",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","23.4",",,6,27,","","","","","","","","","80.7",",,,6","","","","","","","","","",""
"USC00412364","1936-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.1",",,6,23,","","","","","","","","","39.8",",,,6","","","","","","","","","",""
"USC00412364","1936-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9","1,6","1","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","14.0","1,,6,11,","","","","","","","","","19.0","1,,,6","","","","","","","","","",""
"USC00412364","1936-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.8",",,6,02,","","","","","","","","","8.1",",,,6","","","","","","","","","",""
"USC00412364","1937-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.3",",,6,30,+","","","","","","","","","5.6",",,,6","","","","","","","","","",""
"USC00412364","1937-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.5",",,6,09,","","","","","","","","","4.5",",,,6","","","","","","","","","",""
"USC00412364","1937-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.3",",,6,06,","","","","","","","","","23.6",",,,6","","","","","","","","","",""
"USC00412364","1937-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.6",",,6,21,","","","","","","","","","4.6",",,,6","","","","","","","","","",""
"USC00412364","1937-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.3",",,6,28,","","","","","","","","","6.6",",,,6","","","","","","","","","",""
"USC00412364","1937-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","7.1",",,6,04,","","","","","","","","","11.2",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1937-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","5.6",",,6,11,+","","","","","","","","","22.3",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1937-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","0.8",",,6,16,","","","","","","","","","0.8",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1937-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.9",",,6,12,","","","","","","","","","10.4",",,,6","","","","","","","","","",""
"USC00412364","1937-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19.8",",,6,10,","","","","","","","","","37.8",",,,6","","","","","","","","","",""
"USC00412364","1937-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","43.4",",,6,03,","","","","","","","","","46.2",",,,6","","","","","","","","","",""
"USC00412364","1937-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","20",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","33.8",",,6,29,","","","","","","","","","97.7",",,,6","","","","","","","","","",""
"USC00412364","1938-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","23.9",",,6,23,","","","","","","","","","35.3",",,,6","","","","","","","","","",""
"USC00412364","1938-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.8",",,6,21,","","","","","","","","","7.7",",,,6","","","","","","","","","",""
"USC00412364","1938-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","3.6",",,6,27,","","","","","","","","","9.0",",,,6","","","","","","","","","",""
"USC00412364","1938-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6","1,6","4","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","9.1","1,,6,18,","","","","","","","","","27.1","1,,,6","","","","","","","","","",""
"USC00412364","1938-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.1",",,6,10,","","","","","","","","","14.1",",,,6","","","","","","","","","",""
"USC00412364","1938-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","4.8",",,6,24,","","","","","","","","","15.2",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1938-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","36.8",",,6,23,","","","","","","","","","70.7",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1938-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","5.3",",,6,30,","","","","","","","","","9.4",",,,6","0",",,,6","","","","","","","",""
"USC00412364","1938-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.6",",,6,15,","","","","","","","","","9.2",",,,6","","","","","","","","","",""
"USC00412364","1938-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.6",",,6,23,","","","","","","","","","5.9",",,,6","","","","","","","","","",""
"USC00412364","1938-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,13,+","","","","","","","","","0.0",",T,,6","","","","","","","","","",""
"USC00412364","1938-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","14.2",",,6,25,","","","","","","","","","22.6",",,,6","","","","","","","","","",""
"USC00412364","1939-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","23.6",",,6,12,","","","","","","","","","37.3",",,,6","","","","","","","","","",""
"USC00412364","1939-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","2.0",",,6,03,","","","","","","","","","3.6",",,,6","","","","","","","","","",""
"USC00412364","1939-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","13.5",",,6,25,","","","","","","","","","19.2",",,,6","","","","","","","","","",""
"USC00412364","1939-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.4",",,6,07,","","","","","","","","","13.3",",,,6","","","","","","","","","",""
"USC00412364","1939-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","16.3",",,6,05,","","","","","","","","","40.5",",,,6","","","","","","","","","",""
"USC00412364","1939-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","21.6",",,6,03,","","","","","","","","","32.3",",,,6","","","","","","","","","",""
"USC00412364","1939-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","15.2",",,6,13,","","","","","","","","","17.3",",,,6","","","","","","","","","",""
"USC00412364","1939-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","11",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","55.1",",,6,05,","","","","","","","","","113.5",",,,6","","","","","","","","","",""
"USC00412364","1939-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","13.5",",,6,28,","","","","","","","","","27.3",",,,6","","","","","","","","","",""
"USC00412364","1939-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","9.7",",,6,26,","","","","","","","","","28.5",",,,6","","","","","","","","","",""
"USC00412364","1939-11","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","16.8",",,6,11,","","","","","","","","","40.4",",,,6","","","","","","","","","",""
"USC00412364","1939-12","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.3",",,6,25,","","","","","","","","","37.3",",,,6","","","","","","","","","",""
"USC00412364","1940-01","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.1",",,6,22,","","","","","","","","","8.4",",,,6","","","","","","","","","",""
"USC00412364","1940-02","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","11.9",",,6,03,","","","","","","","","","32.9",",,,6","","","","","","","","","",""
"USC00412364","1940-03","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","42.2",",,6,25,","","","","","","","","","56.2",",,,6","","","","","","","","","",""
"USC00412364","1940-04","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","44.5",",,6,06,","","","","","","","","","50.4",",,,6","","","","","","","","","",""
"USC00412364","1940-05","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","9",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","30.2",",,6,07,","","","","","","","","","95.8",",,,6","","","","","","","","","",""
"USC00412364","1940-06","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","8",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","","","47.2",",,6,09,","","","","","","","","","130.3",",,,6","","","","","","","","","",""
"USC00412364","1940-07","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","1.8",",,6,14,","","","","","","","","","2.1",",,,6","","","","","","","","","",""
"USC00412364","1940-08","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","7",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","38.6",",,6,13,","","","","","","","","","142.7",",,,6","","","","","","","","","",""
"USC00412364","1940-09","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.6",",,6,07,","","","","","","","","","4.6",",,,6","","","","","","","","","",""
"USC00412364","1940-10","29.33167","-100.92972","264.9","DEL RIO 4 SW, TX US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","11.7",",,6,25,","","","","","","","","","20.1",",,,6","","","","","","","","","",""
