"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093193","1974-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","10.0","0","10.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","4","","1","","","","3.9",",0,25,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,01,","32.2",",0,30,","1351.7","0","","","","","93.4",",0","","","","","","","","","","","","","","","","","","","","","16.2",",,,0","86.6",",X","0",",,,0","15.55",",0","23.29",",,,0","7.82",",,,0","20556",",X","","","","","","","270",",X","270",",X","","","","","","","13.9",",X","12.5",",X"
"USW00093193","1974-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","106.0","0","96.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","","","","","","","6.7",",0,17,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,27,","1371.6","0","","","","","19.9",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","98.1",",X","0",",,,0","20.79",",0","30.04",",,,0","11.54",",,,0","25800",",X","","","","","","","315",",X","315",",X","","","","","","","12.3",",X","11.2",",X"
"USW00093193","1974-06","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","316.2","0","210.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","","","12.2",",0,17,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.6",",0,29,","1371.6","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","98.1",",X","0",",,,0","25.34",",0","34.59",",,,0","16.08",",,,0","25872",",X","","","","","","","315",",X","315",",X","","","","","","","11.8",",X","11.6",",X"
"USW00093193","1974-07","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","596.1","0","279.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","1","","11.1",",0,11,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","41.7",",0,25,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","93.8",",X","0",",,,0","27.36",",0","36.23",",,,0","18.49",",,,0","25116",",X","","","","","","","315",",X","315",",X","","","","","","","12.9",",X","10.7",",X"
"USW00093193","1974-08","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","841.7","0","245.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","1","","12.2",",0,20,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,04,","40.0",",0,02,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","98.0",",X","0",",,,0","26.26",",0","35.64",",,,0","16.88",",,,0","24672",",X","","","","","","","315",",X","270",",X","","","","","","","9.3",",X","7.6",",X"
"USW00093193","1974-09","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1049.4","0","207.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","1","","","","","","10.6",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","38.9",",0,07,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","99.4",",X","0",",,,0","25.26",",0","34.91",",,,0","15.60",",,,0","22230",",X","","","","","","","45",",X","315",",X","","","","","","","8.2",",X","6.7",",X"
"USW00093193","1974-10","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1100.6","0","51.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","4","","","","4","","7.2",",0,23,","0",",,0,31,+","0",",T,0,28,","25.1",",,0,28,","34.4",",0,01,","34.3","0","","","","","34.3",",0","","","","","","","","","","","","","","","","","","","","","36.5",",,,0","73.9",",X","0",",T,,0","18.88",",0","26.21",",,,0","11.55",",,,0","15558",",X","","","","","","","360",",X","360",",X","","","","","","","10.3",",X","9.8",",X"
"USW00093193","1974-11","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1100.6","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","23","","9","","","","0.6",",0,29,","0",",,0,30,+","0",",,0,30,+","8.4",",,0,21,","24.4",",0,20,+","232.5","0","","","","","198.2",",0","","","","","","","","","","","","","","","","","","","","","8.7",",,,0","64.3",",X","0",",,,0","11.73",",0","18.32",",,,0","5.14",",,,0","11868",",X","","","","","","","315",",X","315",",X","","","","","","","14.9",",X","13.0",",X"
"USW00093193","1974-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1100.6","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","20","","11","","","","-3.9",",0,24,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,03,","18.3",",0,02,","585.4","0","","","","","352.9",",0","","","","","","","","","","","","","","","","","","","","","32.0",",,,0","35.9",",X","0",",,,0","6.95",",0","11.22",",,,0","2.68",",,,0","6480",",X","","","","","","","135",",X","135",",X","","","","","","","16.4",",X","13.9",",X"
"USW00093193","1975-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","25","","17","","1","","-5.0",",0,28,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,08,","19.4",",0,25,","957.1","0","","","","","371.7",",0","","","","","","","","","","","","","","","","","","","","","17.5",",,,0","54.9",",X","0",",,,0","6.34",",0","11.35",",,,0","1.34",",,,0","10260",",X","","","","","","","315",",X","315",",X","","","","","","","15.4",",X","11.2",",X"
"USW00093193","1975-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","4",",0","0",",0","6","","","","","","-1.1",",0,21,+","0",",,0,28,+","0",",,0,28,+","6.6",",,0,13,","23.9",",0,28,","1193.2","0","","","","","236.1",",0","","","","","","","","","","","","","","","","","","","","","24.6",",,,0","63.5",",X","0",",,,0","9.90",",0","15.60",",,,0","4.21",",,,0","11712",",X","","","","","","","315",",X","315",",X","","","","","","","14.4",",X","11.6",",X"
"USW00093193","1975-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","7","","","","","","0.0",",0,27,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,13,","26.1",",0,01,","1426.0","0","","","","","232.8",",0","","","","","","","","","","","","","","","","","","","","","61.9",",,,0","66.6",",X","0",",,,0","10.82",",0","16.57",",,,0","5.07",",,,0","14916",",X","","","","","","","180",",X","180",",X","","","","","","","17.0",",X","13.9",",X"
"USW00093193","1975-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","4","","1","","","","0.0",",0,01,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,05,","26.1",",0,30,+","1610.5","0","","","","","184.5",",0","","","","","","","","","","","","","","","","","","","","","14.0",",,,0","82.4",",X","0",",,,0","12.18",",0","19.23",",,,0","5.13",",,,0","19524",",X","","","","","","","315",",X","315",",X","","","","","","","17.5",",X","13.9",",X"
"USW00093193","1975-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","89.1","0","89.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","11",",0","2","","","","","","2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,20,+","37.8",",0,30,","1641.0","0","","","","","30.5",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","97.5",",X","0",",,,0","20.22",",0","29.48",",,,0","10.97",",,,0","25632",",X","","","","","","","315",",X","315",",X","","","","","","","15.9",",X","13.0",",X"
"USW00093193","1975-06","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","253.3","0","164.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","","","8.3",",0,25,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","38.3",",0,13,","1642.9","0","","","","","1.9",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","97.1",",X","0",",,,0","23.74",",0","32.85",",,,0","14.63",",,,0","25608",",X","","","","","","","315",",X","315",",X","","","","","","","11.8",",X","11.6",",X"
"USW00093193","1975-07","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","479.5","0","226.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","11.7",",0,03,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,10,","41.1",",0,26,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","96.0",",X","0",",,,0","25.63",",0","34.68",",,,0","16.58",",,,0","25704",",X","","","","","","","315",",X","315",",X","","","","","","","10.3",",X","10.3",",X"
"USW00093193","1975-08","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","666.3","0","186.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","","","12.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","1.3",",,0,18,","39.4",",0,04,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","95.3",",X","0",",,,0","24.36",",0","33.63",",,,0","15.08",",,,0","23982",",X","","","","","","","315",",X","315",",X","","","","","","","11.3",",X","9.8",",X"
"USW00093193","1975-09","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","845.8","0","179.5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","1","","11.7",",0,29,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,10,","37.2",",0,05,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","92.9",",X","0",",,,0","24.32",",0","33.11",",,,0","15.52",",,,0","20766",",X","","","","","","","360",",X","315",",X","","","","","","","9.8",",X","8.0",",X"
"USW00093193","1975-10","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","871.9","0","26.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","4",",0","6","","","","","","1.7",",0,23,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,30,","33.3",",0,05,+","88.4","0","","","","","88.4",",0","","","","","","","","","","","","","","","","","","","","","27.1",",,,0","82.2",",X","0",",,,0","16.32",",0","23.83",",,,0","8.81",",,,0","17250",",X","","","","","","","315",",X","315",",X","","","","","","","16.4",",X","13.9",",X"
"USW00093193","1975-11","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","871.9","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","6",",0","0",",0","18","","5","","","","-3.3",",0,29,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,28,","24.4",",0,04,","346.2","0","","","","","257.8",",0","","","","","","","","","","","","","","","","","","","","","5.2",",,,0","70.3",",X","0",",,,0","9.74",",0","16.69",",,,0","2.79",",,,0","13008",",X","","","","","","","315",",X","315",",X","","","","","","","10.3",",X","11.2",",X"
"USW00093193","1975-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","871.9","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","28","","14","","","","-5.0",",0,31,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,12,","17.8",",0,29,+","710.4","0","","","","","364.2",",0","","","","","","","","","","","","","","","","","","","","","3.6",",,,0","67.4",",X","0",",,,0","6.59",",0","12.83",",,,0","0.34",",,,0","12174",",X","","","","","","","315",",X","315",",X","","","","","","","11.3",",X","13.0",",X"
"USW00093193","1976-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","0",",0","0",",0","21","","4","","","","-6.7",",0,02,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,09,","20.6",",0,31,","1067.8","0","","","","","357.4",",0","","","","","","","","","","","","","","","","","","","","","1.0",",,,0","77.4",",X","0",",,,0","6.80",",0","14.27",",,,0","-0.66",",,,0","14424",",X","","","","","","","315",",X","315",",X","","","","","","","6.7",",X","8.0",",X"
"USW00093193","1976-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15","","3","","1","","0.6",",0,21,+","0",",,0,29,+","0",",T,0,05,","38.1",",,0,09,","22.2",",0,01,","1316.8","0","","","","","249.0",",0","","","","","","","","","","","","","","","","","","","","","120.1",",,,0","63.6",",X","0",",T,,0","9.75",",0","15.50",",,,0","4.00",",,,0","12066",",X","","","","","","","225",",X","225",",X","","","","","","","21.1",",X","14.8",",X"
"USW00093193","1976-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.9","0","0.9",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","3","","","","","","0.0",",0,05,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,02,","26.7",",0,17,","1534.9","0","","","","","218.1",",0","","","","","","","","","","","","","","","","","","","","","11.1",",,,0","81.8",",X","0",",,,0","11.33",",0","18.39",",,,0","4.26",",,,0","18282",",X","","","","","","","315",",X","315",",X","","","","","","","15.4",",X","14.3",",X"
"USW00093193","1976-04","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","9.3","0","8.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","3","","","","","","1.7",",0,02,+","0",",,0,30,+","0",",,0,30,+","7.6",",,0,08,+","33.3",",0,30,","1673.9","0","","","","","139.0",",0","","","","","","","","","","","","","","","","","","","","","23.7",",,,0","78.1",",X","0",",,,0","13.98",",0","21.29",",,,0","6.67",",,,0","18588",",X","","","","","","","315",",X","315",",X","","","","","","","15.9",",X","15.6",",X"
"USW00093193","1976-05","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","95.9","0","86.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","","","8.3",",0,29,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,06,","39.4",",0,13,","1679.8","0","","","","","5.9",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","96.1",",X","0",",,,0","20.94",",0","29.92",",,,0","11.95",",,,0","25302",",X","","","","","","","315",",X","315",",X","","","","","","","14.9",",X","13.4",",X"
"USW00093193","1976-06","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","233.1","0","137.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","15",",0","","","","","","","8.3",",0,04,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,10,","40.6",",0,28,+","1685.1","0","","","","","5.3",",0","","","","","","","","","","","","","","","","","","","","","9.4",",,,0","92.0",",X","0",",,,0","22.73",",0","32.05",",,,0","13.41",",,,0","24276",",X","","","","","","","315",",X","315",",X","","","","","","","14.9",",X","12.5",",X"
"USW00093193","1976-07","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","481.8","0","248.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","2","","11.7",",0,02,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,16,","40.0",",0,26,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.3",",,,0","95.6",",X","0",",,,0","26.35",",0","35.36",",,,0","17.35",",,,0","25608",",X","300",",X","","","","","270",",X","","","8.0",",X","","","","","12.9",",X","",""
"USW00093193","1976-08","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","614.0","0","132.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","4","","1","","","","11.7",",0,16,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,19,","38.9",",0,31,+","0.6","0","","","","","0.6",",0","","","","","","","","","","","","","","","","","","","","","5.4",",,,0","86.5",",X","0",",,,0","22.58",",0","30.49",",,,0","14.66",",,,0","21792",",X","310",",X","","","","","315",",X","","","9.4",",X","","","","","13.4",",X","",""
"USW00093193","1976-09","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","736.5","0","122.5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","6","","1","","2","","10.0",",0,16,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,10,","38.9",",0,02,","3.9","0","","","","","3.3",",0","","","","","","","","","","","","","","","","","","","","","30.3",",,,0","81.3",",X","0",",,,0","22.31",",0","29.55",",,,0","15.06",",,,0","18216",",X","360",",X","","","","","360",",X","","","9.8",",X","","","","","14.4",",X","",""
"USW00093193","1976-10","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","775.0","0","38.5",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","8","","","","1","","5.0",",0,31,","0",",,0,31,+","0",",,0,31,+","37.1",",,0,01,","32.2",",0,09,","41.1","0","","","","","37.2",",0","","","","","","","","","","","","","","","","","","","","","39.4",",,,0","91.2",",X","0",",,,0","18.37",",0","26.15",",,,0","10.60",",,,0","19086",",X","110",",X","","","","","45",",X","","","7.6",",X","","","","","22.6",",X","",""
"USW00093193","1976-11","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","775.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","10",",0","0",",0","18","","9","","","","-2.2",",0,29,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,14,","28.9",",0,06,","235.8","0","","","","","194.7",",0","","","","","","","","","","","","","","","","","","","","","22.2",",,,0","50.7",",X","0",",,,0","11.84",",0","17.43",",,,0","6.26",",,,0","9444","1,X","310",",X","","","","","315",",X","","","6.7",",X","","","","","8.7",",X","",""
"USW00093193","1976-12","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","775.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","0",",0","0",",0","14","","2","","","","-3.3",",0,28,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,30,","20.0",",0,17,+","554.6","0","","","","","318.8",",0","","","","","","","","","","","","","","","","","","","","","18.0",",,,0","89.6",",X","0",",,,0","8.05",",0","16.13",",,,0","-0.03",",,,0","16176",",X","80",",X","","","","","90",",X","","","6.3",",X","","","","","8.7",",X","",""
"USW00093193","1977-01","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","29","","11","","","","-1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,02,","18.9",",0,21,","911.4","0","","","","","356.8",",0","","","","","","","","","","","","","","","","","","","","","17.4",",,,0","28.6",",X","0",",,,0","6.82",",0","9.70",",,,0","3.95",",,,0","5286",",X","260",",X","","","","","270",",X","","","13.0",",X","","","","","15.9",",X","",""
"USW00093193","1977-02","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","12","","3","","","","-0.6",",0,03,","0",",,0,28,+","0",",,0,28,+","1.8",",,0,21,","26.1",",0,19,+","1090.3","0","","","","","178.9",",0","","","","","","","","","","","","","","","","","","","","","2.3",",,,0","81.5",",X","0",",,,0","11.94",",0","19.33",",,,0","4.56",",,,0","14892",",X","310",",X","","","","","315",",X","","","13.0",",X","","","","","15.9",",X","",""
"USW00093193","1977-03","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","8",",0","0",",0","4","","2","","","","-1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,16,","27.2",",0,22,","1307.9","0","","","","","217.6",",0","","","","","","","","","","","","","","","","","","","","","26.4",",,,0","89.6",",X","0",",,,0","11.31",",0","18.47",",,,0","4.16",",,,0","19938",",X","310",",X","","","","","315",",X","","","13.0",",X","","","","","18.0",",X","",""
