"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00044714","1965-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","16.2","3,0","6",",0","4",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","25","3,0","0","3,0","","","3.9","3,0,23,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,12,","29.4","3,0,06,","","","61.1","","42.2","3,0","72.9",",,,0","0",",,,0","17.40","3,0","24.74","3,,,0","10.06","3,,,0"
"USC00044714","1965-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","2.0","4,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","4,0","1","4,0","0","4,0","16","4,0","0","4,0","","","0.0","4,0,17,","0",",,0,30,+","0",",,0,30,+","9.7",",,0,07,","26.7","4,0,01,","","","183.0","","121.9","4,0","13.5",",,,0","0",",,,0","13.72","4,0","21.80","4,,,0","5.64","4,,,0"
"USC00044714","1965-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","0","5,0","21","5,0","0","5,0","","","","","0",",,0,31,+","0",",,0,31,+","21.6",",,0,15,","29.4","5,0,06,","","","","","","","26.4",",,,0","0",",,,0","","","22.91","5,,,0","",""
"USC00044714","1966-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.9",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","","","0.0",",0,01,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,10,","26.1",",0,24,+","201.1","3,,,0","","","142.9",",0","26.2",",,,0","0",",,,0","13.75",",0","21.03",",,,0","6.47",",,,0"
"USC00044714","1966-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","27.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","0.6",",0,03,","0",",,0,30,+","0",",,0,30,+","1.8",",,0,07,","31.1",",0,14,","263.3",",,,0","","","101.3",",0","1.8",",,,0","0",",,,0","15.87",",0","23.24",",,,0","8.51",",,,0"
"USC00044714","1966-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","81.7","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","28","2,0","0","2,0","","","6.1","2,0,31,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","31.7","2,0,18,+","301.1","4,,,0","","","15.3","2,0","0.0",",,,0","0",",,,0","20.62","2,0","28.93","2,,,0","12.31","2,,,0"
"USC00044714","1966-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","2",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","23","5,0","0","5,0","","","0.6","5,0,14,+","0",",,0,30,+","0",",,0,30,+","1.0",",,0,19,","30.0","5,0,06,+","214.3","4,,,0","","","","","1.8",",,,0","0",",,,0","17.04","6,0","25.13","5,,,0","8.95","5,,,0"
"USC00044714","1966-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","4","2,0","0","2,0","18","2,0","0","2,0","","","-3.3","2,0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","28.3","2,0,01,","165.4","4,,,0","","","160.0","2,0","0.0",",,,0","0",",,,0","12.81","3,0","20.82","2,,,0","4.79","2,,,0"
"USC00044714","1967-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","0",",,,0","","","","","",""
"USC00044714","1967-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","67.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","10.0",",0,19,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,16,","31.1",",0,12,+","339.9",",,,0","2.2","","2.2",",0","0.0",",T,,0","0",",,,0","20.45",",0","28.47",",,,0","12.42",",,,0"
"USC00044714","1967-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","99.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","7.2",",0,07,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,26,","32.2",",0,14,","341.5",",,,0","3.9","","1.7",",0","4.3",",,,0","0",",,,0","21.49",",0","29.55",",,,0","13.43",",,,0"
"USC00044714","1967-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","19.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","5.6",",0,17,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,18,","28.3",",0,27,+","245.5",",,,0","36.7","","32.8",",0","19.6",",,,0","0",",,,0","17.87",",0","24.90",",,,0","10.85",",,,0"
"USC00044714","1967-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","","","-0.6",",0,03,","0",",,0,31,+","0",",,0,31,+","46.0",",,0,03,","23.3",",0,31,+","143.4","4,,,0","241.1","","204.4",",0","75.0",",,,0","0",",,,0","11.74",",0","19.05",",,,0","4.43",",,,0"
"USC00044714","1968-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","6",",0","5",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","17.8",",,0,13,","","","","","","","","","36.8",",,,0","","","","","","","",""
"USC00044714","1968-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","41.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","3.3",",0,07,+","0",",,0,30,+","0",",,0,30,+","16.0",",,0,07,","31.7",",0,26,+","253.5",",,,0","","","72.0",",0","25.7",",,,0","0",",,,0","17.31",",0","24.96",",,,0","9.66",",,,0"
"USC00044714","1968-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","10.0",",0,27,+","0",",,0,31,+","0",",,0,31,+","1.0",",,0,31,","","","321.9",",,,0","","","","","1.0",",,,0","0",",,,0","","","","","13.05",",,,0"
"USC00044714","1968-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","5",",0","3",",0","1",",0","0",",0","0",",0","0",",","0",",0","","","","","","","","","1.7",",0,20,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,19,","","","228.5","1,,,0","","","","","68.8",",,,0","0",",,,0","","","","","9.50",",,,0"
"USC00044714","1968-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,","0","3,0","","","","","","","","","2.2","3,0,21,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,14,","","","210.3","3,,,0","","","","","1.0",",,,0","0",",,,0","","","","","9.78","3,,,0"
"USC00044714","1969-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","5",",0","3",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","12","3,0","0","3,0","","","3.3","3,0,28,+","0",",,0,30,+","0",",,0,30,+","15.7",",,0,09,","27.2","3,0,02,","150.6","4,,,0","","","","","31.0",",,,0","0",",,,0","13.75","4,0","19.79","3,,,0","7.71","3,,,0"
"USC00044714","1969-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","","","","","","","","","6.7","2,0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,08,","","","270.0","3,,,0","","","","","0.0",",T,,0","0",",,,0","","","","","11.57","2,,,0"
"USC00044714","1969-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","62.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","6.7",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,10,","32.2",",0,22,+","314.7",",,,0","","","9.7",",0","0.0",",T,,0","0",",,,0","20.04",",0","28.93",",,,0","11.15",",,,0"
"USC00044714","1969-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","1.5",",,0,07,","","","","","","","","","2.3",",,,0","0",",,,0","","","","","",""
"USC00044714","1970-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00044714","1970-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","42.8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","2.8",",0,29,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,09,","31.1",",0,25,+","","","","","103.6",",0","34.9",",,,0","0",",,,0","16.31",",0","22.98",",,,0","9.63",",,,0"
"USC00044714","1970-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","66.9","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","0","2,0","","","8.9","2,0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","31.7","2,0,19,+","300.3","3,,,0","3.6","","3.6","2,0","0.0",",,,0","0",",,,0","20.51","2,0","27.99","2,,,0","13.04","2,,,0"
"USC00044714","1970-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","50.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","8.9",",0,31,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","31.7",",0,11,","315.4",",,,0","6.6","","3.0",",0","0.0",",,,0","0",",,,0","19.86",",0","27.81",",,,0","11.92",",,,0"
"USC00044714","1970-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","4.2","2,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","23","2,0","0","2,0","","","1.7","2,0,20,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,05,","28.3","2,0,10,+","215.7","3,,,0","77.7","","71.1","2,0","6.6",",,,0","0",",,,0","15.94","2,0","23.85","2,,,0","8.04","2,,,0"
"USC00044714","1970-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","","","","","","","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","",""
"USC00044714","1971-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","","","","","","","0",",0","0","1,0","","","","","","","","","","","","","","","0",",T,0,30,","0","1,,0,31,+","","","","","","","","","","","","","0","1,,,0","","","","","",""
"USC00044714","1971-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","19",",0","0",",0","","","-1.1",",0,01,","0",",T,0,01,","0",",,0,30,+","47.5",",,0,26,","26.7",",0,15,","211.7",",,,0","","","137.3",",0","62.8",",,,0","0",",,,0","13.76",",0","20.97",",,,0","6.54",",,,0"
"USC00044714","1971-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","64.7","2,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","0","2,0","","","6.7","2,0,11,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,18,","30.6","2,0,16,","","","18.7","","18.7","2,0","1.3",",,,0","0",",,,0","19.92","2,0","27.24","2,,,0","12.60","2,,,0"
"USC00044714","1971-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","67.7","3,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","2","3,0","","","7.8","3,0,22,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,31,","35.0","3,0,11,","264.6","4,,,0","31.5","","12.8","3,0","3.0",",,,0","0",",,,0","20.29","3,0","28.04","3,,,0","12.55","3,,,0"
"USC00044714","1971-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","24.3","3,0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","3,0","2","3,0","0","3,0","20","3,0","1","3,0","","","-1.7","3,0,30,","0",",T,0,30,","0","1,,0,30,+","17.8",",,0,30,","32.2","3,0,12,","","","135.7","","104.2","3,0","23.7",",,,0","0","1,,,0","15.37","3,0","22.57","3,,,0","8.18","3,,,0"
