"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003929","1958-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","170.9","X","106.9",",X","12",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","4",",X","9","","12","","10.0",",X,26,+","0",",,X,30,+","0",",,X,30,+","61.2",",,X,14,","34.4",",X,08,","2991.4","X","6.1",",X","151.3",",,,X","0",",,,X","21.69",",X","26.93",",,,X","16.46",",,,X","","","","","338","1,X","","","","","67.8","1,X"
"USW00003929","1958-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","344.1","X","173.2",",X","16",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","5",",X","13","","15","","16.1",",X,22,","0",",,X,31,+","0",",,X,31,+","74.4",",,X,30,","33.3",",X,18,","0.0","X","0.0",",X","315.0",",,,X","0",",,,X","23.92",",X","28.34",",,,X","19.50",",,,X","","","","","225","1,X","","","","","26.7","1,X"
"USW00003929","1958-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","544.5","X","200.4",",X","7",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","6","","4","","11.1",",X,25,","0",",,X,31,+","0",",,X,31,+","65.3",",,X,15,","37.2",",X,29,","2.2","X","2.2",",X","110.7",",,,X","0",",,,X","24.72",",X","30.07",",,,X","19.38",",,,X","","","","","23",",X","","","","","24.2",",X"
"USW00003929","1958-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","636.8","X","92.3",",X","12",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","9","","4","","5.0",",X,30,","0",",,X,30,+","0",",,X,30,+","48.8",",,X,15,","31.1",",X,24,+","26.3","X","24.1",",X","130.6",",,,X","0",",,,X","20.61",",X","25.38",",,,X","15.84",",,,X","","","","","225",",X","","","","","14.9",",X"
"USW00003929","1958-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","659.9","X","23.1",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","4","","2","","1.1",",X,29,+","0",",,X,31,+","0",",,X,31,+","13.7",",,X,07,","29.4",",X,08,","151.5","X","125.2",",X","14.8",",,,X","0",",,,X","15.04",",X","21.41",",,,X","8.67",",,,X","","","","","180",",X","","","","","17.0",",X"
"USW00003929","1958-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","660.5","X","0.6",",X","8",",X","3",",X","0",",X","3",",X","1",",X","0",",X","8",",X","3",",X","5",",X","0",",X","4","","","","-10.6",",X,30,+","178",",,X,28,","163",",,X,27,","21.8",",,X,17,","23.9",",X,04,","435.1","X","283.6",",X","51.0",",,,X","178",",,,X","8.90",",X","14.67",",,,X","3.13",",,,X","","","","","203",",X","","","","","23.6",",X"
"USW00003929","1958-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","660.5","X","0.0",",X","4",",X","3",",X","0",",X","1",",X","2",",X","0",",X","27",",X","11",",X","0",",X","0",",X","6","","","","-15.6",",X,12,","76",",,X,31,","53",",,X,31,","6.1",",,X,31,","14.4",",X,22,","1030.0","X","594.9",",X","11.9",",,,X","101",",,,X","-0.86",",X","3.75",",,,X","-5.46",",,,X","","","","","315",",X","","","","","12.3",",X"
"USW00003929","1959-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","16",",X","4",",X","4",",X","28",",X","16",",X","0",",X","0",",X","13","","1","","-25.0",",X,04,","152",",,X,23,+","114",",,X,20,","11.4",",,X,20,","15.0",",X,13,","1720.8","X","690.8",",X","28.8",",,,X","328",",,,X","-3.95",",X","1.08",",,,X","-8.98",",,,X","","","","","248",",X","","","","","17.5",",X"
"USW00003929","1959-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","6",",X","2",",X","0",",X","4",",X","1",",X","0",",X","22",",X","7",",X","0",",X","0",",X","9","","2","","-16.1",",X,02,","51",",,X,03,+","25",",,X,02,","21.6",",,X,09,","16.1",",X,26,","2221.9","X","501.1",",X","27.0",",,,X","48",",,,X","0.44",",X","5.14",",,,X","-4.27",",,,X","","","","","293",",X","","","","","17.0",",X"
"USW00003929","1959-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","9",",X","6",",X","1",",X","2",",X","2",",X","0",",X","17",",X","0",",X","5",",X","0",",X","10","","4","","-6.1",",X,07,","76",",,X,06,","84",",,X,05,","40.6",",,X,25,","23.9",",X,24,","2575.9","X","354.0",",X","86.3",",,,X","135",",,,X","6.91",",X","12.97",",,,X","0.86",",,,X","","","","","338",",X","","","","","21.1",",X"
"USW00003929","1959-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","7.5","X","7.5",",X","10",",X","5",",X","0",",X","0",",X","1",",X","0",",X","1",",X","0",",X","12",",X","0",",X","8","","4","","-1.7",",X,09,","0",",,X,30,+","51",",,X,08,","19.6",",,X,08,","30.6",",X,30,","2756.7","X","180.8",",X","52.6",",,,X","51",",,,X","12.56",",X","18.28",",,,X","6.84",",,,X","","","","","293",",X","","","","","22.1",",X"
"USW00003929","1959-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","86.6","X","79.1",",X","12",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","0",",X","10","","9","","3.9",",X,15,","0",",,X,31,+","0",",,X,31,+","23.1",",,X,17,","31.1",",X,30,+","2800.0","X","43.3",",X","67.0",",,,X","0",",,,X","19.49",",X","24.60",",,,X","14.38",",,,X","","","","","270",",X","","","","","20.0",",X"
"USW00003929","1959-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","256.1","X","169.5",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","7",",X","4","","6","","12.2",",X,02,","0",",,X,30,+","0",",,X,30,+","13.5",",,X,30,","33.9",",X,29,+","2800.3","X","0.3",",X","42.3",",,,X","0",",,,X","23.97",",X","29.43",",,,X","18.52",",,,X","","","","","23",",X","","","","","25.2",",X"
"USW00003929","1959-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","438.3","X","182.2",",X","10",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","10","","6","","12.2",",X,02,","0",",,X,31,+","0",",,X,31,+","35.3",",,X,08,","35.0",",X,31,+","0.0","X","0.0",",X","105.2",",,,X","0",",,,X","24.21",",X","29.37",",,,X","19.05",",,,X","","","","","45",",X","","","","","17.5",",X"
"USW00003929","1959-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","694.3","X","256.0",",X","7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","19",",X","5","","5","","14.4",",X,09,","0",",,X,31,+","0",",,X,31,+","33.5",",,X,31,","36.7",",X,03,","0.0","X","0.0",",X","89.8",",,,X","0",",,,X","26.59",",X","31.93",",,,X","21.25",",,,X","","","","","315",",X","","","","","20.6",",X"
"USW00003929","1959-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","800.5","X","106.2",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","4",",X","8","","4","","8.3",",X,30,","0",",,X,30,+","0",",,X,30,+","13.2",",,X,23,","34.4",",X,07,+","26.1","X","26.1",",X","51.5",",,,X","0",",,,X","21.00",",X","26.70",",,,X","15.30",",,,X","","","","","248",",X","","","","","19.0",",X"
"USW00003929","1959-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","800.5","X","0.0",",X","11",",X","5",",X","3",",X","0",",X","0",",X","0",",X","1",",X","0",",X","6",",X","0",",X","11","","4","","0.0",",X,28,","0",",,X,31,+","0",",,X,31,+","56.4",",,X,04,","22.8",",X,15,","217.4","X","191.3",",X","147.3",",,,X","0",",,,X","12.16",",X","17.38",",,,X","6.95",",,,X","","","","","293",",X","","","","","18.5",",X"
"USW00003929","1959-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","800.5","X","0.0",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","19",",X","5",",X","1",",X","0",",X","3","","","","-15.6",",X,17,","0",",T,X,28,+","0",",T,X,28,+","1.8",",,X,12,","22.2",",X,03,","679.5","X","462.1",",X","2.1",",,,X","0",",T,,X","2.93",",X","8.64",",,,X","-2.78",",,,X","","","","","203",",X","","","","","17.5",",X"
"USW00003929","1959-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","800.5","X","0.0",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","0",",X","0",",X","15","","","","-8.3",",X,06,","0",",T,X,28,","0",",T,X,29,+","10.4",",,X,27,+","17.8",",X,03,","1133.8","X","454.3",",X","34.7",",,,X","0",",T,,X","3.68",",X","7.92",",,,X","-0.56",",,,X","","","","","270",",X","","","","","14.4",",X"
"USW00003929","1960-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","9",",X","3",",X","0",",X","10",",X","1",",X","2",",X","26",",X","13",",X","0",",X","0",",X","17","","","","-18.9",",X,23,","102",",,X,18,","91",",,X,17,","15.5",",,X,14,","19.4",",X,12,","1751.4","X","617.6",",X","35.5",",,,X","119",",,,X","-1.59",",X","2.99",",,,X","-6.17",",,,X","","","","","180",",X","","","","","15.4",",X"
"USW00003929","1960-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","11",",X","4",",X","0",",X","11",",X","3",",X","0",",X","24",",X","14",",X","0",",X","0",",X","14","","","","-14.4",",X,29,+","254",",,X,29,+","127",",,X,20,","21.3",",,X,04,","12.2",",X,08,","2359.9","X","608.5",",X","55.0",",,,X","359",",,,X","-2.65",",X","1.29",",,,X","-6.58",",,,X","","","","","338",",X","","","","","13.9",",X"
"USW00003929","1960-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","11",",X","7",",X","0",",X","26",",X","4",",X","2",",X","26",",X","15",",X","4",",X","0",",X","20","","1","","-18.9",",X,05,+","406",",,X,17,+","168",",,X,14,","14.7",",,X,14,","24.4",",X,29,","2982.3","X","622.4",",X","65.3",",,,X","468",",,,X","-1.74",",X","2.86",",,,X","-6.35",",,,X","","","","","315",",X","","","","","15.9",",X"
"USW00003929","1960-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","11.3","X","11.3",",X","10",",X","6",",X","1",",X","0",",X","0",",X","0",",X","3",",X","0",",X","13",",X","0",",X","5","","7","","-1.7",",X,10,","0",",T,X,30,","8",",,X,30,","86.9",",,X,29,","28.9",",X,24,","3140.8","X","158.5",",X","138.4",",,,X","8",",,,X","13.43",",X","18.91",",,,X","7.95",",,,X","","","","","158",",X","","","","","20.0",",X"
"USW00003929","1960-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","48.9","X","37.6",",X","11",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","6","","7","","2.8",",X,01,","0",",,X,31,+","0",",,X,31,+","17.5",",,X,05,","30.6",",X,24,+","3209.0","X","68.2",",X","80.0",",,,X","0",",,,X","17.35",",X","23.08",",,,X","11.61",",,,X","","","","","180",",X","","","","","19.0",",X"
"USW00003929","1960-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","174.3","X","125.4",",X","13",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","4",",X","8","","10","","12.2",",X,17,","0",",,X,30,+","0",",,X,30,+","34.8",",,X,05,","35.6",",X,28,","3211.8","X","2.8",",X","99.6",",,,X","0",",,,X","22.42",",X","27.32",",,,X","17.52",",,,X","","","","","180",",X","","","","","19.0",",X"
"USW00003929","1960-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","357.6","X","183.3",",X","10",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","10","","6","","15.0",",X,31,","0",",,X,31,+","0",",,X,31,+","20.3",",,X,10,","35.6",",X,26,+","0.0","X","0.0",",X","89.4",",,,X","0",",,,X","24.25",",X","29.19",",,,X","19.30",",,,X","","","","","158",",X","","","","","15.4",",X"
"USW00003929","1960-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","578.7","X","221.1",",X","9",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","8","","8","","15.0",",X,11,","0",",,X,31,+","0",",,X,31,+","26.7",",,X,14,","36.1",",X,05,","0.0","X","0.0",",X","88.1",",,,X","0",",,,X","25.47",",X","30.91",",,,X","20.02",",,,X","","","","","315",",X","","","","","19.5",",X"
"USW00003929","1960-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","707.8","X","129.1",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","8",",X","7","","5","","8.3",",X,30,","0",",,X,30,+","0",",,X,30,+","13.5",",,X,16,","35.6",",X,02,","7.5","X","7.5",",X","20.7",",,,X","0",",,,X","22.39",",X","28.47",",,,X","16.30",",,,X","","","","","225",",X","","","","","13.9",",X"
"USW00003929","1960-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","724.8","X","17.0",",X","12",",X","9",",X","5",",X","0",",X","0",",X","0",",X","1",",X","0",",X","20",",X","0",",X","13","","6","","-2.8",",X,20,","0",",,X,31,+","0",",,X,31,+","38.6",",,X,30,","30.0",",X,11,+","111.5","X","104.0",",X","182.7",",,,X","0",",,,X","15.53",",X","21.32",",,,X","9.73",",,,X","","","","","293",",X","","","","","16.4",",X"
"USW00003929","1960-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","726.5","X","1.7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","3",",X","0",",X","4","","1","","-8.9",",X,30,","0",",T,X,09,","3",",,X,09,","0.5",",,X,28,","22.8",",X,14,","422.2","X","310.7",",X","0.8",",,,X","3",",,,X","8.03",",X","13.74",",,,X","2.33",",,,X","","","","","180",",X","","","","","20.0",",X"
"USW00003929","1960-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","726.5","X","0.0",",X","5",",X","3",",X","1",",X","8",",X","1",",X","0",",X","27",",X","6",",X","0",",X","0",",X","9","","","","-15.6",",X,22,+","76",",,X,14,+","76",",,X,11,","26.7",",,X,10,","16.7",",X,25,","1009.0","X","586.8",",X","70.9",",,,X","106",",,,X","-0.60",",X","4.13",",,,X","-5.32",",,,X","","","","","180",",X","","","","","21.1",",X"
"USW00003929","1961-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","3",",X","0",",X","0",",X","4",",X","0",",X","4",",X","29",",X","12",",X","0",",X","0",",X","9","","","","-20.6",",X,27,","25",",,X,29,+","15",",,X,25,","1.5",",,X,25,","14.4",",X,31,+","1615.9","X","606.9",",X","3.3",",,,X","23",",,,X","-1.24",",X","4.80",",,,X","-7.29",",,,X","","","","","315",",X","","","","","16.4",",X"
"USW00003929","1961-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","8",",X","5",",X","1",",X","3",",X","2",",X","0",",X","18",",X","5",",X","2",",X","0",",X","14","","2","","-12.8",",X,03,","76",",,X,07,","43",",,X,06,","35.3",",,X,17,","21.1",",X,16,+","2058.6","X","442.7",",X","60.4",",,,X","76",",,,X","2.52",",X","7.60",",,,X","-2.55",",,,X","","","","","293",",X","","","","","21.6",",X"
"USW00003929","1961-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","13",",X","10",",X","1",",X","0",",X","0",",X","0",",X","9",",X","0",",X","0",",X","0",",X","16","","5","","-2.8",",X,09,","0",",T,X,08,","18",",,X,08,","34.8",",,X,12,","20.0",",X,14,+","2422.9","X","364.3",",X","121.4",",,,X","18",",,,X","6.58",",X","11.32",",,,X","1.84",",,,X","","","","","203",",X","","","","","21.6",",X"
"USW00003929","1961-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","8.6","X","8.6",",X","13",",X","8",",X","4",",X","1",",X","1",",X","0",",X","6",",X","0",",X","5",",X","0",",X","10","","6","","-1.1",",X,16,+","76",",,X,09,","203",",,X,09,","53.3",",,X,20,","27.2",",X,24,+","2680.5","X","257.6",",X","222.0",",,,X","211",",,,X","10.03",",X","15.13",",,,X","4.93",",,,X","","","","","338",",X","","","","","19.5",",X"
"USW00003929","1961-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","29.1","X","20.5",",X","10",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","9","","8","","2.8",",X,02,","0",",,X,31,+","0",",,X,31,+","50.8",",,X,05,","29.4",",X,31,","2782.7","X","102.2",",X","157.4",",,,X","0",",,,X","15.70",",X","20.48",",,,X","10.92",",,,X","","","","","68",",X","","","","","19.5",",X"
"USW00003929","1961-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","146.3","X","117.2",",X","7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","3",",X","8","","5","","12.8",",X,21,+","0",",,X,30,+","0",",,X,30,+","40.6",",,X,13,","33.9",",X,30,","2785.7","X","3.0",",X","96.9",",,,X","0",",,,X","22.14",",X","27.26",",,,X","17.02",",,,X","","","","","68",",X","","","","","18.0",",X"
"USW00003929","1961-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","349.7","X","203.4",",X","11",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","12","","12","","15.6",",X,10,+","0",",,X,31,+","0",",,X,31,+","77.2",",,X,06,","34.4",",X,18,","0.0","X","0.0",",X","224.9",",,,X","0",",,,X","24.89",",X","29.98",",,,X","19.80",",,,X","","","","","180",",X","","","","","19.5",",X"
"USW00003929","1961-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","517.2","X","167.5",",X","6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","3",",X","10","","5","","9.4",",X,23,","0",",,X,31,+","0",",,X,31,+","29.7",",,X,21,","33.9",",X,10,","4.7","X","4.7",",X","88.4",",,,X","0",",,,X","23.58",",X","28.80",",,,X","18.37",",,,X","","","","","360",",X","","","","","17.0",",X"
"USW00003929","1961-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","589.8","X","72.6",",X","11",",X","11",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","1",",X","12","","8","","4.4",",X,30,","0",",,X,30,+","0",",,X,30,+","118.6",",,X,13,","32.8",",X,02,","63.7","X","59.0",",X","344.0",",,,X","0",",,,X","18.78",",X","24.06",",,,X","13.51",",,,X","","","","","315",",X","","","","","19.5",",X"
"USW00003929","1961-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","597.6","X","7.8",",X","9",",X","8",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","14",",X","0",",X","8","","6","","-1.1",",X,26,+","0",",,X,31,+","0",",,X,31,+","30.7",",,X,30,","27.2",",X,12,","200.6","X","136.9",",X","110.4",",,,X","0",",,,X","14.17",",X","20.02",",,,X","8.31",",,,X","","","","","293",",X","","","","","21.6",",X"
"USW00003929","1961-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","597.6","X","0.0",",X","8",",X","7",",X","2",",X","0","2,X","0","1,X","0",",X","17",",X","0",",X","1",",X","0",",X","14","","4","","-3.9",",X,28,","0","2,T,X,19,","5","1,,X,18,","48.3",",,X,02,","22.2",",X,01,","583.9","X","383.3",",X","144.1",",,,X","8","1,,,X","5.56",",X","9.96",",,,X","1.15",",,,X","","","","","338",",X","","","","","20.0",",X"
"USW00003929","1961-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","597.6","X","0.0",",X","9",",X","5",",X","0",",X","23",",X","4",",X","2",",X","28",",X","16",",X","0",",X","0",",X","13","","","","-22.2",",X,13,","127",",,X,14,+","64",",,X,08,","6.4",",,X,08,","18.9",",X,03,","1263.3","X","679.4",",X","26.0",",,,X","221",",,,X","-3.58",",X","0.86",",,,X","-8.03",",,,X","","","","","293",",X","","","","","20.6",",X"
"USW00003929","1962-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","11",",X","8",",X","0",",X","27","2,X","5","1,X","5",",X","28",",X","17",",X","0",",X","0",",X","16","","","","-22.2",",X,11,","356","2,,X,24,+","145","1,,X,14,","16.8",",,X,14,","10.6",",X,03,","2024.4","X","761.1",",X","65.9",",,,X","481","1,,,X","-6.22",",X","-1.58",",,,X","-10.86",",,,X","","","","","180",",X","","","","","18.0",",X"
"USW00003929","1962-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","8",",X","4",",X","0",",X","5",",X","1",",X","2",",X","23",",X","8",",X","1",",X","0",",X","16","","1","","-20.6",",X,28,","51",",,X,25,+","43",",,X,23,","14.2",",,X,23,","21.7",",X,12,","2527.2","X","502.8",",X","49.5",",,,X","71",",,,X","0.38",",X","5.19",",,,X","-4.44",",,,X","","","","","338",",X","","","","","18.5",",X"
"USW00003929","1962-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.6","X","0.6",",X","7",",X","3",",X","1",",X","2",",X","0",",X","1",",X","17",",X","4",",X","2",",X","0",",X","12","","3","","-19.4",",X,01,","25",",,X,02,+","8",",,X,13,","46.2",",,X,20,","26.1",",X,28,","2993.4","X","466.2",",X","55.7",",,,X","8",",,,X","3.31",",X","8.64",",,,X","-2.02",",,,X","","","","","270",",X","","","","","16.4",",X"
"USW00003929","1962-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","6.4","X","5.8",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","9",",X","0",",X","10","","3","","-5.0",",X,02,","0",",T,X,01,","13",",,X,01,","9.1",",,X,22,","29.4",",X,29,","3217.6","X","224.2",",X","18.3",",,,X","13",",,,X","11.05",",X","17.37",",,,X","4.74",",,,X","","","","","180",",X","","","","","23.1",",X"
"USW00003929","1962-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","128.4","X","122.0",",X","9",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","5","","11","","8.3",",X,02,","0",",,X,31,+","0",",,X,31,+","29.2",",,X,28,","32.2",",X,21,+","3223.4","X","5.8",",X","106.5",",,,X","0",",,,X","22.08",",X","27.98",",,,X","16.18",",,,X","","","","","270",",X","","","","","22.6",",X"
"USW00003929","1962-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","239.4","X","111.0",",X","9",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","1",",X","6","","7","","11.7",",X,13,","0",",,X,30,+","0",",,X,30,+","16.8",",,X,03,","32.2",",X,17,","3227.3","X","3.9",",X","55.2",",,,X","0",",,,X","21.90",",X","27.01",",,,X","16.79",",,,X","","","","","225",",X","","","","","14.4",",X"
"USW00003929","1962-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","417.0","X","177.6",",X","14",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","5","","11","","12.8",",X,26,","0",",,X,31,+","0",",,X,31,+","29.2",",,X,20,","34.4",",X,04,+","0.3","X","0.3",",X","61.5",",,,X","0",",,,X","24.05",",X","29.33",",,,X","18.78",",,,X","","","","","360",",X","","","","","18.5",",X"
"USW00003929","1962-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","615.6","X","198.6",",X","3",",X","2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","15",",X","3","","7","","11.7",",X,25,","0",",,X,31,+","0",",,X,31,+","29.2",",,X,05,","37.2",",X,19,","0.3","X","0.0",",X","55.9",",,,X","0",",,,X","24.74",",X","31.15",",,,X","18.33",",,,X","","","","","158",",X","","","","","15.4",",X"
