"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00053989","2012-07","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2012-08","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","9","1,W","5","1,W","2","1,W","","","","","","","","","","","12","","","","48.3","1,,W,24,","","","","","","","99.7","1,,,W","","","","","","","","","","","","","",""
"USW00053989","2012-09","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2012-10","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2012-11","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","2","3,W","1","3,W","0","3,W","","","","","","","","","","","2","","","","22.9","3,,W,10,","","","","","","","23.4","3,,,W","","","","","","","","","","","","","",""
"USW00053989","2012-12","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","5","1,W","2","1,W","0","1,W","","","","","","","","","","","1","","","","10.7","1,,W,14,","","","","","","","16.4","1,,,W","","","","","","","","","","","","","",""
"USW00053989","2013-01","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","5",",W","2",",W","0",",W","","","","","","","","","","","","","","","6.9",",,W,10,","","","","","","","13.7",",,,W","","","","","","","","","","","","","",""
"USW00053989","2013-02","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","8",",W","2",",W","0",",W","","","","","","","","","","","2","","","","16.8",",,W,07,","","","","","","","32.7",",,,W","","","","","","","","","","","","","",""
"USW00053989","2013-03","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","12",",W","4",",W","0",",W","","","","","","","","","","","1","","","","8.9",",,W,30,","","","","","","","28.2",",,,W","","","","","","","","","","","","","",""
"USW00053989","2013-04","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","7","3,W","5","3,W","2","3,W","","","","","","","","","","","5","","","","50.5","3,,W,07,","","","","","","","99.0","3,,,W","","","","","","","","","","","","","",""
"USW00053989","2013-05","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2013-06","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","9",",W","3",",W","1",",W","","","","","","","","","","","10","","","","29.0",",,W,05,","","","","","","","64.7",",,,W","","","","","","","","","","","","","",""
"USW00053989","2013-07","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","14","1,W","6","1,W","1","1,W","","","","","","","","","","","12","","","","81.0","1,,W,29,","","","","","","","117.5","1,,,W","","","","","","","","","","","","","",""
"USW00053989","2013-08","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","10","2,W","4","2,W","1","2,W","","","","","","","","","","","6","","","","50.3","2,,W,02,","","","","","","","86.6","2,,,W","","","","","","","","","","","","","",""
"USW00053989","2013-09","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","8",",W","5",",W","0",",W","","","","","","","","","","","6","","","","21.1",",,W,16,+","","","","","","","69.9",",,,W","","","","","","","","","","","","","",""
"USW00053989","2013-10","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2013-11","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2013-12","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","4",",W","2",",W","0",",W","","","","","","","","","","","","","","","9.1",",,W,21,","","","","","","","13.4",",,,W","","","","","","","","","","","","","",""
"USW00053989","2014-01","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","4","5,W","0","5,W","0","5,W","","","","","","","","","","","","","","","1.8","5,,W,31,","","","","","","","4.7","5,,,W","","","","","","","","","","","","","",""
"USW00053989","2014-02","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","4",",W","2",",W","0",",W","","","","","","","","","","","1","","","","11.7",",,W,20,","","","","","","","21.4",",,,W","","","","","","","","","","","","","",""
"USW00053989","2014-03","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","4","3,W","1","3,W","0","3,W","","","","","","","","","","","2","","","","7.6","3,,W,24,","","","","","","","10.7","3,,,W","","","","","","","","","","","","","",""
"USW00053989","2014-04","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2014-05","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2014-06","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2014-07","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","8",",W","3",",W","1",",W","","","","","","","","","","","10","","","","26.7",",,W,07,","","","","","","","45.2",",,,W","","","","","","","","","","","","","",""
"USW00053989","2014-08","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","15","1,W","11","1,W","1","1,W","","","","","","","","","","","17","","","","36.6","1,,W,31,","","","","","","","135.6","1,,,W","","","","","","","","","","","","","",""
"USW00053989","2014-09","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","11",",W","6",",W","0",",W","","","","","","","","","","","12","","","","15.2",",,W,23,","","","","","","","48.6",",,,W","","","","","","","","","","","","","",""
"USW00053989","2014-10","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","9","5,W","6","5,W","0","5,W","","","","","","","","","","","2","","","","12.4","5,,W,09,","","","","","","","53.5","5,,,W","","","","","","","","","","","","","",""
"USW00053989","2014-12","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","8","3,W","4","3,W","0","3,W","","","","","","","","","","","","","","","15.0","3,,W,15,","","","","","","","39.1","3,,,W","","","","","","","","","","","","","",""
"USW00053989","2015-01","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","3","1,W","1","1,W","1","1,W","","","","","","","","","","","","","","","27.9","1,,W,31,","","","","","","","29.9","1,,,W","","","","","","","","","","","","","",""
"USW00053989","2015-02","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","4","2,W","2","2,W","0","2,W","","","","","","","","","","","","","","","3.6","2,,W,15,","","","","","","","6.9","2,,,W","","","","","","","","","","","","","",""
"USW00053989","2015-04","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2015-05","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","19",",W","15",",W","2",",W","","","","","","","","","","","15","","","","47.2",",,W,25,","","","","","","","232.1",",,,W","","","","","","","","","","","","","",""
"USW00053989","2015-06","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","13","2,W","9","2,W","2","2,W","","","","","","","","","","","12","","","","30.0","2,,W,05,","","","","","","","118.9","2,,,W","","","","","","","","","","","","","",""
"USW00053989","2015-07","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2015-08","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","12","3,W","7","3,W","2","3,W","","","","","","","","","","","10","","","","59.7","3,,W,04,","","","","","","","122.0","3,,,W","","","","","","","","","","","","","",""
"USW00053989","2015-09","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","5","5,W","2","5,W","1","5,W","","","","","","","","","","","8","","","","38.4","5,,W,10,","","","","","","","43.6","5,,,W","","","","","","","","","","","","","",""
"USW00053989","2015-11","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2015-12","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-01","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","0","3,W","0","3,W","0","3,W","","","","","","","","","","","1","","","","0.0","3,T,W,21,+","","","","","","","0.0","3,T,,W","","","","","","","","","","","","","",""
"USW00053989","2016-02","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","0","5,W","0","5,W","0","5,W","","","","","","","","","","","1","","","","0.0","5,T,W,24,+","","","","","","","0.0","5,T,,W","","","","","","","","","","","","","",""
"USW00053989","2016-03","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-04","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-06","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-07","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-08","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-09","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-10","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00053989","2016-11","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","0","5,W","0","5,W","0","5,W","","","","","","","","","","","1","","","","0.0","5,T,W,27,+","","","","","","","0.0","5,T,,W","","","","","","","","","","","","","",""
"USW00053989","2016-12","39.29417","-96.92639","385.3","FORT RILEY MULTIPLE PURPOSE RANGE, KS US","","","","","","","0",",W","0",",W","0",",W","","","","","","","","","","","","","","","0.0",",T,W,25,+","","","","","","","0.0",",T,,W","","","","","","","","","","","","","",""
