"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00143686","1990-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","4",",0","3",",0","0",",0","1",",0","1",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","-9.4",",0,01,","25",",,0,25,","25",",,0,25,","20.6",",,0,20,","19.4",",0,16,+","","","1727.9","0","459.0",",0","39.4",",,,0","25",",,,0","3.53",",0","9.80",",,,0","-2.75",",,,0","","","",""
"USC00143686","1990-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","2","1,0","1","1,0","0",",0","20",",0","5",",0","1",",0","0",",0","","","","","-11.1",",0,21,+","25","1,,0,15,+","51","1,,0,04,","19.1",",,0,15,","22.2",",0,13,","","","2159.3","0","431.4",",0","61.0",",,,0","51","1,,,0","2.93",",0","9.16",",,,0","-3.31",",,,0","","","",""
"USC00143686","1990-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","3.3","0","3.3","1,0","13",",0","6",",0","1",",0","0","2,0","1",",0","0",",0","13",",0","0","1,0","3","1,0","0","1,0","","","","","-9.4",",0,24,","0","2,,0,31,+","102",",,0,24,","27.2",",,0,14,","26.1","1,0,13,","","","2473.6","0","314.3","1,0","97.0",",,,0","102",",,,0","8.00","1,0","13.17","1,,,0","2.84",",,,0","","","",""
"USC00143686","1990-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","15.0","0","11.7","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","7",",0","0",",0","","","","","-2.2","1,0,07,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,10,","28.3",",0,24,","","","2681.6","0","208.0",",0","91.9",",,,0","0",",,,0","11.39","1,0","17.32",",,,0","5.46","1,,,0","","","",""
"USC00143686","1990-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","31.2","0","16.2","1,0","15",",0","12",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","16","1,0","0","1,0","","","","","2.8","1,0,01,","0",",,0,31,+","0",",,0,31,+","116.1",",,0,16,","29.4","1,0,27,+","","","2777.5","0","95.9","1,0","279.2",",,,0","0",",,,0","15.68","1,0","20.57","1,,,0","10.78","1,,,0","","","",""
"USC00143686","1990-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","194.9","0","163.7","1,0","9",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","6",",0","","","","","7.8","1,0,04,","0",",,0,30,+","0",",,0,30,+","78.7",",,0,09,","33.9",",0,30,","","","2781.9","0","4.4",",0","180.1",",,,0","0",",,,0","23.69","1,0","29.01",",,,0","18.37","1,,,0","","","",""
"USC00143686","1990-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","405.5","0","210.6",",0","8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","12.8",",0,14,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,22,","35.6",",0,05,+","","","0.6","0","0.6",",0","101.0",",,,0","0",",,,0","25.11",",0","30.35",",,,0","19.86",",,,0","","","",""
"USC00143686","1990-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","596.5","0","191.0",",0","7","1,0","6","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","12.8",",0,10,","0",",,0,31,+","0",",,0,31,+","20.8","1,,0,04,","36.1",",0,29,+","","","0.6","0","0.0",",0","81.0","1,,,0","0",",,,0","24.50",",0","29.98",",,,0","19.01",",,,0","","","",""
"USC00143686","1990-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","740.6","0","144.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","11",",0","","","","","3.9",",0,25,+","0",",,0,30,+","0",",,0,30,+","15.5",",,0,18,","36.7",",0,07,+","","","23.8","0","23.2",",0","34.7",",,,0","0",",,,0","22.36",",0","29.19",",,,0","15.53",",,,0","","","",""
"USC00143686","1990-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","750.7","0","10.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","0.6",",0,26,+","0",",,0,31,+","0",",,0,31,+","9.7",",,0,04,","30.0",",0,07,+","","","188.5","0","164.7",",0","28.3",",,,0","0",",,,0","13.34",",0","20.63",",,,0","6.06",",,,0","","","",""
"USC00143686","1990-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","756.0","0","5.3",",0","7",",0","5",",0","1",",0","1","1,0","0","1,0","0",",0","8",",0","0",",0","11",",0","0",",0","","","","","-4.4",",0,28,","102","1,,0,05,","0","1,T,0,07,","41.7",",,0,04,","27.2",",0,02,+","","","432.9","0","244.4",",0","75.8",",,,0","0","1,T,,0","10.36",",0","16.66",",,,0","4.06",",,,0","","","",""
"USC00143686","1990-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","756.0","0","0.0",",0","7",",0","2",",0","0",",0","9","2,0","1",",0","6",",0","23",",0","11",",0","0",",0","0",",0","","","","","-20.6",",0,30,+","51","2,,0,24,+","25",",,0,23,","5.6",",,0,17,","18.9",",0,11,+","","","1040.0","0","607.1",",0","13.5",",,,0","51",",,,0","-1.25",",0","3.79",",,,0","-6.30",",,,0","","","",""
"USC00143686","1991-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","9",",0","5",",0","0",",0","18",",0","2","2,0","4",",0","31",",0","18",",0","0",",0","0",",0","","","","","-20.0",",0,26,","127",",,0,26,","127","2,,0,26,","9.1",",,0,15,","8.9",",0,19,","","","1751.2","0","711.2",",0","36.4",",,,0","202","2,,,0","-4.61",",0","0.00",",,,0","-9.22",",,,0","","","",""
"USC00143686","1991-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","1",",0","0",",0","","","","","-12.2",",0,16,","0",",,0,28,+","0",",,0,28,+","0.8",",,0,04,","22.2",",0,22,","","","2139.7","0","388.5",",0","0.8",",,,0","0",",,,0","4.46",",0","11.95",",,,0","-3.03",",,,0","","","",""
"USC00143686","1991-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","6.5","0","6.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","7",",0","0",",0","","","","","-5.6",",0,07,+","0",",,0,31,+","0",",T,0,14,+","10.7",",,0,02,","28.9",",0,27,","","","2437.8","0","298.1",",0","30.8",",,,0","0",",T,,0","8.93",",0","15.43",",,,0","2.42",",,,0","","","",""
"USC00143686","1991-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","12.3","0","5.8",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","3.3",",0,24,+","0",",,0,30,+","0",",,0,30,+","30.5",",,0,18,","27.8",",0,07,","","","2575.9","0","138.1",",0","88.1",",,,0","0",",,,0","13.92",",0","19.55",",,,0","8.30",",,,0","","","",""
"USC00143686","1991-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","94.8","0","82.5","1,0","15",",0","11",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","24",",0","0",",0","","","","","4.4","1,0,06,","0",",,0,31,+","0",",,0,31,+","51.1",",,0,24,","31.7",",0,29,","","","2609.2","0","33.3",",0","186.3",",,,0","0",",,,0","19.90","1,0","24.81",",,,0","14.99","1,,,0","","","",""
"USC00143686","1991-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","283.6","0","188.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","13.9",",0,07,","0",",,0,30,+","0",",,0,30,+","31.5",",,0,16,","33.9",",0,30,+","","","2609.2","0","0.0",",0","61.7",",,,0","0",",,,0","24.63",",0","29.82",",,,0","19.43",",,,0","","","",""
"USC00143686","1991-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","558.7","0","275.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","15.6",",0,26,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,24,","39.4",",0,23,","","","0.0","0","0.0",",0","16.3",",,,0","0",",,,0","27.21",",0","33.76",",,,0","20.65",",,,0","","","",""
"USC00143686","1991-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","805.4","0","246.7",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","13.3",",0,20,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,04,","39.4",",0,03,","","","0.0","0","0.0",",0","41.0",",,,0","0",",,,0","26.29",",0","33.39",",,,0","19.19",",,,0","","","",""
"USC00143686","1991-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","932.1","0","126.7",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","7",",0","","","","","2.8",",0,19,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,15,","35.6",",0,13,","","","55.9","0","55.9",",0","30.8",",,,0","0",",,,0","20.69",",0","27.11",",,,0","14.28",",,,0","","","",""
"USC00143686","1991-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","961.8","0","29.7",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","19",",0","0",",0","","","","","-2.8",",0,30,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,28,+","30.6",",0,04,+","","","195.9","0","140.0",",0","49.3",",,,0","0",",,,0","14.77",",0","21.95",",,,0","7.60",",,,0","","","",""
"USC00143686","1991-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","961.8","0","0.0","2,0","9",",0","3",",0","0",",0","0","2,0","0","1,0","0","2,0","17","2,0","4",",0","2",",0","0",",0","","","","","-13.9","2,0,08,","0","2,,0,30,+","0","1,T,0,01,","24.1",",,0,17,","21.7",",0,14,","","","627.4","0","431.5",",0","60.2",",,,0","0","1,T,,0","3.18","2,0","8.45",",,,0","-2.10","2,,,0","","","",""
"USC00143686","1991-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","961.8","0","0.0","2,0","8",",0","3",",0","0",",0","0","2,0","0","1,0","0","1,0","20","1,0","2","1,0","0","1,0","0","1,0","","","","","-11.7","1,0,05,+","0","2,,0,31,+","0","1,,0,31,+","22.9",",,0,20,","18.3","1,0,09,","","","1067.4","0","440.0","1,0","47.1",",,,0","0","1,,,0","2.95","2,0","7.81","1,,,0","-1.92","1,,,0","","","",""
"USC00143686","1992-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","0",",0","0",",0","","","","","-15.0",",0,16,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,02,","16.1",",0,31,","","","1572.2","0","504.8",",0","27.8",",,,0","0",",,,0","2.05",",0","7.00",",,,0","-2.90",",,,0","","","",""
"USC00143686","1992-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","6",",0","5",",0","0",",0","0","2,0","0","1,0","0",",0","17",",0","2",",0","1",",0","0",",0","","","","","-7.8",",0,08,","0","2,,0,29,+","0","1,T,0,13,","9.7",",,0,14,","21.1",",0,03,","","","1959.6","0","387.4",",0","33.1",",,,0","0","1,T,,0","4.97",",0","10.44",",,,0","-0.49",",,,0","","","",""
"USC00143686","1992-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","2.8","0","2.8",",0","8",",0","7",",0","0",",0","1",",0","0","1,0","0",",0","13",",0","1",",0","6",",0","0",",0","","","","","-8.3",",0,11,","25",",,0,19,","0","1,,0,31,+","20.3",",,0,05,","26.7",",0,03,","","","2265.9","0","306.3",",0","74.4",",,,0","0","1,,,0","8.54",",0","14.58",",,,0","2.51",",,,0","","","",""
"USC00143686","1992-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","10.3","0","7.5",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","","","","","-2.8",",0,02,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,19,","28.3",",0,15,+","","","2462.0","0","196.1",",0","83.0",",,,0","0",",,,0","12.04",",0","17.71",",,,0","6.38",",,,0","","","",""
"USC00143686","1992-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","45.6","0","35.3",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","3.3",",0,06,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,14,","28.9",",0,13,","","","2532.9","0","70.9",",0","53.1",",,,0","0",",,,0","17.18",",0","23.01",",,,0","11.36",",,,0","","","",""
"USC00143686","1992-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","116.2","0","70.6","1,0","11",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","0",",0","","","","","11.1","1,0,07,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,25,","31.1",",0,24,","","","2541.6","0","8.7",",0","121.4",",,,0","0",",,,0","20.51","1,0","25.58",",,,0","15.43","1,,,0","","","",""
"USC00143686","1992-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","294.9","0","178.7",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","15.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","46.7",",,0,23,","32.2",",0,26,+","","","0.0","0","0.0",",0","181.4",",,,0","0",",,,0","24.10",",0","29.31",",,,0","18.88",",,,0","","","",""
"USC00143686","1992-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","389.5","0","94.6","1,0","9",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","2","1,0","","","","","11.1","1,0,28,+","0",",,0,31,+","0",",,0,31,+","14.7",",,0,07,","32.8","1,0,11,+","","","4.5","0","4.5","1,0","49.7",",,,0","0",",,,0","21.34","1,0","26.69","1,,,0","15.98","1,,,0","","","",""
"USC00143686","1992-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","464.3","0","74.8","1,0","10",",0","9",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","0",",0","","","","","5.0","1,0,30,+","0",",,0,30,+","0",",,0,30,+","19.6",",,0,08,","30.6",",0,16,+","","","43.3","0","38.8",",0","92.5",",,,0","0",",,,0","19.64","1,0","25.82",",,,0","13.47","1,,,0","","","",""
"USC00143686","1992-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","476.0","0","11.7","2,0","6",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","1","2,0","0",",0","17",",0","0",",0","","","","","0.0","2,0,17,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,08,","28.3",",0,14,","","","178.8","0","135.5",",0","62.0",",,,0","0",",,,0","14.15","2,0","20.85",",,,0","7.44","2,,,0","","","",""
"USC00143686","1992-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","476.0","0","0.0","4,0","19",",0","14",",0","2",",0","2",",0","1","2,0","0","4,0","13","4,0","1","2,0","0","2,0","0","2,0","","","","","-6.7","4,0,28,","25",",,0,27,+","51","2,,0,26,","51.3",",,0,19,","19.4","2,0,17,","","","535.3","0","356.5","2,0","213.9",",,,0","51","2,,,0","4.67","4,0","8.37","2,,,0","0.98","4,,,0","","","",""
"USC00143686","1992-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","476.0","0","0.0","1,0","9",",0","5",",0","2",",0","2",",0","1",",0","0",",0","26",",0","3","1,0","0","1,0","0","1,0","","","","","-13.9",",0,31,","25",",,0,07,+","38",",,0,06,","42.2",",,0,13,","13.3","1,0,29,","","","1063.7","0","528.4","1,0","117.3",",,,0","38",",,,0","0.78","1,0","5.22","1,,,0","-3.66",",,,0","","","",""
"USC00143686","1993-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","4,0","10",",0","5",",0","0",",0","18","1,0","3","5,0","0","4,0","27","4,0","16",",0","0",",0","0",",0","","","","","-14.4","4,0,01,","203","1,,0,11,+","102","5,,0,10,+","11.7",",,0,12,","13.3",",0,28,","","","1662.0","0","598.3",",0","46.6",",,,0","229","5,,,0","-3.54","4,0","1.22",",,,0","-8.29","4,,,0","","","",""
"USC00143686","1993-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","10",",0","3",",0","2",",0","23",",0","11",",0","0",",0","0",",0","","","","","-18.3",",0,18,","203",",,0,27,+","152",",,0,25,","20.8",",,0,25,","18.3",",0,10,+","","","2204.3","0","542.3",",0","39.4",",,,0","330",",,,0","-1.03",",0","4.04",",,,0","-6.11",",,,0","","","",""
"USC00143686","1993-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","3,0","9",",0","5",",0","0",",0","1",",0","0",",0","0","3,0","12","3,0","3",",0","1",",0","0",",0","","","","","-10.6","3,0,13,","76",",,0,01,","0",",T,0,19,","6.9",",,0,20,","23.9",",0,30,","","","2573.7","0","369.4",",0","34.5",",,,0","0",",T,,0","5.10","3,0","10.16",",,,0","0.04","3,,,0","","","",""
"USC00143686","1993-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10",",0","0",",0","","","","","-3.9",",0,02,","0",",,0,30,+","0",",,0,30,+","41.7",",,0,29,","25.0",",0,11,","","","2830.2","0","256.5",",0","127.1",",,,0","0",",,,0","9.79",",0","14.91",",,,0","4.66",",,,0","","","",""
"USC00143686","1993-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","21.3","0","21.3",",0","14",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","6.7",",0,20,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,09,","29.4",",0,29,","","","2891.1","0","60.9",",0","166.2",",,,0","0",",,,0","17.05",",0","21.99",",,,0","12.12",",,,0","","","",""
"USC00143686","1993-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","159.0","0","137.7","1,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","2",",0","","","","","7.2","1,0,05,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,24,","32.2",",0,30,+","","","2904.1","0","13.0",",0","88.9",",,,0","0",",,,0","22.64","1,0","27.71",",,,0","17.58","1,,,0","","","",""
"USC00143686","1993-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","380.8","0","221.8",",0","19",",0","16",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","17.8",",0,07,","0",",,0,31,+","0",",,0,31,+","79.5",",,0,07,","34.4",",0,31,","","","0.0","0","0.0",",0","329.7",",,,0","0",",,,0","25.49",",0","30.19",",,,0","20.79",",,,0","","","",""
"USC00143686","1993-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","616.4","0","235.6",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","13.9",",0,06,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,31,","36.1",",0,24,+","","","2.5","0","2.5",",0","38.7",",,,0","0",",,,0","25.85",",0","31.64",",,,0","20.07",",,,0","","","",""
"USC00143686","1993-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","643.8","0","27.4","2,0","11",",0","9",",0","6",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","20","1,0","0","1,0","","","","","4.4","2,0,15,","0",",,0,30,+","0",",,0,30,+","64.5",",,0,25,","31.1","1,0,03,","","","66.6","0","64.1","1,0","331.5",",,,0","0",",,,0","17.05","2,0","23.08","1,,,0","11.01","2,,,0","","","",""
"USC00143686","1993-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","651.1","0","7.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","","","","","-6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,17,","27.8",",0,08,+","","","261.4","0","194.8",",0","51.7",",,,0","0",",,,0","12.29",",0","18.05",",,,0","6.52",",,,0","","","",""
"USC00143686","1993-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","651.1","0","0.0","1,0","7",",0","5",",0","1",",0","1",",0","0",",0","0",",0","16",",0","3","1,0","0","1,0","0","1,0","","","","","-11.7",",0,26,","25",",,0,28,","13",",,0,28,","28.7",",,0,13,","18.9","1,0,04,","","","688.8","0","427.4","1,0","65.7",",,,0","13",",,,0","3.68","1,0","8.86","1,,,0","-1.50",",,,0","","","",""
"USC00143686","1993-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","651.1","0","0.0","3,0","8","1,0","2","1,0","0","1,0","2",",0","1",",0","0","3,0","23","3,0","4","1,0","0","1,0","0","1,0","","","","","-11.1","3,0,30,","51",",,0,14,","38",",,0,14,","8.1","1,,0,14,","16.7","1,0,10,","","","1160.5","0","471.7","1,0","18.1","1,,,0","51",",,,0","1.45","3,0","6.43","1,,,0","-3.52","3,,,0","","","",""
"USC00143686","1994-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","28",",0","15",",0","0",",0","0",",0","","","","","-17.8",",0,17,+","0",",,0,31,+","0",",T,0,31,+","15.2",",,0,27,","12.8",",0,23,+","","","1821.0","0","660.5",",0","17.3",",,,0","0",",T,,0","-2.97",",0","1.87",",,,0","-7.82",",,,0","","","",""
"USC00143686","1994-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","1,0","3",",0","3",",0","1",",0","","","1","2,0","1","1,0","25","1,0","8",",0","0",",0","0",",0","","","","","-17.8","1,0,10,","","","38","2,,0,23,","31.8",",,0,20,","20.0",",0,18,","","","2348.6","0","527.6",",0","42.4",",,,0","38","2,,,0","-1.26","1,0","5.03",",,,0","-7.55","1,,,0","","","",""
"USC00143686","1994-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","15","1,0","0",",0","9",",0","0",",0","","","","","-3.9","1,0,31,+","0",",,0,31,+","0",",,0,31,+","22.1",",,0,01,","27.2",",0,24,+","","","2658.8","0","310.2",",0","40.9",",,,0","0",",,,0","8.04","1,0","15.07",",,,0","1.00","1,,,0","","","",""
"USC00143686","1994-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","10.6","0","10.6",",0","16",",0","11",",0","2",",0","1",",0","1",",0","0",",0","4",",0","0",",0","13",",0","0",",0","","","","","-3.3",",0,07,+","25",",,0,06,","25",",,0,06,","87.1",",,0,28,","28.3",",0,19,+","","","2858.4","0","199.6",",0","221.0",",,,0","25",",,,0","12.03",",0","18.25",",,,0","5.82",",,,0","","","",""
"USC00143686","1994-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","44.8","0","34.2","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","0",",0","","","","","2.2","1,0,01,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,15,","30.6",",0,31,","","","2914.5","0","56.1",",0","36.1",",,,0","0",",,,0","17.64","1,0","23.80",",,,0","11.48","1,,,0","","","",""
"USC00143686","1994-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","228.4","0","183.6",",0","5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","13.9",",0,04,+","0",",,0,30,+","0",",,0,30,+","141.0",",,0,08,","36.1",",0,26,","","","2914.5","0","0.0",",0","218.5",",,,0","0",",,,0","24.45",",0","30.06",",,,0","18.85",",,,0","","","",""
"USC00143686","1994-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","417.6","0","189.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","13.9",",0,28,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,02,","34.4",",0,06,","","","0.0","0","0.0",",0","63.2",",,,0","0",",,,0","24.44",",0","30.12",",,,0","18.76",",,,0","","","",""
"USC00143686","1994-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","584.4","0","166.8","1,0","11",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","","","","","12.8","1,0,15,","0",",,0,31,+","0",",,0,31,+","176.5",",,0,02,","35.0","1,0,14,","","","0.3","0","0.3","1,0","267.2",",,,0","0",",,,0","23.88","1,0","30.02","1,,,0","17.74","1,,,0","","","",""
"USC00143686","1994-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","651.8","0","67.4",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","6.1",",0,28,+","0",",,0,30,+","0",",,0,30,+","31.8",",,0,22,","30.6",",0,15,+","","","41.7","0","41.4",",0","72.2",",,,0","0",",,,0","19.20",",0","25.24",",,,0","13.16",",,,0","","","",""
"USC00143686","1994-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","673.2","0","21.4",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","","","-1.7",",0,26,","0",",,0,31,+","0",",,0,31,+","46.2",",,0,31,","30.6",",0,02,+","","","167.3","0","125.6",",0","94.1",",,,0","0",",,,0","14.97",",0","20.72",",,,0","9.22",",,,0","","","",""
