"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00394132","1911-10","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","24.4",",,6,06,","","","","","","","","","67.5",",,,6","","","","","","","","","",""
"USC00394132","1911-11","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.0",",,6,01,","","","","","","","","","8.7",",,,6","","","","","","","","","",""
"USC00394132","1911-12","44.3636","-98.1989","372.8","HURON, SD US","","","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","6.9",",,6,21,","","","","","","","","","12.8",",,,6","","","","","","","","","",""
"USC00394132","1912-01","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","3.0",",,6,14,","","","","","","","","","8.1",",,,6","","","","","","","","","",""
"USC00394132","1912-02","44.3636","-98.1989","372.8","HURON, SD US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.8",",,6,03,","","","","","","","","","3.1",",,,6","","","","","","","","","",""
"USC00394132","1912-03","44.3636","-98.1989","372.8","HURON, SD US","","","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","5.3",",,6,21,","","","","","","","","","11.2",",,,6","","","","","","","","","",""
"USC00394132","1912-04","44.3636","-98.1989","372.8","HURON, SD US","","","11",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","37.3",",,6,13,","","","","","","","","","95.6",",,,6","","","","","","","","","",""
"USC00394132","1912-05","44.3636","-98.1989","372.8","HURON, SD US","","","11",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.7",",,6,04,","","","","","","","","","63.5",",,,6","","","","","","","","","",""
"USC00394132","1912-06","44.3636","-98.1989","372.8","HURON, SD US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","16.5",",,6,15,","","","","","","","","","42.6",",,,6","","","","","","","","","",""
"USC00394132","1912-07","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","20.6",",,6,08,","","","","","","","","","94.2",",,,6","","","","","","","","","",""
"USC00394132","1912-08","44.3636","-98.1989","372.8","HURON, SD US","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,12,","","","","","","","","","59.9",",,,6","","","","","","","","","",""
"USC00394132","1912-09","44.3636","-98.1989","372.8","HURON, SD US","","","16",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","9.7",",,6,25,","","","","","","","","","37.1",",,,6","","","","","","","","","",""
"USC00394132","1912-10","44.3636","-98.1989","372.8","HURON, SD US","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","4.1",",,6,11,","","","","","","","","","5.9",",,,6","","","","","","","","","",""
"USC00394132","1912-11","44.3636","-98.1989","372.8","HURON, SD US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,25,+","","","","","","","","","0.0",",T,,6","","","","","","","","","",""
"USC00394132","1912-12","44.3636","-98.1989","372.8","HURON, SD US","","","6",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.0",",,6,05,","","","","","","","","","5.1",",,,6","","","","","","","","","",""
"USC00394132","1913-01","44.3636","-98.1989","372.8","HURON, SD US","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","0.3",",,6,30,+","","","","","","","","","0.9",",,,6","","","","","","","","","",""
"USC00394132","1913-02","44.3636","-98.1989","372.8","HURON, SD US","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","3.6",",,6,22,","","","","","","","","","5.9",",,,6","","","","","","","","","",""
"USC00394132","1913-03","44.3636","-98.1989","372.8","HURON, SD US","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","16.0",",,6,14,","","","","","","","","","31.6",",,,6","","","","","","","","","",""
"USC00394132","1913-04","44.3636","-98.1989","372.8","HURON, SD US","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","11.7",",,6,08,","","","","","","","","","45.6",",,,6","","","","","","","","","",""
"USC00394132","1913-05","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","34.3",",,6,19,","","","","","","","","","105.2",",,,6","","","","","","","","","",""
"USC00394132","1913-06","44.3636","-98.1989","372.8","HURON, SD US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19.3",",,6,30,","","","","","","","","","37.2",",,,6","","","","","","","","","",""
"USC00394132","1913-07","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","37.8",",,6,11,","","","","","","","","","96.9",",,,6","","","","","","","","","",""
"USC00394132","1913-08","44.3636","-98.1989","372.8","HURON, SD US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","26.7",",,6,17,","","","","","","","","","59.8",",,,6","","","","","","","","","",""
"USC00394132","1913-09","44.3636","-98.1989","372.8","HURON, SD US","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,6,03,","","","","","","","","","16.0",",,,6","","","","","","","","","",""
"USC00394132","1913-10","44.3636","-98.1989","372.8","HURON, SD US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","25.4",",,6,05,","","","","","","","","","50.2",",,,6","","","","","","","","","",""
"USC00394132","1913-11","44.3636","-98.1989","372.8","HURON, SD US","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.3",",,6,15,","","","","","","","","","3.6",",,,6","","","","","","","","","",""
"USC00394132","1913-12","44.3636","-98.1989","372.8","HURON, SD US","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","1.0",",,6,02,","","","","","","","","","1.3",",,,6","","","","","","","","","",""
"USC00394132","1914-01","44.3636","-98.1989","372.8","HURON, SD US","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","5.1",",,6,02,","","","","","","","","","7.7",",,,6","","","","","","","","","",""
"USC00394132","1914-02","44.3636","-98.1989","372.8","HURON, SD US","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","5.8",",,6,12,","","","","","","","","","20.1",",,,6","","","","","","","","","",""
"USC00394132","1914-03","44.3636","-98.1989","372.8","HURON, SD US","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.5",",,6,26,","","","","","","","","","5.3",",,,6","","","","","","","","","",""
"USC00394132","1914-04","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","25.7",",,6,28,","","","","","","","","","79.5",",,,6","","","","","","","","","",""
"USC00394132","1914-05","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","68.6",",,6,21,","","","","","","","","","148.3",",,,6","","","","","","","","","",""
"USC00394132","1914-06","44.3636","-98.1989","372.8","HURON, SD US","","","15",",6","9",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","","","91.2",",,6,05,","","","","","","","","","292.7",",,,6","","","","","","","","","",""
"USC00394132","1915-03","44.3636","-98.1989","372.8","HURON, SD US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.0",",,6,05,","","","","","","","","","26.7",",,,6","","","","","","","","","",""
"USC00394132","1915-04","44.3636","-98.1989","372.8","HURON, SD US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.7",",,6,08,","","","","","","","","","45.7",",,,6","","","","","","","","","",""
"USC00394132","1915-05","44.3636","-98.1989","372.8","HURON, SD US","","","12",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","15.2",",,6,03,","","","","","","","","","52.0",",,,6","","","","","","","","","",""
"USC00394132","1915-06","44.3636","-98.1989","372.8","HURON, SD US","","","13",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","23.9",",,6,05,","","","","","","","","","107.5",",,,6","","","","","","","","","",""
"USC00394132","1916-03","44.3636","-98.1989","372.8","HURON, SD US","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","11.2",",,6,24,","","","","","","","","","27.3",",,,6","","","","","","","","","",""
"USC00394132","1916-04","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","7.9",",,6,20,","","","","","","","","","29.5",",,,6","","","","","","","","","",""
"USC00394132","1916-05","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","32.0",",,6,21,","","","","","","","","","96.6",",,,6","","","","","","","","","",""
"USC00394132","1916-06","44.3636","-98.1989","372.8","HURON, SD US","","","13",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","37.3",",,6,13,","","","","","","","","","89.7",",,,6","","","","","","","","","",""
"USC00394132","1917-03","44.3636","-98.1989","372.8","HURON, SD US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,6,17,","","","","","","","","","25.9",",,,6","","","","","","","","","",""
"USC00394132","1917-04","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","33.3",",,6,20,","","","","","","","","","75.7",",,,6","","","","","","","","","",""
"USC00394132","1917-05","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","17.5",",,6,26,","","","","","","","","","51.4",",,,6","","","","","","","","","",""
"USC00394132","1917-06","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18.5",",,6,11,","","","","","","","","","61.0",",,,6","","","","","","","","","",""
"USC00394132","1918-03","44.3636","-98.1989","372.8","HURON, SD US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","116.8",",,6,14,","","","","","","","","","142.5",",,,6","","","","","","","","","",""
"USC00394132","1918-04","44.3636","-98.1989","372.8","HURON, SD US","","","9",",6","6",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","","","76",",,6,06,","12.4",",,6,28,","","","","","","","","","49.3",",,,6","114",",,,6","","","","","","","",""
"USC00394132","1918-05","44.3636","-98.1989","372.8","HURON, SD US","","","11",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","28.2",",,6,10,","","","","","","","","","79.5",",,,6","0",",,,6","","","","","","","",""
"USC00394132","1918-06","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","21.3",",,6,03,","","","","","","","","","79.6",",,,6","","","","","","","","","",""
"USC00394132","1919-03","44.3636","-98.1989","372.8","HURON, SD US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","10.2",",,6,15,","","","","","","","","","19.0",",,,6","","","","","","","","","",""
"USC00394132","1919-04","44.3636","-98.1989","372.8","HURON, SD US","","","11",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","24.4",",,6,15,","","","","","","","","","62.6",",,,6","","","","","","","","","",""
"USC00394132","1919-05","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,03,","","","","","","","","","55.9",",,,6","","","","","","","","","",""
"USC00394132","1919-06","44.3636","-98.1989","372.8","HURON, SD US","","","12",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","58.7",",,6,20,","","","","","","","","","160.4",",,,6","","","","","","","","","",""
"USC00394132","1920-03","44.3636","-98.1989","372.8","HURON, SD US","","","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,19,","","","","","","","","","43.8",",,,6","","","","","","","","","",""
"USC00394132","1920-04","44.3636","-98.1989","372.8","HURON, SD US","","","12",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","17.3",",,6,30,","","","","","","","","","77.5",",,,6","","","","","","","","","",""
"USC00394132","1920-05","44.3636","-98.1989","372.8","HURON, SD US","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","21.6",",,6,12,","","","","","","","","","119.9",",,,6","","","","","","","","","",""
"USC00394132","1920-06","44.3636","-98.1989","372.8","HURON, SD US","","","13",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","23.6",",,6,25,","","","","","","","","","126.8",",,,6","","","","","","","","","",""
"USC00394132","1920-07","44.3636","-98.1989","372.8","HURON, SD US","","","8",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","56.4",",,6,05,","","","","","","","","","142.6",",,,6","","","","","","","","","",""
"USC00394132","1921-03","44.3636","-98.1989","372.8","HURON, SD US","","","6",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","34.0",",,6,27,","","","","","","","","","38.4",",,,6","","","","","","","","","",""
"USC00394132","1921-04","44.3636","-98.1989","372.8","HURON, SD US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,21,","","","","","","","","","47.7",",,,6","","","","","","","","","",""
"USC00394132","1921-05","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","17.0",",,6,20,","","","","","","","","","67.8",",,,6","","","","","","","","","",""
"USC00394132","1921-06","44.3636","-98.1989","372.8","HURON, SD US","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","13.7",",,6,29,","","","","","","","","","20.1",",,,6","","","","","","","","","",""
"USC00394132","1922-03","44.3636","-98.1989","372.8","HURON, SD US","","","5",",6","3",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","","","79",",,6,30,","7.9",",,6,30,","","","","","","","","","21.8",",,,6","122",",,,6","","","","","","","",""
"USC00394132","1922-04","44.3636","-98.1989","372.8","HURON, SD US","","","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","9.7",",,6,06,","","","","","","","","","13.9",",,,6","","","","","","","","","",""
"USC00394132","1922-05","44.3636","-98.1989","372.8","HURON, SD US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","26.2",",,6,11,","","","","","","","","","62.8",",,,6","","","","","","","","","",""
"USC00394132","1922-06","44.3636","-98.1989","372.8","HURON, SD US","","","11",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","22.6",",,6,30,","","","","","","","","","82.4",",,,6","","","","","","","","","",""
"USC00394132","1923-03","44.3636","-98.1989","372.8","HURON, SD US","","","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","2.3",",,6,13,","","","","","","","","","6.4",",,,6","","","","","","","","","",""
"USC00394132","1923-04","44.3636","-98.1989","372.8","HURON, SD US","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","9.7",",,6,21,","","","","","","","","","38.1",",,,6","","","","","","","","","",""
"USC00394132","1923-05","44.3636","-98.1989","372.8","HURON, SD US","","","12",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","17.8",",,6,30,","","","","","","","","","40.3",",,,6","","","","","","","","","",""
"USC00394132","1923-06","44.3636","-98.1989","372.8","HURON, SD US","","","14",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","22.6",",,6,19,","","","","","","","","","105.3",",,,6","","","","","","","","","",""
"USC00394132","1929-03","44.3636","-98.1989","372.8","HURON, SD US","","","10",",6","4",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","","","94",",,6,22,","12.7",",,6,12,","","","","","","","","","38.2",",,,6","150",",,,6","","","","","","","",""
"USC00394132","1950-05","44.3636","-98.1989","372.8","HURON, SD US","6.4","3,0","12",",0","7",",0","0",",0","0",",0","0",",0","0","2,0","3","2,0","0","2,0","12","2,0","1","2,0","","","","","-1.1","2,0,07,+","0",",,0,31,+","0",",,0,31,+","15.7",",,0,06,","34.4","2,0,23,","","","","","171.4","2,0","60.0",",,,0","0",",,,0","12.41","3,0","18.86","2,,,0","5.97","2,,,0","",""
"USC00394132","1950-06","44.3636","-98.1989","372.8","HURON, SD US","61.8",",0","2",",0","2",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","24",",0","8",",0","","","","","4.4",",0,21,+","0","1,,0,30,+","0",",,0,30,+","18.3",",,0,18,","35.6",",0,22,","","","","","48.9",",0","20.8",",,,0","0",",,,0","18.76",",0","26.82",",,,0","10.70",",,,0","",""
"USC00394132","1950-07","44.3636","-98.1989","372.8","HURON, SD US","46.4","1,0","14",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","1","1,0","","","","","6.7",",0,14,+","0",",,0,31,+","0",",,0,31,+","52.6",",,0,08,","34.4","1,0,29,","","","16.6","","16.6","1,0","82.1",",,,0","0",",,,0","19.35","1,0","26.65","1,,,0","12.05",",,,0","",""
"USC00394132","1950-08","44.3636","-98.1989","372.8","HURON, SD US","64.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","29",",0","5",",0","","","1","","-0.6",",0,20,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,07,","36.7",",0,16,","","","47.6","","31.0",",0","18.9",",,,0","0",",,,0","19.43",",0","27.35",",,,0","11.50",",,,0","",""
"USC00394132","1950-09","44.3636","-98.1989","372.8","HURON, SD US","12.2","1,0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","19","1,0","2","1,0","","","1","","-1.1",",0,13,","0",",,0,30,+","0",",,0,30,+","50.0",",,0,21,","34.4","1,0,01,","","","133.2","","85.6","1,0","68.0",",,,0","0",",,,0","15.84","1,0","23.62","1,,,0","8.05",",,,0","",""
"USC00394132","1950-10","44.3636","-98.1989","372.8","HURON, SD US","0.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","14",",0","0",",0","1","","","","-4.4",",0,04,","0",",T,0,05,+","0",",T,0,04,","28.2",",,0,01,","30.0",",0,31,","89.4","4,,,0","386.7","","253.5",",0","52.1",",,,0","0",",T,,0","10.15",",0","17.72",",,,0","2.59",",,,0","4588","5,,,0"
"USC00394132","1950-11","44.3636","-98.1989","372.8","HURON, SD US","0.0",",0","3",",0","2",",0","0",",0","0","3,0","0",",0","3",",0","29",",0","11",",0","2",",0","0",",0","","","","","-22.2",",0,24,+","0","3,T,0,25,+","5",",,0,22,","8.6",",,0,08,","22.2",",0,01,","","","1018.6","","631.9",",0","12.7",",,,0","5",",,,0","-2.73",",0","3.73",",,,0","-9.19",",,,0","",""
"USC00394132","1951-04","44.3636","-98.1989","372.8","HURON, SD US","4.7","1,0","8",",0","4",",0","0",",0","1",",0","0",",0","0","1,0","20","1,0","0","1,0","3","1,0","0","1,0","","","","","-6.1","1,0,16,","25",",,0,12,","20",",,0,12,","16.5",",,0,21,","28.9","1,0,29,","","","","","382.2","1,0","32.1",",,,0","20",",,,0","5.32","1,0","10.63","1,,,0","0.00","1,,,0","",""
"USC00394132","1951-05","44.3636","-98.1989","372.8","HURON, SD US","0.8",",0","16",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","0",",0","1","","4","","-2.2",",0,11,+","0",",,0,31,+","0",",,0,31,+","20.6",",,0,21,","27.8",",0,25,","159.1","4,,,0","","","131.5",",0","80.0",",,,0","0",",,,0","14.12",",0","20.91",",,,0","7.33",",,,0","7078","3,,,0"
"USC00394132","1951-06","44.3636","-98.1989","372.8","HURON, SD US","10.7",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","6","","0.6",",0,04,","0",",,0,30,+","0",",,0,30,+","41.4",",,0,24,","28.3",",0,17,","","","","","92.5",",0","169.1",",,,0","0",",,,0","15.61",",0","21.41",",,,0","9.80",",,,0","3411","5,,,0"
"USC00394132","1951-07","44.3636","-98.1989","372.8","HURON, SD US","94.2",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","2","","4","","6.1",",0,14,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,03,","35.0",",0,27,","","","21.2","","21.2",",0","31.3",",,,0","0",",,,0","20.69",",0","26.92",",,,0","14.46",",,,0","3328","5,,,0"
"USC00394132","1951-08","44.3636","-98.1989","372.8","HURON, SD US","80.7",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","5.6",",0,22,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,13,","35.0",",0,06,","","","38.3","","17.1",",0","94.8",",,,0","0",",,,0","20.38",",0","27.15",",,,0","13.62",",,,0","",""
"USC00394132","1951-09","44.3636","-98.1989","372.8","HURON, SD US","2.5",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","","","","","-7.2",",0,28,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,12,","28.3",",0,19,","","","196.5","","158.2",",0","19.7",",,,0","0",",,,0","13.15",",0","20.21",",,,0","6.08",",,,0","",""
"USC00394132","1951-10","44.3636","-98.1989","372.8","HURON, SD US","3.1",",0","9",",0","4",",0","0",",0","1",",0","1",",0","0",",0","14",",0","1",",0","10",",0","1",",0","","","","","-11.1",",0,28,","127",",,0,22,","114",",,0,22,","15.5",",,0,04,","32.2",",0,02,","","","526.5","","330.0",",0","42.0",",,,0","114",",,,0","7.79",",0","14.62",",,,0","0.95",",,,0","",""
"USC00394132","1951-11","44.3636","-98.1989","372.8","HURON, SD US","0.0",",0","2",",0","1",",0","0",",0","1",",0","1",",0","1",",0","30",",0","10",",0","0",",0","0",",0","","","","","-18.3",",0,05,","51",",,0,25,","38",",,0,25,","3.8",",,0,25,","16.7",",0,12,+","","","1167.7","","641.2",",0","4.1",",,,0","38",",,,0","-3.04",",0","3.84",",,,0","-9.92",",,,0","",""
"USC00394132","1952-04","44.3636","-98.1989","372.8","HURON, SD US","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",T,0,09,+","5.1",",,0,21,","","","","","","","","","5.6",",,,0","0",",T,,0","","","","","","","",""
"USC00394132","1952-05","44.3636","-98.1989","372.8","HURON, SD US","","","11",",0","2",",0","0",",0","0",",0","0",",0","0","5,0","3","5,0","","","","","","","","","","","-1.7","5,0,12,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,07,","","","","","","","","","14.8",",,,0","0",",,,0","","","","","5.84","5,,,0","",""
"USC00394132","1952-06","44.3636","-98.1989","372.8","HURON, SD US","","","8",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",T,0,24,","30.5",",,0,24,","","","","","","","","","79.7",",,,0","0",",T,,0","","","","","","","",""
"USC00394132","1952-07","44.3636","-98.1989","372.8","HURON, SD US","","","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","14.0",",,0,14,","","","","","","","","","23.7",",,,0","0",",,,0","","","","","","","",""
"USC00394132","1952-08","44.3636","-98.1989","372.8","HURON, SD US","","","6","5,0","3","5,0","0","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","12.4","5,,0,06,","","","","","","","","","37.4","2,a,,0","0",",,,0","","","","","","","",""
