"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","1983-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","217.2","3,0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","28","3,0","14","3,0","","","","","11.7",",0,14,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,05,","37.8","3,0,21,","0.0","0","  26.7",",,,0,0,2","0.0","3,0","  29.4",",,,0,0,2","","","  22.8",",,,0,0,2","  25.6",",,,0,0,2","","","  25.3",",,,0,0,2","  27.7",",,,0,0,2","","","63.5",",,,0","0",",,,0","26.13","3,0","32.03","3,,,0","20.22",",,,0"
"USC00157510","1983-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","2.2",",0,24,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,16,","","","","","  24.4",",,,0,0,2","","","  26.7",",,,0,0,2","","","  16.1",",,,0,0,2","  18.3",",,,0,0,2","","","  21.3",",,,0,0,2","  23.7",",,,0,0,2","","","36.8",",,,0","0",",,,0","","","","","14.47",",,,0"
"USC00157510","1983-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1.1",",0,27,","0",",,0,31,+","0",",,0,31,+","45.7",",,0,13,","","","","","  19.4",",,,0,0,2","","","  20.6",",,,0,0,2","","","  13.3",",,,0,0,2","  15.0",",,,0,0,2","","","  16.3",",,,0,0,2","  17.9",",,,0,0,2","","","157.7",",,,0","0",",,,0","","","","","9.53",",,,0"
"USC00157510","1983-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","12",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","9","1,0","","","","","","","","","","","-3.3","1,0,06,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,28,","","","","","  15.6",",,,0,0,2","","","  16.7",",,,0,0,2","","","   6.7",",,,0,0,2","   8.9",",,,0,0,2","","","  10.4",",,,0,0,2","  12.0",",,,0,0,2","","","163.5",",,,0","0",",,,0","","","","","3.33","1,,,0"
"USC00157510","1983-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","5,0","13","1,0","9","1,0","0","1,0","","","2","1,0","3",",0","22",",0","6","5,0","0","5,0","0","5,0","","","","","-22.8",",0,25,","","","25","1,,0,27,+","23.4","1,,0,28,","16.7","5,0,05,","","","   8.9",",,,0,0,2","464.7","5,0","  10.0",",,,0,0,2","","","   0.0",",,,0,0,2","   0.6",",,,0,0,2","","","   4.8",",,,0,0,2","   6.0",",,,0,0,2","","","89.7","1,,,0","50","1,,,0","0.22","5,0","4.70","5,,,0","-4.26",",,,0"
"USC00157510","1984-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9",",0","4",",0","0",",0","","","3",",0","","","","","","","","","","","","","","","","","","","114",",,0,18,","23.4",",,0,24,","","","","","   3.3","1,,,0,0,2","","","   4.4","1,,,0,0,2","","","   0.0","1,,,0,0,2","   0.6","1,,,0,0,2","","","   1.7","1,,,0,0,2","   2.7","1,,,0,0,2","","","43.1",",,,0","203",",,,0","","","","","",""
"USC00157510","1984-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","11",",0","7",",0","1",",0","","","2",",0","1","3,0","13","3,0","","","","","","","","","","","-18.9","3,0,07,","","","51",",,0,06,","56.4",",,0,11,","","","","","   8.3",",,,0,0,2","","","   9.4",",,,0,0,2","","","   1.7",",,,0,0,2","   2.2",",,,0,0,2","","","   5.2",",,,0,0,2","   6.9",",,,0,0,2","","","124.8",",,,0","84",",,,0","","","","","-0.12","3,,,0"
"USC00157510","1984-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","14",",0","12",",0","0",",0","","","","","0","3,0","14","3,0","","","","","","","","","","","-11.1","3,0,09,","","","","","24.6",",,0,20,","","","","","  11.7",",,,0,0,2","","","  12.2",",,,0,0,2","","","   1.7",",,,0,0,2","   4.4",",,,0,0,2","","","   6.7",",,,0,0,2","   8.8",",,,0,0,2","","","125.1",",,,0","","","","","","","0.58","3,,,0"
"USC00157510","1984-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","18",",0","13",",0","1",",0","0",",0","0",",0","0",",0","4",",0","","","","","","","","","","","-2.2",",0,02,","0",",,0,30,+","0",",,0,30,+","78.7",",,0,22,","","","","","  16.7",",,,0,0,2","","","  17.2",",,,0,0,2","","","   7.2",",,,0,0,2","  10.6",",,,0,0,2","","","  11.5",",,,0,0,2","  13.6",",,,0,0,2","","","176.3",",,,0","0",",,,0","","","","","6.85",",,,0"
"USC00157510","1984-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","12",",0","11",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","","","","","","","","","","","2.2","1,0,01,","0",",,0,31,+","0",",,0,31,+","122.7",",,0,07,","","","","","  20.0",",,,0,0,2","","","  22.8",",,,0,0,2","","","  11.1",",,,0,0,2","  14.4",",,,0,0,2","","","  15.5",",,,0,0,2","  18.7",",,,0,0,2","","","301.4",",,,0","0",",,,0","","","","","10.41","1,,,0"
"USC00157510","1984-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","163.5","1,0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","8","1,0","","","","","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,22,","33.3","1,0,12,","","","  24.4",",,,0,0,2","4.2","1,0","  27.8",",,,0,0,2","","","  18.3",",,,0,0,2","  22.8",",,,0,0,2","","","  22.6",",,,0,0,2","  26.0",",,,0,0,2","","","18.3",",,,0","0",",,,0","23.83","1,0","30.65","1,,,0","17.01",",,,0"
"USC00157510","1984-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","130.4","3,0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","28","3,0","4","3,0","","","","","11.7",",0,19,","0",",,0,31,+","0",",,0,31,+","68.1",",,0,27,","33.3","3,0,10,","0.0","0","  25.0",",,,0,0,2","0.0","3,0","  28.3",",,,0,0,2","","","  21.1",",,,0,0,2","  23.9",",,,0,0,2","","","  23.1",",,,0,0,2","  27.2",",,,0,0,2","","","143.0",",,,0","0",",,,0","23.07","3,0","29.04","3,,,0","17.09",",,,0"
"USC00157510","1984-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","133.0","4,0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","27","4,0","0","4,0","","","","","10.6",",0,25,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,10,","31.7","4,0,09,","0.0","0","  25.6",",,,0,0,2","0.0","4,0","  27.2",",,,0,0,2","","","  21.1",",,,0,0,2","  22.2",",,,0,0,2","","","  23.6",",,,0,0,2","  25.8",",,,0,0,2","","","64.7",",,,0","0",",,,0","23.37","4,0","28.90","4,,,0","17.83",",,,0"
"USC00157510","1984-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","5.0",",0,29,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,03,","","","","","  23.3",",,,0,0,2","","","  25.6",",,,0,0,2","","","  15.6",",,,0,0,2","  16.7",",,,0,0,2","","","  19.9",",,,0,0,2","  22.5",",,,0,0,2","","","56.0",",,,0","0",",,,0","","","","","11.46",",,,0"
"USC00157510","1984-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","11",",0","10",",0","4",",0","0",",0","0",",0","0",",0","2",",0","","","","","","","","","","","-0.6",",0,02,","0",",,0,31,+","0",",,0,31,+","63.5",",,0,28,","","","","","  18.3",",,,0,0,2","","","  20.6",",,,0,0,2","","","  13.3",",,,0,0,2","  16.1",",,,0,0,2","","","  16.5",",,,0,0,2","  18.0",",,,0,0,2","","","200.6",",,,0","0",",,,0","","","","","11.96",",,,0"
"USC00157510","1984-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10",",0","9",",0","4",",0","0",",0","0",",0","0","1,0","15","1,0","","","","","","","","","","","-8.3","1,0,23,","0",",,0,30,+","0",",,0,30,+","63.5",",,0,19,","","","","","  17.8","1,,,0,0,2","","","  20.0","1,,,0,0,2","","","   4.4","1,,,0,0,2","   6.1","1,,,0,0,2","","","   9.1","1,,,0,0,2","  10.8","1,,,0,0,2","","","221.4",",,,0","0",",,,0","","","","","0.54","1,,,0"
"USC00157510","1984-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","12",",0","10",",0","0",",0","0","3,0","1",",0","0","1,0","10","1,0","","","","","","","","","","","-15.6","1,0,07,","0","3,,0,31,+","38",",,0,06,","22.4",",,0,24,","","","","","  12.2","3,,,0,0,2","","","  13.9","4,,,0,0,2","","","   2.2","3,,,0,0,2","   5.0","4,,,0,0,2","","","   8.1","3,,,0,0,2","   9.9","4,,,0,0,2","","","123.1",",,,0","38",",,,0","","","","","2.83","1,,,0"
"USC00157510","1985-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","8","3,0","8","3,0","1","3,0","","","5","3,0","1","2,0","28","2,0","","","","","","","","","","","-26.7","2,0,20,","","","76","3,,0,28,+","38.1","3,,0,05,","","","","","  12.8",",,,0,0,2","","","  13.3",",,,0,0,2","","","   0.0",",,,0,0,2","   0.6",",,,0,0,2","","","   3.1",",,,0,0,2","   3.7",",,,0,0,2","","","96.8","3,,,0","330","3,,,0","","","","","-6.58","2,,,0"
"USC00157510","1985-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7","2,0","4","2,0","0","2,0","","","4","1,0","0",",0","20",",0","","","","","","","","","","","-17.2",",0,08,","","","305","1,,0,02,","22.4","2,,0,05,","","","","","   7.8","2,,,0,0,2","","","   9.4","1,,,0,0,2","","","   0.6","2,,,0,0,2","   0.6","1,,,0,0,2","","","   2.3","2,,,0,0,2","   3.5","1,,,0,0,2","","","38.4","2,,,0","775","1,,,0","","","","","-3.98",",,,0"
"USC00157510","1985-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","11",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","11","1,0","","","","","","","","","","","-5.0","1,0,18,+","0",",,0,31,+","0",",,0,31,+","18.5",",,0,22,","","","","","  12.2",",,,0,0,2","","","  13.3",",,,0,0,2","","","   5.6",",,,0,0,2","   6.7",",,,0,0,2","","","   8.1",",,,0,0,2","   9.9",",,,0,0,2","","","79.1",",,,0","0",",,,0","","","","","4.07","1,,,0"
"USC00157510","1985-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","4",",0","","","","","","","","","","","-5.0",",0,09,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,27,","","","","","  18.3",",,,0,0,2","","","  20.0",",,,0,0,2","","","   8.3",",,,0,0,2","  10.6",",,,0,0,2","","","  13.5",",,,0,0,2","  15.4",",,,0,0,2","","","73.1",",,,0","0",",,,0","","","","","8.42",",,,0"
"USC00157510","1985-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","35.8","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","0","1,0","","","","","6.1",",0,04,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,22,","29.4","1,0,30,+","","","  21.1","5,,,0,0,2","36.6","1,0","  23.3","5,,,0,0,2","","","  15.6","5,,,0,0,2","  17.8","5,,,0,0,2","","","  18.8","5,,,0,0,2","  20.1","5,,,0,0,2","","","123.7",",,,0","0",",,,0","18.36","1,0","23.81","1,,,0","12.91",",,,0"
"USC00157510","1985-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","101.9",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","6.1",",0,14,+","0",",,0,30,+","0",",,0,30,+","10.4",",,0,12,","31.1",",0,05,","","","  24.4","4,,,0,0,2","12.5",",0","  25.6","3,,,0,0,2","","","  18.3","4,,,0,0,2","  20.6","3,,,0,0,2","","","  22.2","4,,,0,0,2","  23.5","3,,,0,0,2","","","62.3",",,,0","0",",,,0","21.31",",0","27.40",",,,0","15.22",",,,0"
"USC00157510","1985-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","152.3","1,0","8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","4","1,0","","","","","13.3",",0,17,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,26,","33.3","1,0,14,","0.0","0","  25.6","2,,,0,0,2","0.0","1,0","  26.7","3,,,0,0,2","","","  21.7","2,,,0,0,2","  22.8","3,,,0,0,2","","","  24.1","2,,,0,0,2","  25.0","3,,,0,0,2","","","126.7",",,,0","0",",,,0","23.42","1,0","29.10","1,,,0","17.74",",,,0"
"USC00157510","1985-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","97.0","5,0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","26","5,0","2","5,0","","","","","11.1",",0,22,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,01,","33.3","5,0,12,","0.6","0","  26.1","1,,,0,0,2","0.6","5,0","  26.7","3,,,0,0,2","","","  21.1","1,,,0,0,2","  22.2","3,,,0,0,2","","","  23.3","1,,,0,0,2","  24.3","3,,,0,0,2","","","87.8",",,,0","0",",,,0","22.12","5,0","27.48","5,,,0","16.76",",,,0"
"USC00157510","1985-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","64.2","4,0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","23","4,0","0","4,0","","","","","2.8",",0,29,+","0",",,0,30,+","0",",,0,30,+","24.4",",,0,26,","31.7","4,0,08,","41.5","0","  25.0","4,,,0,0,2","40.9","4,0","  26.7","3,,,0,0,2","","","  15.6","4,,,0,0,2","  20.6","3,,,0,0,2","","","  20.7","4,,,0,0,2","  23.2","3,,,0,0,2","","","42.6",",,,0","0",",,,0","19.08","4,0","26.45","4,,,0","11.70",",,,0"
"USC00157510","1985-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7",",0","6",",0","2",",0","0",",0","0",",0","0","2,0","1","2,0","","","","","","","","","","","-0.6","2,0,07,","0",",,0,31,+","0",",,0,31,+","68.3",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","151.4",",,,0","0",",,,0","","","","","10.07","2,,,0"
"USC00157510","1985-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","11",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","55.9",",,0,27,","","","","","","","","","","","","","","","","","","","","","","","","","101.4",",,,0","0",",,,0","","","","","",""
"USC00157510","1985-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","5","2,0","4","2,0","0","2,0","","","2",",0","0","5,0","18","5,0","","","","","","","","","","","-16.1","5,0,19,","","","38",",,0,25,+","17.3","2,,0,13,","","","","","  10.6","4,,,0,0,2","","","  12.8","4,,,0,0,2","","","  -1.1","4,,,0,0,2","   1.7","4,,,0,0,2","","","   5.2","4,,,0,0,2","   6.8","4,,,0,0,2","","","35.5","2,,,0","76",",,,0","","","","","-4.03","5,,,0"
"USC00157510","1986-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9","2,0","9","2,0","0","2,0","","","","","2","3,0","11","3,0","","","","","","","","","","","-19.4","3,0,13,","","","","","20.8","2,,0,07,","","","","","   6.7","2,,,0,0,2","","","  11.7","2,,,0,0,2","","","   1.1","2,,,0,0,2","   4.4","2,,,0,0,2","","","   4.1","2,,,0,0,2","   6.8","2,,,0,0,2","","","95.1","2,,,0","","","","","","","0.68","3,,,0"
"USC00157510","1986-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","","","","","","","","","","","0","5,0","10","5,0","","","","","","","","","","","-10.6","5,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11","5,,,0"
"USC00157510","1986-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","","","","","","","","","0",",0","0","4,0","4","4,0","","","","","","","","","","","-6.7","4,0,23,","","","0",",,0,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","6.10","4,,,0"
"USC00157510","1986-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10",",0","7",",0","2",",0","0",",0","0",",0","0","3,0","2","3,0","","","","","","","","","","","-2.2","3,0,04,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,27,","","","","","  21.7","2,,,0,0,2","","","  23.3","2,,,0,0,2","","","  10.6","2,,,0,0,2","  16.1","2,,,0,0,2","","","  18.2","2,,,0,0,2","  20.8","2,,,0,0,2","","","115.0",",,,0","0",",,,0","","","","","12.23","3,,,0"
"USC00157510","1986-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7","2,0","5","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","","","","","","","","","","","9.4","1,0,26,","0",",,0,30,+","0",",,0,30,+","24.6","2,,0,07,","","","","","  26.7","1,,,0,0,2","","","  29.4","2,,,0,0,2","","","  17.8","1,,,0,0,2","  21.1","2,,,0,0,2","","","  23.4","1,,,0,0,2","  26.4","2,,,0,0,2","","","48.6",",a,,0","0",",,,0","","","","","16.42","1,,,0"
"USC00157510","1986-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","2",",0","2",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","5,0","26","5,0","10","5,0","","","","","12.8","2,0,31,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,10,","35.0","5,0,20,","","","","","","","","","","","","","","","","","","","","","","","42.6",",,,0","0",",,,0","25.05","6,0","31.07","5,,,0","19.04","2,,,0"
"USC00157510","1986-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","102.1","5,0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","26","5,0","0","5,0","","","","","5.6",",0,29,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,17,","31.1","5,0,15,+","","","  25.0",",,,0,0,2","7.2","5,0","  27.8",",,,0,0,2","","","  19.4",",,,0,0,2","  20.0",",,,0,0,2","","","  23.2",",,,0,0,2","  25.5",",,,0,0,2","","","62.2",",,,0","0",",,,0","22.02","5,0","28.08","5,,,0","15.95",",,,0"
"USC00157510","1986-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","",""
"USC00157510","1986-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","5","3,0","4","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","21.6","3,,0,13,","","","","","","","","","","","","","","","","","","","","","","","","","80.1",",a,,0","0",",,,0","","","","","",""
"USC00157510","1986-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","13",",0","12",",0","3",",0","0",",0","0",",0","0","3,0","6","3,0","","","","","","","","","","","-10.0","3,0,13,","0",",,0,30,+","0",",,0,30,+","57.2",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","234.7",",,,0","0",",,,0","","","","","3.41","3,,,0"
"USC00157510","1986-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","6",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","24","2,0","","","","","","","","","","","-11.1","2,0,14,","0",",,0,31,+","0",",,0,31,+","39.6",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","79.2",",,,0","0",",,,0","","","","","-3.26","2,,,0"
"USC00157510","1987-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","4","2,0","3","2,0","1","2,0","","","2","2,0","1","1,0","25","1,0","","","","","","","","","","","-21.7","1,0,27,","","","127","2,,0,25,","31.2","2,,0,19,","","","","","   5.6","5,,,0,0,2","","","   6.7","4,,,0,0,2","","","   1.1","5,,,0,0,2","   2.2","4,,,0,0,2","","","   3.7","5,,,0,0,2","   5.2","4,,,0,0,2","","","39.5","2,,,0","152","2,,,0","","","","","-4.68","1,,,0"
"USC00157510","1987-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","5,0","7",",0","6",",0","1",",0","0","1,0","0","1,0","0",",0","19",",0","1","5,0","0","5,0","0","5,0","2","","","","-10.0",",0,10,+","0","1,,0,28,+","0","1,,0,28,+","26.4",",,0,27,","16.7","5,0,12,","","","   6.7",",,,0,0,2","343.7","5,0","   7.8",",,,0,0,2","","","   2.2",",,,0,0,2","   3.9",",,,0,0,2","","","   4.3",",,,0,0,2","   6.0",",,,0,0,2","","","81.5",",,,0","0","1,,,0","3.71","5,0","9.12","5,,,0","-1.70",",,,0"
"USC00157510","1987-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9","1,0","7","1,0","1","1,0","0","1,0","0","1,0","0","1,0","18","1,0","","","","","","","","","","","-7.8","1,0,12,","0","1,,0,31,+","0","1,,0,31,+","48.0","1,,0,01,","","","","","  11.1","3,,,0,0,2","","","  14.4","2,,,0,0,2","","","   4.4","3,,,0,0,2","   5.6","2,,,0,0,2","","","   7.2","3,,,0,0,2","   9.7","2,,,0,0,2","","","115.9","1,,,0","0","1,,,0","","","","","-0.28","1,,,0"
"USC00157510","1987-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","8",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","7","1,0","","","","","","","","","","","-7.2","1,0,01,","0",",,0,30,+","0",",T,0,05,+","30.0",",,0,15,","","","","","  18.3","3,,,0,0,2","","","  20.0","3,,,0,0,2","","","   5.6","3,,,0,0,2","   6.7","3,,,0,0,2","","","  11.7","3,,,0,0,2","  14.3","3,,,0,0,2","","","63.7",",,,0","0",",T,,0","","","","","3.97","1,,,0"
"USC00157510","1987-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","66.0","4,0","10",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","4,0","26","4,0","0","4,0","","","","","3.3","1,0,09,+","0",",,0,31,+","0",",,0,31,+","13.5",",,0,04,","31.1","4,0,27,","","","  24.4","2,,,0,0,2","29.2","4,0","  27.2","3,,,0,0,2","","","  13.9","2,,,0,0,2","  18.9","3,,,0,0,2","","","  20.1","2,,,0,0,2","  23.1","3,,,0,0,2","","","61.2",",,,0","0",",,,0","19.75","4,0","27.14","4,,,0","12.36","1,,,0"
"USC00157510","1987-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7",",0","6",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","","","","","","","","","","","7.2","2,0,06,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,20,","","","","","  25.6","1,,,0,0,2","","","  28.9","1,,,0,0,2","","","  18.3","1,,,0,0,2","  23.9","1,,,0,0,2","","","  23.9","1,,,0,0,2","  26.8","1,,,0,0,2","","","53.9",",,,0","0",",,,0","","","","","16.20","2,,,0"
"USC00157510","1987-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","143.1","4,0","7","4,0","6","4,0","2","4,0","0",",0","0",",0","0","2,0","0","2,0","0","4,0","27","4,0","8","4,0","","","","","12.8","2,0,15,","0",",,0,31,+","0",",,0,31,+","119.4","4,,0,07,","33.3","4,0,25,+","0.0","0","  27.2","2,,,0,0,2","0.0","4,0","  29.4","2,,,0,0,2","","","  22.8","2,,,0,0,2","  25.6","2,,,0,0,2","","","  25.6","2,,,0,0,2","  27.8","2,,,0,0,2","","","244.2",",a,,0","0",",,,0","23.68","4,0","30.41","4,,,0","16.96","2,,,0"
"USC00157510","1987-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","127.4","4,0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","27","4,0","7","4,0","","","","","8.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","165.6",",,0,17,","34.4","4,0,03,","4.2","0","  27.8",",,,0,0,2","4.2","4,0","  29.4","1,,,0,0,2","","","  22.2",",,,0,0,2","  24.4","1,,,0,0,2","","","  25.6",",,,0,0,2","  27.4","1,,,0,0,2","","","201.0",",,,0","0",",,,0","22.92","4,0","29.87","4,,,0","15.98",",,,0"
"USC00157510","1987-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","5.0",",0,02,","0",",,0,30,+","0",",,0,30,+","33.5",",,0,29,","","","","","  23.9","1,,,0,0,2","","","  25.0","1,,,0,0,2","","","  18.9","1,,,0,0,2","  20.6","1,,,0,0,2","","","  22.0","1,,,0,0,2","  23.3","1,,,0,0,2","","","67.6",",,,0","0",",,,0","","","","","11.75",",,,0"
"USC00157510","1987-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","15",",0","","","","","","","","","","","-8.3",",0,22,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,20,","","","","","  18.3","1,,,0,0,2","","","  19.4","2,,,0,0,2","","","  10.0","1,,,0,0,2","  11.1","2,,,0,0,2","","","  13.3","1,,,0,0,2","  14.9","2,,,0,0,2","","","6.6",",,,0","0",",,,0","","","","","1.38",",,,0"
"USC00157510","1987-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","11",",0","","","","","","","","","","","-11.1",",0,21,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,10,","","","","","","","","","","","","","","","","","","","","","","","","","62.2",",,,0","0",",,,0","","","","","1.82",",,,0"
