"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013722","1960-09","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","787.8","0","102.8",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","17","","","","3","","8.9",",0,14,","0",",,0,30,+","0",",,0,30,+","37.6",",,0,11,","33.3",",0,05,","6.6","0","","","","","","","","","6.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6",",,,0","","","0",",,,0","21.54",",0","27.41",",,,0","15.66",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1960-10","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","806.3","0","18.5",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","22","","","","3","","-1.1",",0,25,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,19,","29.4",",0,03,","103.0","0","","","","","","","","","96.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2",",,,0","","","0",",,,0","15.82",",0","22.08",",,,0","9.56",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1960-11","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","806.3","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","8",",0","0",",0","10","","","","","","-5.0",",0,08,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,23,","24.4",",0,16,","340.4","0","","","","","","","","","237.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4",",,,0","","","0",",,,0","10.42",",0","17.68",",,,0","3.16",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1960-12","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","806.3","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","1",",0","0",",0","4","","","","1","","-11.7",",0,23,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,11,","23.3",",0,06,","830.2","0","","","","","","","","","489.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.8",",,,0","","","0",",,,0","2.53",",0","9.48",",,,0","-4.41",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-01","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.0","0","0.0",",0","7",",0","4",",0","1",",0","4",",0","2",",0","0",",0","26",",0","4",",0","0",",0","0",",0","6","","","","","","-13.9",",0,22,","25",",,0,28,+","30",",,0,21,","38.1",",,0,14,","16.1",",0,12,","1321.8","0","","","","","","","","","491.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.2",",,,0","","","58",",,,0","2.47",",0","8.77",",,,0","-3.82",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-02","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.0","0","0.0",",0","13",",0","9",",0","2",",0","3",",0","1",",0","0",",0","12",",0","1",",0","4",",0","0",",0","16","","","","1","","-7.8",",0,03,","25",",,0,05,+","30",",,0,03,","30.2",",,0,21,","22.8",",0,18,","1635.4","0","","","","","","","","","313.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.1",",,,0","","","38",",,,0","7.13",",0","13.32",",,,0","0.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-03","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","11.2","0","11.2",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","13",",0","0",",0","11","","","","","","-2.8",",0,11,","0",",,0,31,+","0",",T,0,24,","38.4",",,0,21,","27.8",",0,05,","1858.2","0","","","","","","","","","222.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.9",",,,0","","","0",",T,,0","11.51",",0","17.77",",,,0","5.24",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-04","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","27.3","0","16.1",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","6",",0","0",",0","7","","","","2","","-0.6",",0,03,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,12,","30.6",",0,24,","2064.7","0","","","","","","","","","206.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7",",,,0","","","0",",,,0","11.99",",0","18.78",",,,0","5.19",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-05","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","62.3","0","35.0",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","12","","","","5","","2.8",",0,28,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,10,","30.0",",0,08,","2113.7","0","","","","","","","","","49.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.8",",,,0","","","0",",,,0","17.88",",0","24.46",",,,0","11.30",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-06","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","196.2","0","133.9",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","18","","","","10","","8.3",",0,18,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,21,","33.9",",0,08,","2118.7","0","","","","","","","","","5.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.9",",,,0","","","0",",,,0","22.63",",0","28.48",",,,0","16.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-07","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","412.8","0","216.6",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","12","","","","11","","12.2",",0,11,+","0",",,0,31,+","0",",,0,31,+","18.5",",,0,24,","34.4",",0,31,","0.0","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9",",,,0","","","0",",,,0","25.32",",0","31.20",",,,0","19.44",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-08","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","611.2","0","198.4",",0","13",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","23","","","","11","","12.8",",0,15,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,20,","33.3",",0,12,+","0.0","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.8",",,,0","","","0",",,,0","24.73",",0","29.82",",,,0","19.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-09","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","759.3","0","148.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","21","","","","2","","7.8",",0,17,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,02,","33.3",",0,04,+","11.3","0","","","","","","","","","11.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6",",,,0","","","0",",,,0","22.89",",0","28.90",",,,0","16.88",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-10","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","769.0","0","9.7",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","14","","","","","","-2.2",",0,28,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,21,","29.4",",0,31,","124.2","0","","","","","","","","","112.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.5",",,,0","","","0",",,,0","15.00",",0","23.09",",,,0","6.92",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-11","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","786.3","0","17.3",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","7",",0","0",",0","15","","","","","","-5.6",",0,29,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,23,","28.3",",0,01,","351.3","0","","","","","","","","","227.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4",",,,0","","","0",",,,0","11.34",",0","17.46",",,,0","5.21",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1961-12","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","786.3","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","1",",0","0",",0","15","","","","1","","-9.4",",0,30,","0",",,0,31,+","0",",T,0,28,+","24.9",",,0,11,","22.8",",0,18,","759.9","0","","","","","","","","","408.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.0",",,,0","","","0",",T,,0","5.15",",0","10.75",",,,0","-0.45",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-01","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.6","0","0.6",",0","10",",0","9",",0","3",",0","6",",0","4",",0","0",",0","21",",0","2",",0","1",",0","0",",0","14","","","","1","","-15.0",",0,11,","127",",,0,11,","127",",,0,10,","68.8",",,0,06,","22.8",",0,26,","1212.9","0","","","","","","","","","453.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.7",",,,0","","","257",",,,0","3.74",",0","9.45",",,,0","-1.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-02","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.9","0","0.3",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","6",",0","0",",0","14","","","","1","","-8.9",",0,07,","0",",T,0,12,","10",",,0,12,","21.1",",,0,26,","26.1",",0,28,","1541.3","0","","","","","","","","","328.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9",",,,0","","","10",",,,0","6.61",",0","12.31",",,,0","0.91",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-03","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","1.2","0","0.3",",0","12",",0","10",",0","1",",0","3",",0","3",",0","0",",0","13",",0","0",",0","5",",0","0",",0","12","","","","2","","-5.6",",0,03,","25",",,0,09,+","58",",,0,06,","38.9",",,0,31,","23.9",",0,31,+","1877.9","0","","","","","","","","","336.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.3",",,,0","","","108",",,,0","7.48",",0","13.26",",,,0","1.70",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-04","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","22.6","0","21.4",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","8","","","","5","","-1.7",",0,17,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,08,","28.9",",0,30,+","2025.8","0","","","","","","","","","147.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.8",",,,0","","","0",",,,0","14.11",",0","21.08",",,,0","7.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-05","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","150.3","0","127.7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","13","","","","7","","8.3",",0,04,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,26,","35.0",",0,19,","2032.8","0","","","","","","","","","7.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9",",,,0","","","0",",,,0","22.23",",0","29.19",",,,0","15.26",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-06","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","290.7","0","140.4",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","21","","","","10","","12.8",",0,09,","0",",,0,30,+","0",",,0,30,+","49.8",",,0,12,","33.3",",0,18,","2032.8","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.9",",,,0","","","0",",,,0","23.01",",0","28.49",",,,0","17.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-07","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","474.4","0","183.7",",0","9",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","24","","","","12","","11.1",",0,28,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,12,","35.0",",0,16,+","0.0","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.6",",,,0","","","0",",,,0","24.26",",0","29.97",",,,0","18.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-08","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","660.5","0","186.1",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","23","","","","6","","13.9",",0,12,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,06,","34.4",",0,21,","0.0","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4",",,,0","","","0",",,,0","24.34",",0","30.11",",,,0","18.56",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-09","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","749.1","0","88.6",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","18","","","","2","","5.0",",0,21,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,16,","33.9",",0,14,+","35.5","0","","","","","","","","","35.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.6",",,,0","","","0",",,,0","20.10",",0","26.13",",,,0","14.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-10","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","788.5","0","39.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","24",",0","0",",0","14","","","","1","","-7.2",",0,27,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,04,","30.6",",0,11,+","129.3","0","","","","","","","","","93.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2",",,,0","","","0",",,,0","16.58",",0","23.35",",,,0","9.80",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-11","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","788.5","0","0.0",",0","11",",0","7",",0","2",",0","0",",0","1",",0","0",",0","8",",0","0",",0","0",",0","0",",0","14","","","","","","-2.8",",0,07,","0",",T,0,26,","33",",,0,25,","96.5",",,0,09,","19.4",",0,15,+","417.5","0","","","","","","","","","288.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182.7",",,,0","","","33",",,,0","8.73",",0","14.27",",,,0","3.18",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1962-12","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","788.5","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","0",",0","0",",0","14","","","","","","-15.6",",0,13,","0",",T,0,26,+","0",",T,0,25,+","23.1",",,0,25,","20.0",",0,02,","883.4","0","","","","","","","","","465.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.1",",,,0","","","0",",T,,0","3.30",",0","8.58",",,,0","-1.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-01","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.0","0","0.0",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","22",",0","3",",0","1",",0","0",",0","11","","","","","","-13.9",",0,24,","0",",T,0,27,+","3",",,0,26,","25.4",",,0,18,","21.1",",0,11,","1371.4","0","","","","","","","","","488.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.2",",,,0","","","3",",,,0","2.59",",0","8.65",",,,0","-3.47",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-02","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.0","0","0.0",",0","8",",0","7",",0","0",",0","3",",0","1",",0","0",",0","23",",0","2",",0","0",",0","0",",0","9","","","","","","-12.8",",0,27,","178",",,0,27,","175",",,0,26,","21.3",",,0,19,","17.2",",0,07,","1821.5","0","","","","","","","","","450.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6",",,,0","","","175",",,,0","2.26",",0","8.66",",,,0","-4.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-03","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","1.1","0","1.1",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","10","","","","1","","-3.3",",0,23,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,12,","27.2",",0,30,","2022.6","0","","","","","","","","","201.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.2",",,,0","","","0",",,,0","11.88",",0","18.64",",,,0","5.13",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-04","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","35.0","0","33.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","1",",0","3","","","","2","","-0.6",",0,16,","0",",,0,30,+","0",",,0,30,+","17.3",",,0,29,","32.2",",0,23,","2131.7","0","","","","","","","","","109.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0",",,,0","","","0",",,,0","15.83",",0","22.98",",,,0","8.67",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-05","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","89.6","0","54.6",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","3",",0","16","","","","7","","-1.7",",0,02,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,21,","33.3",",0,09,","2180.3","0","","","","","","","","","48.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.9",",,,0","","","0",",,,0","18.53",",0","25.14",",,,0","11.91",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-06","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","219.3","0","129.7",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","18","","","","6","","12.2",",0,13,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,16,","35.6",",0,10,","2182.5","0","","","","","","","","","2.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8",",,,0","","","0",",,,0","22.58",",0","28.36",",,,0","16.81",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-07","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","408.7","0","189.4",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","19","","","","10","","9.4",",0,11,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,02,","36.1",",0,28,","0.0","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4",",,,0","","","0",",,,0","24.44",",0","30.73",",,,0","18.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-08","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","602.8","0","194.1",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","18","","","","4","","13.3",",0,16,+","0",",,0,31,+","0",",,0,31,+","17.3",",,0,13,","35.6",",0,07,","0.3","0","","","","","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5",",,,0","","","0",",,,0","24.59",",0","30.82",",,,0","18.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-09","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","670.2","0","67.4",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","21","","","","1","","3.9",",0,24,","0",",,0,30,+","0",",,0,30,+","25.7",",,0,29,","31.7",",0,12,+","33.3","0","","","","","","","","","33.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4",",,,0","","","0",",,,0","19.48",",0","25.98",",,,0","12.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-10","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","679.7","0","9.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","0",",0","10","","","","","","-1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,29,","29.4",",0,08,","119.6","0","","","","","","","","","86.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2",",,,0","","","0",",,,0","15.85",",0","23.74",",,,0","7.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-11","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","679.7","0","0.0",",0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","10",",0","0",",0","9",",0","0",",0","9","","","","","","-3.3",",0,15,","0",",,0,30,+","0",",,0,30,+","115.6",",,0,06,","22.8",",0,18,","352.6","0","","","","","","","","","233.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.3",",,,0","","","0",",,,0","10.57",",0","17.28",",,,0","3.85",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1963-12","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","679.7","0","0.0",",0","9",",0","9",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","0",",0","0",",0","11","","","","","","-13.3",",0,21,","0",",T,0,24,+","0",",T,0,31,+","24.9",",,0,23,","16.7",",0,26,+","874.7","0","","","","","","","","","522.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3",",,,0","","","0",",T,,0","1.49",",0","7.14",",,,0","-4.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1964-01","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.0","0","0.0",",0","10",",0","10",",0","1",",0","1",",0","0",",0","0",",0","18",",0","2",",0","0",",0","0",",0","11","","","","","","-12.8",",0,15,","25",",,0,13,","10",",,0,13,","25.4",",,0,09,","20.6",",0,22,","1285.8","0","","","","","","","","","411.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9",",,,0","","","10",",,,0","5.07",",0","11.36",",,,0","-1.22",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1964-02","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","0.0","0","0.0",",0","13",",0","10",",0","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","0",",0","0",",0","13","","","","","","-8.9",",0,04,","0",",T,0,29,+","25",",,0,28,+","21.6",",,0,15,","17.8",",0,05,","1698.4","0","","","","","","","","","412.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.6",",,,0","","","78",",,,0","4.11",",0","10.00",",,,0","-1.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013722","1964-03","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","","","2.5","0","2.5",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","8",",0","0",",0","14","","","","","","-5.0",",0,31,","0",",T,0,30,","0",",T,0,30,","20.1",",,0,26,","26.7",",0,09,","1949.9","0","","","","","","","","","251.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6",",,,0","","","0",",T,,0","10.30",",0","17.28",",,,0","3.33",",,,0","","","","","","","","","","","","","","","","","",""
