"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013968","1955-03","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","13.4","0","12.6",",0","7",",0","5",",0","1",",0","1",",0","1",",0","0",",0","8",",0","0",",0","11",",0","1",",0","8","","","","4","","-10.0",",0,26,","76",",,0,22,","89",",,0,21,","31.2",",,0,20,","32.8",",0,10,","1739.9","0","","","258.8",",0","","","","","","","","","","","54.6",",,,0","","","89",",,,0","10.39",",0","16.98",",,,0","3.80",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-04","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","71.9","0","58.5",",0","10",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","4","","","","8","","3.3",",0,08,","0",",,0,30,+","0",",T,0,13,","33.8",",,0,13,","32.8",",0,22,","1790.8","0","","","50.9",",0","","","","","","","","","","","54.2",",,,0","","","0",",T,,0","18.59",",0","24.73",",,,0","12.44",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-05","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","176.0","0","104.1",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","10","","","","11","","11.7",",0,30,","0",",,0,31,+","0",",T,0,07,","40.1",",,0,20,","32.8",",0,07,","1790.8","0","","","0.0",",0","","","","","","","","","","","106.8",",,,0","","","0",",T,,0","21.69",",0","27.30",",,,0","16.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-06","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","343.3","0","167.3",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","3","","","","8","","10.6",",0,11,","0",",,0,30,+","0",",T,0,10,","13.5",",,0,17,","35.0",",0,21,","1793.6","0","","","2.8",",0","","","","","","","","","","","39.8",",,,0","","","0",",T,,0","23.82",",0","29.55",",,,0","18.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-07","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","698.9","0","355.6",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","7","","20.0",",0,17,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,17,","38.9",",0,30,","0.0","0","","","0.0",",0","","","","","","","","","","","111.7",",,,0","","","0",",,,0","29.80",",0","36.02",",,,0","23.59",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-08","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","993.5","0","294.6",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","5","","","","8","","16.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","59.9",",,0,29,","38.3",",0,22,","0.0","0","","","0.0",",0","","","","","","","","","","","126.4",",,,0","","","0",",,,0","27.84",",0","34.32",",,,0","21.35",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-09","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1178.4","0","184.9",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","8","","","","5","","12.8",",0,12,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,10,","36.1",",0,08,","0.0","0","","","0.0",",0","","","","","","","","","","","38.4",",,,0","","","0",",,,0","24.50",",0","30.33",",,,0","18.67",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-10","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1208.7","0","30.3",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","5","","","","2","","3.3",",0,30,+","0",",,0,31,+","0",",,0,31,+","55.1",",,0,04,","30.0",",0,20,+","75.1","0","","","75.1",",0","","","","","","","","","","","110.2",",,,0","","","0",",,,0","16.89",",0","23.85",",,,0","9.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-11","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1209.0","0","0.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","10",",0","0",",0","2","","","","","","-8.3",",0,30,","0",",,0,30,+","8",",,0,30,","1.8",",,0,30,","26.7",",0,15,","390.3","0","","","315.2",",0","","","","","","","","","","","2.6",",,,0","","","8",",,,0","7.84",",0","15.25",",,,0","0.43",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1955-12","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1209.3","0","0.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","1",",0","0",",0","10","","","","","","-10.0",",0,16,+","0",",T,0,11,+","8",",,0,10,","6.6",",,0,01,","26.7",",0,24,","849.6","0","","","459.3",",0","","","","","","","","","","","7.4",",,,0","","","8",",,,0","3.53",",0","9.53",",,,0","-2.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-01","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","2",",0","2",",0","0",",0","22",",0","3",",0","2",",0","0",",0","12","","","","1","","-12.8",",0,19,","25",",,0,19,+","33",",,0,23,","13.5",",,0,22,","21.1",",0,05,+","1357.4","0","","","507.8",",0","","","","","","","","","","","24.8",",,,0","","","71",",,,0","1.95",",0","7.36",",,,0","-3.46",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-02","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","1",",0","1",",0","0",",0","16",",0","3",",0","3",",0","0",",0","10","","","","1","","-10.0",",0,02,","25",",,0,03,","25",",,0,02,","14.0",",,0,01,","28.3",",0,24,","1724.8","0","","","367.4",",0","","","","","","","","","","","29.3",",,,0","","","25",",,,0","5.66",",0","11.46",",,,0","-0.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-03","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","13.4","0","13.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","12",",0","0",",0","5","","","","2","","-6.1",",0,12,","0",",,0,31,+","0",",T,0,21,+","24.1",",,0,21,","31.1",",0,27,","1967.5","0","","","242.7",",0","","","","","","","","","","","31.2",",,,0","","","0",",T,,0","10.93",",0","17.81",",,,0","4.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-04","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","35.3","0","21.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4","","","","5","","1.7",",0,17,","0",",,0,30,+","0",",T,0,09,","21.1",",,0,02,","31.1",",0,14,","2107.1","0","","","139.6",",0","","","","","","","","","","","58.8",",,,0","","","0",",T,,0","14.41",",0","21.09",",,,0","7.73",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-05","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","188.1","0","152.8",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","8",",0","8","","","","6","","8.3",",0,03,","0",",,0,31,+","0",",,0,31,+","63.8",",,0,14,","34.4",",0,20,","2124.0","0","","","16.9",",0","","","","","","","","","","","130.4",",,,0","","","0",",,,0","22.71",",0","28.34",",,,0","17.09",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-06","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","418.2","0","230.1",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","2","","","","6","","10.6",",0,02,","0",",,0,30,+","0",",,0,30,+","29.2",",,0,27,","38.9",",0,27,","2124.2","0","","","0.2",",0","","","","","","","","","","","51.6",",,,0","","","0",",,,0","26.00",",0","31.93",",,,0","20.07",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-07","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","766.6","0","348.4",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","8","","17.8",",0,10,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,22,","39.4",",0,26,","0.0","0","","","0.0",",0","","","","","","","","","","","34.6",",,,0","","","0",",,,0","29.57",",0","36.07",",,,0","23.07",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-08","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1141.9","0","375.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","1","","","","4","","13.3",",0,21,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,19,","42.8",",0,16,+","0.0","0","","","0.0",",0","","","","","","","","","","","7.7",",,,0","","","0",",,,0","30.44",",0","37.91",",,,0","22.97",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-09","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1358.4","0","216.5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","3","","10.0",",0,08,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,23,","39.4",",0,16,+","0.0","0","","","0.0",",0","","","","","","","","","","","22.2",",,,0","","","0",",,,0","25.55",",0","33.76",",,,0","17.34",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-10","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1434.0","0","75.6",",0","4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","7","","","","4","","5.6",",0,26,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,14,","33.9",",0,05,","23.9","0","","","23.9",",0","","","","","","","","","","","69.1",",,,0","","","0",",,,0","20.00",",0","26.61",",,,0","13.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-11","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1436.0","0","2.0",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","7","","","","2","","-8.3",",0,29,","0",",,0,30,+","0",",,0,30,+","30.2",",,0,04,","25.6",",0,14,+","310.5","0","","","286.6",",0","","","","","","","","","","","70.6",",,,0","","","0",",,,0","8.85",",0","15.24",",,,0","2.45",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1956-12","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1436.0","0","0.0",",0","9",",0","6",",0","1",",0","1",",0","0",",0","0",",0","15",",0","2",",0","5",",0","0",",0","12","","","","1","","-7.2",",0,09,","25",",,0,09,","10",",,0,08,","25.7",",,0,08,","25.0",",0,05,","698.4","0","","","387.9",",0","","","","","","","","","","","60.7",",,,0","","","10",",,,0","5.82",",0","11.22",",,,0","0.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-01","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.6","0","0.6",",0","12",",0","5",",0","0",",0","1",",0","1",",0","0",",0","24",",0","8",",0","1",",0","0",",0","15","","","","2","","-11.7",",0,16,+","25",",,0,31,","25",",,0,30,","11.2",",,0,21,","23.9",",0,21,","1233.4","0","","","535.0",",0","","","","","","","","","","","40.7",",,,0","","","33",",,,0","1.09",",0","5.87",",,,0","-3.69",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-02","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.6","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","2",",0","0",",0","13","","","","","","-2.2",",0,02,","0",",T,0,01,","0",",T,0,20,","10.7",",,0,07,","23.9",",0,08,","1517.5","0","","","284.1",",0","","","","","","","","","","","37.2",",,,0","","","0",",T,,0","8.19",",0","12.96",",,,0","3.41",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-03","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.6","0","0.0",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","4",",0","0",",0","9","","","","5","","-5.6",",0,08,","0",",,0,31,+","3",",,0,06,","30.7",",,0,31,","23.3",",0,13,","1808.1","0","","","290.6",",0","","","","","","","","","","","76.5",",,,0","","","3",",,,0","8.96",",0","13.89",",,,0","4.03",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-04","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","17.6","0","17.0",",0","21",",0","16",",0","2",",0","0",",0","1",",0","0",",0","3",",0","0",",0","16",",0","0",",0","13","","","","15","","-5.6",",0,13,","0",",T,0,12,","43",",,0,12,","38.4",",,0,19,","27.2",",0,25,","1941.5","0","","","133.4",",0","","","","","","","","","","","222.1",",,,0","","","43",",,,0","14.45",",0","19.33",",,,0","9.57",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-05","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","90.3","0","72.7",",0","16",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","8","","","","12","","5.6",",0,05,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,24,","31.1",",0,21,","1963.2","0","","","21.7",",0","","","","","","","","","","","249.0",",,,0","","","0",",,,0","19.98",",0","25.06",",,,0","14.90",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-06","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","280.7","0","190.4",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","11",",0","7","","","","12","","13.3",",0,24,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,14,","34.4",",0,29,","1965.1","0","","","1.9",",0","","","","","","","","","","","184.1",",,,0","","","0",",,,0","24.62",",0","29.63",",,,0","19.60",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-07","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","640.6","0","359.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","2","","","","1","","18.3",",0,05,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,01,","41.7",",0,29,","0.0","0","","","0.0",",0","","","","","","","","","","","12.7",",,,0","","","0",",,,0","29.94",",0","35.85",",,,0","24.04",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-08","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","932.3","0","291.7",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","4","","","","2","","16.1",",0,07,","0",",,0,31,+","0",",,0,31,+","51.6",",,0,04,","40.0",",0,13,","0.0","0","","","0.0",",0","","","","","","","","","","","96.4",",,,0","","","0",",,,0","27.74",",0","33.89",",,,0","21.60",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-09","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1033.5","0","101.2",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","11","","","","7","","8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","54.6",",,0,14,","37.2",",0,03,","3.0","0","","","3.0",",0","","","","","","","","","","","135.5",",,,0","","","0",",,,0","21.60",",0","27.71",",,,0","15.50",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-10","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1052.4","0","18.9",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","11","","","","","","-2.8",",0,27,+","0",",,0,31,+","0",",T,0,25,","24.1",",,0,22,","29.4",",0,01,","131.3","0","","","128.3",",0","","","","","","","","","","","40.3",",,,0","","","0",",T,,0","14.80",",0","20.30",",,,0","9.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-11","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1052.4","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","3",",0","0",",0","8","","","","1","","-5.0",",0,23,","0",",,0,30,+","0",",T,0,29,","16.0",",,0,07,","23.9",",0,01,","421.0","0","","","289.7",",0","","","","","","","","","","","53.2",",,,0","","","0",",T,,0","8.68",",0","13.47",",,,0","3.88",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1957-12","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1052.4","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","6","","","","1","","-9.4",",0,11,","0",",,0,31,+","0",",T,0,08,","23.4",",,0,24,","20.6",",0,21,+","748.2","0","","","327.2",",0","","","","","","","","","","","36.6",",,,0","","","0",",T,,0","7.78",",0","14.14",",,,0","1.41",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-01","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","3",",0","2",",0","0",",0","24",",0","2",",0","0",",0","0",",0","10","","","","","","-10.0",",0,22,","76",",,0,21,","89",",,0,20,","19.3",",,0,19,","17.8",",0,09,","1203.8","0","","","455.6",",0","","","","","","","","","","","45.3",",,,0","","","117",",,,0","3.64",",0","9.23",",,,0","-1.95",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-02","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","2",",0","0",",0","0",",0","19",",0","8",",0","2",",0","0",",0","7","","","","2","","-11.7",",0,12,","25",",,0,11,+","18",",,0,09,","8.9",",,0,05,","23.9",",0,24,","1670.3","0","","","466.5",",0","","","","","","","","","","","22.0",",,,0","","","26",",,,0","1.67",",0","6.53",",,,0","-3.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-03","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","13",",0","9",",0","1",",0","2",",0","2",",0","0",",0","10",",0","0",",0","0",",0","0",",0","16","","","","2","","-4.4",",0,01,","152",",,0,13,","213",",,0,12,","38.9",",,0,08,","17.8",",0,07,","2061.2","0","","","390.9",",0","","","","","","","","","","","155.9",",,,0","","","294",",,,0","5.72",",0","9.67",",,,0","1.77",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-04","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","10.8","0","10.8",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","6","","","","6","","3.9",",0,07,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,21,","33.9",",0,23,","2173.2","0","","","112.0",",0","","","","","","","","","","","111.6",",,,0","","","0",",,,0","14.96",",0","20.31",",,,0","9.61",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-05","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","126.5","0","115.7",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","9","","","","8","","8.3",",0,06,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,24,","33.3",",0,31,","2186.3","0","","","13.1",",0","","","","","","","","","","","93.9",",,,0","","","0",",,,0","21.64",",0","27.06",",,,0","16.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-06","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","354.0","0","227.5",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","4","","","","7","","11.7",",0,26,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,25,","36.7",",0,05,","2186.3","0","","","0.0",",0","","","","","","","","","","","78.3",",,,0","","","0",",,,0","25.92",",0","31.92",",,,0","19.91",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-07","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","636.6","0","282.6",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","3","","","","8","","16.1",",0,08,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,28,","36.7",",0,24,","0.0","0","","","0.0",",0","","","","","","","","","","","84.7",",,,0","","","0",",,,0","27.45",",0","32.60",",,,0","22.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-08","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","906.6","0","270.0",",0","9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","5","","","","6","","13.9",",0,25,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,08,","37.8",",0,12,","0.0","0","","","0.0",",0","","","","","","","","","","","90.9",",,,0","","","0",",,,0","27.04",",0","32.90",",,,0","21.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-09","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1076.1","0","169.5",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","11","","","","8","","8.9",",0,30,+","0",",,0,30,+","0",",,0,30,+","37.8",",,0,15,","35.0",",0,01,","10.8","0","","","10.8",",0","","","","","","","","","","","91.7",",,,0","","","0",",,,0","23.62",",0","28.69",",,,0","18.56",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-10","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1113.4","0","37.3",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","5","","","","","","2.2",",0,27,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,12,","30.6",",0,19,+","94.7","0","","","83.9",",0","","","","","","","","","","","5.4",",,,0","","","0",",,,0","16.83",",0","23.00",",,,0","10.66",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-11","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1117.1","0","3.7",",0","6",",0","3",",0","1",",0","1",",0","2",",0","0",",0","7",",0","0",",0","15",",0","0",",0","6","","","","2","","-4.4",",0,29,+","51",",,0,28,","25",",,0,28,+","26.2",",,0,17,","25.6",",0,11,","290.4","0","","","195.7",",0","","","","","","","","","","","35.4",",,,0","","","50",",,,0","11.93",",0","18.67",",,,0","5.19",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1958-12","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","1117.1","0","0.0",",0","6",",0","3",",0","0",",0","6",",0","3",",0","0",",0","21",",0","6",",0","0",",0","0",",0","4","","","","","","-15.6",",0,14,","152",",,0,31,","112",",,0,30,","8.6",",,0,30,","19.4",",0,22,","767.6","0","","","477.2",",0","","","","","","","","","","","20.8",",,,0","","","252",",,,0","2.94",",0","8.69",",,,0","-2.82",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1959-01","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","10",",0","1",",0","2",",0","24",",0","5",",0","0",",0","0",",0","13","","","","1","","-20.6",",0,05,","152",",,0,01,","91",",,0,21,","12.4",",,0,20,","20.0",",0,13,","1309.3","0","","","541.7",",0","","","","","","","","","","","19.5",",,,0","","","117",",,,0","0.86",",0","6.50",",,,0","-4.79",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013968","1959-02","36.1994","-95.8872","198.1","TULSA INTERNATIONAL AIRPORT, OK US","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","1",",0","1",",0","0",",0","14",",0","3",",0","1",",0","0",",0","7","","","","1","","-9.4",",0,06,","25",",,0,06,","61",",,0,05,","18.5",",,0,09,","21.1",",0,16,","1676.8","0","","","367.5",",0","","","","","","","","","","","43.1",",,,0","","","64",",,,0","5.21",",0","11.19",",,,0","-0.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
