"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00386114","2008-07","34.1944","-79.2472","33.5","MULLINS, SC US","609.3","0","256.2",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","16.7",",0,03,+","0",",,0,31,+","0",",,0,31,+","42.7",",,0,24,","38.9",",0,23,","0.0","0","  25.6",",,,0,5,2","","","0.0",",0","  29.4",",,,0,5,2","  18.9",",,,0,5,2","","","  20.6",",,,0,5,2","  22.5",",,,0,5,2","","","  24.8",",,,0,5,2","128.1",",,,0","0",",,,0","26.60",",0","32.34",",,,0","20.86",",,,0"
"USC00386114","2008-08","34.1944","-79.2472","33.5","MULLINS, SC US","","","","","12","5,0","10","5,0","2","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","35.6","5,,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","131.0","5,,,0","0",",,,0","","","","","",""
"USC00386114","2008-09","34.1944","-79.2472","33.5","MULLINS, SC US","","","151.8",",0","10",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","","","13.3",",0,25,+","0",",,0,30,+","0",",,0,30,+","157.2",",,0,06,","33.9",",0,01,","","","  25.6",",,,0,5,2","","","1.2",",0","  30.0",",,,0,5,2","  19.4",",,,0,5,2","","","  21.1",",,,0,5,2","  22.7",",,,0,5,2","","","  25.5",",,,0,5,2","296.0",",,,0","0",",,,0","23.36",",0","28.46",",,,0","18.25",",,,0"
"USC00386114","2008-10","34.1944","-79.2472","33.5","MULLINS, SC US","","","28.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","0",",0","","","","","0.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,25,","29.4",",0,17,","","","  22.8",",,,0,5,2","","","93.5",",0","  23.9",",,,0,5,2","   9.4",",,,0,5,2","","","  10.6",",,,0,5,2","  16.9",",,,0,5,2","","","  19.5",",,,0,5,2","50.4",",,,0","0",",,,0","16.25",",0","22.85",",,,0","9.64",",,,0"
"USC00386114","2008-11","34.1944","-79.2472","33.5","MULLINS, SC US","","","0.0",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","","","","","-6.1",",0,22,","0",",,0,30,+","0",",,0,30,+","52.1",",,0,15,","25.0",",0,16,","","","  15.6",",,,0,5,2","","","258.5",",0","  20.0",",,,0,5,2","  -1.1",",,,0,5,2","","","   3.3",",,,0,5,2","   8.5",",,,0,5,2","","","  13.0",",,,0,5,2","113.6",",,,0","0",",,,0","9.72",",0","16.15",",,,0","3.28",",,,0"
"USC00386114","2008-12","34.1944","-79.2472","33.5","MULLINS, SC US","","","3.5","2,0","13",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","12","1,0","0","1,0","9","1,0","0","1,0","","","","","-5.0","1,0,23,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,12,","24.4","1,0,29,","","","","","","","238.6","1,0","","","","","","","","","","","","","","","74.5",",,,0","0",",,,0","10.39","2,0","16.03","1,,,0","4.74","1,,,0"
"USC00386114","2009-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.3","0","0.3","1,0","13",",0","9",",0","0",",0","0","5,0","1",",0","0","1,0","16","1,0","2",",0","3",",0","0",",0","","","","","-9.4","1,0,18,+","0","5,,0,31,+","38",",,0,21,","21.8",",,0,19,","21.7",",0,29,+","","","  15.0","1,,,0,5,2","","","384.9",",0","  20.0","1,,,0,5,2","  -5.0","1,,,0,5,2","","","  -1.7","1,,,0,5,2","   3.9","1,,,0,5,2","","","   8.5","1,,,0,5,2","72.3",",,,0","51",",,,0","5.68","1,0","11.42",",,,0","-0.05","1,,,0"
"USC00386114","2009-02","34.1944","-79.2472","33.5","MULLINS, SC US","0.3","0","0.0",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","17",",0","0",",0","8",",0","0",",0","","","","","-7.2",",0,05,","76",",,0,04,","64",",,0,04,","17.0",",,0,19,","24.4",",0,12,","","","  15.6",",,,0,5,2","","","308.1",",0","  21.1",",,,0,5,2","  -2.8",",,,0,5,2","","","   0.0",",,,0,5,2","   5.4",",,,0,5,2","","","  11.5",",,,0,5,2","37.8",",,,0","64",",,,0","7.33",",0","14.22",",,,0","0.44",",,,0"
"USC00386114","2009-03","34.1944","-79.2472","33.5","MULLINS, SC US","5.8","0","5.5","1,0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0","1,0","12","1,0","0","1,0","","","","","-6.7",",0,04,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,02,","28.3","1,0,12,+","","","  18.3",",,,0,5,2","","","212.1","1,0","  23.9",",,,0,5,2","  -1.7",",,,0,5,2","","","   1.1",",,,0,5,2","   9.5",",,,0,5,2","","","  14.7",",,,0,5,2","123.1",",,,0","0",",,,0","11.41","1,0","17.57","1,,,0","5.25",",,,0"
"USC00386114","2009-04","34.1944","-79.2472","33.5","MULLINS, SC US","28.1","0","22.3",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","","","","","0.6",",0,09,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,15,","32.2",",0,25,","","","  22.8",",,,0,5,2","","","82.4",",0","  24.4",",,,0,5,2","  15.0",",,,0,5,2","","","  16.1",",,,0,5,2","  18.1",",,,0,5,2","","","  20.5",",,,0,5,2","60.0",",,,0","0",",,,0","16.33",",0","23.48",",,,0","9.18",",,,0"
"USC00386114","2009-05","34.1944","-79.2472","33.5","MULLINS, SC US","145.8","0","117.7","1,0","15",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","0",",0","","","","","8.9","1,0,19,+","0",",,0,31,+","0",",,0,31,+","32.3",",,0,18,","31.7",",0,30,+","","","  22.8","1,,,0,5,2","","","9.4",",0","  23.9","1,,,0,5,2","  17.2","1,,,0,5,2","","","  19.4","1,,,0,5,2","  20.9","1,,,0,5,2","","","  22.5","1,,,0,5,2","180.6",",,,0","0",",,,0","22.02","1,0","27.31",",,,0","16.72","1,,,0"
"USC00386114","2009-06","34.1944","-79.2472","33.5","MULLINS, SC US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","6","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","",""
"USC00386114","2009-07","34.1944","-79.2472","33.5","MULLINS, SC US","","","214.5","2,0","9","1,0","9","1,0","1","1,0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","30","1,0","13","1,0","","","","","17.8","2,0,11,+","0",",,0,31,+","0",",,0,31,+","37.8","1,,0,07,","35.0","1,0,02,","0.0","0","","","","","0.0","1,0","","","","","","","","","","","","","","","142.0","1,,,0","0",",,,0","25.76","2,0","31.10","1,,,0","20.42","2,,,0"
"USC00386114","2009-08","34.1944","-79.2472","33.5","MULLINS, SC US","","","260.4",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","1","","","","19.4",",0,26,+","0",",,0,31,+","0",",,0,31,+","24.4",",,0,03,","35.6",",0,12,","0.0","0","  23.9",",,,0,5,2","","","0.0",",0","  26.7",",,,0,5,2","  21.1",",,,0,5,2","","","  22.8",",,,0,5,2","  23.0",",,,0,5,2","","","  24.4",",,,0,5,2","104.6",",,,0","0",",,,0","26.73",",0","31.96",",,,0","21.51",",,,0"
"USC00386114","2009-09","34.1944","-79.2472","33.5","MULLINS, SC US","","","134.7",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","9.4",",0,30,","0",",,0,30,+","0",",,0,30,+","32.0",",,0,23,","32.2",",0,26,+","1.4","0","  23.3",",,,0,5,2","","","1.4",",0","  24.4",",,,0,5,2","  20.0",",,,0,5,2","","","  21.1",",,,0,5,2","  21.5",",,,0,5,2","","","  23.1",",,,0,5,2","40.2",",,,0","0",",,,0","22.78",",0","28.29",",,,0","17.26",",,,0"
"USC00386114","2009-10","34.1944","-79.2472","33.5","MULLINS, SC US","","","27.2",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","2","","","","2.8",",0,21,+","0",",,0,31,+","0",",,0,31,+","24.4",",,0,13,","31.7",",0,10,","74.7","0","  21.1",",,,0,5,2","","","73.3",",0","  22.8",",,,0,5,2","  13.3",",,,0,5,2","","","  13.9",",,,0,5,2","  18.5",",,,0,5,2","","","  19.9",",,,0,5,2","81.3",",,,0","0",",,,0","16.85",",0","22.44",",,,0","11.25",",,,0"
"USC00386114","2009-11","34.1944","-79.2472","33.5","MULLINS, SC US","","","4.5",",0","8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","8",",0","0",",0","3","","","","-0.6",",0,29,+","0",",,0,30,+","0",",,0,30,+","67.3",",,0,11,","27.2",",0,01,","245.8","0","  20.6",",,,0,5,2","","","171.1",",0","  22.8",",,,0,5,2","   9.4",",,,0,5,2","","","  11.7",",,,0,5,2","  15.4",",,,0,5,2","","","  17.0",",,,0,5,2","147.4",",,,0","0",",,,0","12.78",",0","18.13",",,,0","7.43",",,,0"
"USC00386114","2009-12","34.1944","-79.2472","33.5","MULLINS, SC US","","","0.0",",0","13",",0","9",",0","3",",0","0",",0","0",",0","0",",0","14",",0","0",",0","1",",0","0",",0","","","","","-3.9",",0,29,+","0",",,0,31,+","0",",,0,31,+","68.8",",,0,26,","23.3",",0,10,","604.5","0","  11.1","1,,,0,5,2","","","358.7",",0","  16.1","1,,,0,5,2","   2.8","1,,,0,5,2","","","   3.9","1,,,0,5,2","   6.8","1,,,0,5,2","","","   9.1","1,,,0,5,2","183.4",",,,0","0",",,,0","6.76",",0","12.09",",,,0","1.43",",,,0"
"USC00386114","2010-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","0","0.0",",0","9",",0","7",",0","2",",0","0","2,0","0",",0","0",",0","20",",0","0",",0","1",",0","0",",0","","","","","-8.9",",0,12,+","0","2,,0,31,+","0",",,0,31,+","31.5",",,0,25,","21.1",",0,18,","1048.2","0","   9.4",",,,0,5,2","","","443.7",",0","  11.7",",,,0,5,2","  -1.7",",,,0,5,2","","","   0.6",",,,0,5,2","   4.0",",,,0,5,2","","","   6.3",",,,0,5,2","104.6",",,,0","0",",,,0","4.02",",0","9.92",",,,0","-1.88",",,,0"
"USC00386114","2010-02","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","0","0.0",",0","8",",0","6",",0","0",",0","1","4,0","1",",0","0",",0","21",",0","0",",0","0",",0","0",",0","2","","","","-5.6",",0,01,","127","4,,0,13,","122",",,0,13,","24.9",",,0,06,","19.4",",0,22,","1440.3","0","   9.4",",,,0,5,2","","","392.1",",0","  10.0",",,,0,5,2","  -0.6",",,,0,5,2","","","   1.1",",,,0,5,2","   3.8",",,,0,5,2","","","   5.5",",,,0,5,2","97.7",",,,0","122",",,,0","4.33",",0","10.04",",,,0","-1.38",",,,0"
"USC00386114","2010-03","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","","","","","-2.2",",0,08,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,29,","26.1",",0,21,","1671.1","0","  16.1",",,,0,5,2","","","230.8",",0","  16.7",",,,0,5,2","   4.4",",,,0,5,2","","","   5.0",",,,0,5,2","  11.8",",,,0,5,2","","","  13.1",",,,0,5,2","67.7",",,,0","0",",,,0","10.89",",0","17.67",",,,0","4.11",",,,0"
"USC00386114","2010-04","34.1944","-79.2472","33.5","MULLINS, SC US","34.9","0","34.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","2","","5.0",",0,11,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,25,","32.2",",0,07,","1729.6","0","  19.4",",,,0,5,2","","","58.5",",0","  19.4",",,,0,5,2","  15.6",",,,0,5,2","","","  17.2",",,,0,5,2","  18.0",",,,0,5,2","","","  18.8",",,,0,5,2","19.6",",,,0","0",",,,0","17.55",",0","25.39",",,,0","9.71",",,,0"
"USC00386114","2010-05","34.1944","-79.2472","33.5","MULLINS, SC US","179.9","0","145.0",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","2","","2","","10.0",",0,10,","0",",,0,31,+","0",",,0,31,+","100.8",",,0,30,","33.3",",0,09,+","1733.8","0","  21.7",",,,0,5,2","","","4.2",",0","  23.9",",,,0,5,2","  17.2",",,,0,5,2","","","  18.3",",,,0,5,2","  20.2",",,,0,5,2","","","  21.4",",,,0,5,2","149.2",",,,0","0",",,,0","22.88",",0","28.74",",,,0","17.01",",,,0"
"USC00386114","2010-06","34.1944","-79.2472","33.5","MULLINS, SC US","454.8","0","274.9",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","3","","17.2",",0,09,+","0",",,0,30,+","0",",,0,30,+","40.9",",,0,28,","36.7",",0,25,","1733.8","0","  27.2",",,,0,5,2","","","0.0",",0","  33.3",",,,0,5,2","  21.7",",,,0,5,2","","","  23.9",",,,0,5,2","  24.6",",,,0,5,2","","","  30.0",",,,0,5,2","137.2",",,,0","0",",,,0","27.50",",0","32.92",",,,0","22.07",",,,0"
"USC00386114","2010-07","34.1944","-79.2472","33.5","MULLINS, SC US","734.6","0","279.8",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","3","","15.6",",0,04,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,10,","36.1",",0,27,+","0.0","0","  27.2",",,,0,5,2","","","0.0",",0","  33.9",",,,0,5,2","  21.1",",,,0,5,2","","","  25.6",",,,0,5,2","  24.7",",,,0,5,2","","","  31.0",",,,0,5,2","88.1",",,,0","0",",,,0","27.36",",0","32.67",",,,0","22.05",",,,0"
"USC00386114","2010-08","34.1944","-79.2472","33.5","MULLINS, SC US","989.3","0","254.7","1,0","7",",0","6",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","12",",0","","","1","","17.8","1,0,30,","0",",,0,31,+","0",",,0,31,+","65.0",",,0,07,","33.9",",0,18,","0.0","0","  26.1",",,,0,5,2","","","0.0",",0","  35.6",",,,0,5,2","  22.8",",,,0,5,2","","","  25.6",",,,0,5,2","  24.1",",,,0,5,2","","","  29.8",",,,0,5,2","224.6",",,,0","0",",,,0","26.80","1,0","31.73",",,,0","21.88","1,,,0"
"USC00386114","2010-09","34.1944","-79.2472","33.5","MULLINS, SC US","1180.5","0","191.2",",0","5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","1","","1","","15.6",",0,14,","0",",,0,30,+","0",",,0,30,+","103.6",",,0,30,","34.4",",0,04,","0.0","0","  25.0",",,,0,5,2","","","0.0",",0","  29.4",",,,0,5,2","  21.1",",,,0,5,2","","","  21.1",",,,0,5,2","  22.4",",,,0,5,2","","","  27.5",",,,0,5,2","235.5",",,,0","0",",,,0","24.71",",0","30.95",",,,0","18.46",",,,0"
"USC00386114","2010-10","34.1944","-79.2472","33.5","MULLINS, SC US","1212.2","0","31.7",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","1","","","","5.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","26.7",",,0,28,","30.6",",0,28,","60.2","0","  22.8","1,,,0,5,2","","","60.2",",0","  23.9","1,,,0,5,2","  17.8","1,,,0,5,2","","","  18.9","1,,,0,5,2","  20.3","1,,,0,5,2","","","  21.8","1,,,0,5,2","56.6",",,,0","0",",,,0","17.41",",0","23.99",",,,0","10.83",",,,0"
"USC00386114","2010-11","34.1944","-79.2472","33.5","MULLINS, SC US","1212.2","0","0.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","","","","","0.0",",0,08,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,05,","23.3",",0,24,+","266.0","0","  17.2",",,,0,5,2","","","205.8",",0","  18.9",",,,0,5,2","   6.7",",,,0,5,2","","","   7.8",",,,0,5,2","  12.6",",,,0,5,2","","","  14.7",",,,0,5,2","35.3",",,,0","0",",,,0","11.47",",0","18.01",",,,0","4.93",",,,0"
"USC00386114","2010-12","34.1944","-79.2472","33.5","MULLINS, SC US","1212.2","0","0.0",",0","9",",0","7",",0","0",",0","2","4,0","2",",0","0",",0","26",",0","1",",0","1",",0","0",",0","","","","","-9.4",",0,16,+","127","4,,0,27,","76",",,0,26,","19.3",",,0,26,","22.8",",0,01,","767.9","0","  12.8","1,,,0,5,2","","","501.9",",0","  16.1","1,,,0,5,2","  -2.8","1,,,0,5,2","","","  -0.6","1,,,0,5,2","   2.1","1,,,0,5,2","","","   4.4","1,,,0,5,2","65.7",",,,0","127",",,,0","2.14",",0","7.46",",,,0","-3.18",",,,0"
"USC00386114","2011-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",K","9",",K","4",",K","0",",K","","","","","0",",K","24",",K","1",",K","2",",K","0",",K","1","","","","-8.3",",K,24,+","","","","","8.9",",,K,11,","21.7",",K,02,","1226.2","7","   8.9","2,,,7,0,2","   8.9","2,,,7,5,2","458.3",",K","   9.4","2,,,K,5,2","  -0.6","2,,,7,0,2","  -0.6","2,,,7,5,2","   0.6","2,,,K,5,2","   3.6","2,,,7,0,2","   3.6","2,,,7,5,2","   5.3","2,,,K,5,2","27.1",",,,K","","","3.55",",K","9.28",",,,K","-2.18",",,,K"
"USC00386114","2011-02","34.1944","-79.2472","33.5","MULLINS, SC US","0.3","7","0.3",",K","6",",K","6",",K","1",",K","","","","","0",",K","6",",K","0",",K","9",",K","0",",K","","","","","-3.3",",K,11,","","","","","38.9",",,K,05,","26.1",",K,28,","1476.3","7","  12.8",",,,K,5,2","","","250.1",",K","  13.3",",,,K,5,2","   2.8",",,,K,5,2","","","   3.9",",,,K,5,2","   7.9",",,,K,5,2","","","   9.2",",,,K,5,2","97.1",",,,K","","","9.41",",K","15.82",",,,K","3.00",",,,K"
"USC00386114","2011-03","34.1944","-79.2472","33.5","MULLINS, SC US","7.3","7","7.0",",K","9",",K","8",",K","1",",K","","","","","0",",K","6",",K","0",",K","12",",K","0",",K","","","","","-1.1",",K,12,","","","","","26.9",",,K,31,","28.9",",K,24,","1669.7","7","  16.7",",,,K,5,2","","","193.4",",K","  17.8",",,,K,5,2","   9.4",",,,K,5,2","","","  10.6",",,,K,5,2","  13.4",",,,K,5,2","","","  14.5",",,,K,5,2","100.2",",,,K","","","12.32",",K","19.17",",,,K","5.47",",,,K"
"USC00386114","2011-04","34.1944","-79.2472","33.5","MULLINS, SC US","54.4","7","47.1",",K","9",",K","8",",K","0",",K","","","","","0",",K","0",",K","0",",K","24",",K","0",",K","2","","1","","2.2",",K,07,+","","","","","20.8",",,K,17,","30.6",",K,21,","1738.8","7","  20.0",",,,K,5,2","","","69.1",",K","  21.1",",,,K,5,2","   8.9",",,,K,5,2","","","  10.0",",,,K,5,2","  15.6",",,,K,5,2","","","  17.2",",,,K,5,2","94.4",",,,K","","","17.60",",K","24.26",",,,K","10.94",",,,K"
"USC00386114","2011-05","34.1944","-79.2472","33.5","MULLINS, SC US","161.4","7","107.0",",K","9",",K","5",",K","2",",K","","","","","0",",K","0",",K","0",",K","29",",K","2",",K","3","","","","7.2",",K,05,","","","","","31.2",",,K,11,","33.9",",K,26,","1752.6","7","  22.8",",,,K,5,2","","","13.8",",K","  23.9",",,,K,5,2","  16.7",",,,K,5,2","","","  18.3",",,,K,5,2","  19.3",",,,K,5,2","","","  20.4",",,,K,5,2","118.6",",,,K","","","21.34",",K","27.08",",,,K","15.59",",,,K"
"USC00386114","2011-06","34.1944","-79.2472","33.5","MULLINS, SC US","410.5","7","249.1",",K","5",",K","3",",K","0",",K","","","","","0",",K","0",",K","0",",K","30",",K","21",",K","","","2","","18.3",",K,16,+","","","","","21.1",",,K,13,","36.1",",K,22,","1752.6","7","  28.3",",,,K,5,2","","","0.0",",K","  28.9",",,,K,5,2","  22.2",",,,K,5,2","","","  23.9",",,,K,5,2","  24.9",",,,K,5,2","","","  26.0",",,,K,5,2","48.8",",,,K","","","26.64",",K","32.47",",,,K","20.80",",,,K"
"USC00386114","2011-07","34.1944","-79.2472","33.5","MULLINS, SC US","713.8","7","303.3",",7","10",",7","7",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","25",",7","","","2","","18.3",",7,19,+","","","","","17.0",",,7,14,","38.3",",7,31,+","0.0","7","  30.0",",,,7,5,2","","","0.0",",7","  31.1",",,,7,5,2","  21.1",",,,7,5,2","","","  22.8",",,,7,5,2","  26.1",",,,7,5,2","","","  27.6",",,,7,5,2","49.3",",,,7","","","28.12",",7","34.39",",,,7","21.85",",,,7"
"USC00386114","2011-08","34.1944","-79.2472","33.5","MULLINS, SC US","970.2","7","256.4",",7","11",",7","9",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","15",",7","","","","","17.8",",7,31,+","","","","","91.4",",,7,01,","36.1",",7,05,","0.0","7","  26.7","1,,,7,5,2","","","0.0",",7","  28.9","1,,,7,5,2","  21.1","1,,,7,5,2","","","  23.3","1,,,7,5,2","  23.9","1,,,7,5,2","","","  26.0","1,,,7,5,2","250.9",",,,7","","","26.60",",7","32.07",",,,7","21.14",",,,7"
"USC00386114","2011-09","34.1944","-79.2472","33.5","MULLINS, SC US","1109.0","7","138.8",",7","8",",7","7",",7","2",",7","","","","","0",",7","0",",7","0",",7","28",",7","0",",7","1","","1","","13.9",",7,17,+","","","","","36.1",",,7,16,","31.7",",7,16,","5.9","7","  23.3",",,,7,5,2","","","5.9",",7","  25.0",",,,7,5,2","  17.2",",,,7,5,2","","","  18.9",",,,7,5,2","  21.2",",,,7,5,2","","","  22.4",",,,7,5,2","118.2",",,,7","","","22.76",",7","27.65",",,,7","17.87",",,,7"
"USC00386114","2011-10","34.1944","-79.2472","33.5","MULLINS, SC US","1125.8","7","16.8",",7","9",",7","6",",7","0",",7","","","","","0",",7","0",",7","0",",7","20",",7","0",",7","1","","","","0.6",",7,31,+","","","","","15.5",",,7,13,","28.9",",7,01,","98.1","7","  18.9",",,,7,5,2","","","92.2",",7","  21.1",",,,7,5,2","   6.7",",,,7,5,2","","","  11.7",",,,7,5,2","  16.0",",,,7,5,2","","","  17.4",",,,7,5,2","77.8",",,,7","","","15.90",",7","22.15",",,,7","9.65",",,,7"
"USC00386114","2011-11","34.1944","-79.2472","33.5","MULLINS, SC US","1131.6","7","5.8",",7","9",",7","6",",7","1",",7","","","","","0",",7","4",",7","0",",7","13",",7","0",",7","","","","","-1.7",",7,12,","","","","","40.1",",,7,29,","27.2",",7,17,","279.8","7","  17.8",",,,7,5,2","","","181.7",",7","  20.6",",,,7,5,2","   4.4",",,,7,5,2","","","  10.0",",,,7,5,2","  11.0",",,,7,5,2","","","  13.8",",,,7,5,2","96.0",",,,7","","","12.47",",7","19.34",",,,7","5.59",",,,7"
"USC00386114","2011-12","34.1944","-79.2472","33.5","MULLINS, SC US","1133.5","7","1.9",",7","5",",7","2",",7","0",",7","","","","","0",",7","6",",7","0",",7","7",",7","0",",7","","","","","-2.2",",7,20,+","","","","","14.5",",,7,28,","23.9",",7,23,+","543.2","7","  13.3",",,,7,5,2","","","263.4",",7","  14.4",",,,7,5,2","   8.3",",,,7,5,2","","","   8.9",",,,7,5,2","  10.1",",,,7,5,2","","","  11.4",",,,7,5,2","20.7",",,,7","","","9.90",",7","16.12",",,,7","3.68",",,,7"
"USC00386114","2012-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","9",",7","4",",7","0",",7","","","","","0",",7","14",",7","0",",7","3",",7","0",",7","","","","","-7.2",",7,05,+","","","","","12.2",",,7,22,","23.3",",7,27,","861.9","7","  10.0",",,,7,5,2","","","318.7",",7","  11.7",",,,7,5,2","   2.2",",,,7,5,2","","","   3.9",",,,7,5,2","   6.5",",,,7,5,2","","","   7.9",",,,7,5,2","35.3",",,,7","","","8.05",",7","14.38",",,,7","1.72",",,,7"
"USC00386114","2012-02","34.1944","-79.2472","33.5","MULLINS, SC US","1.7","7","1.7",",7","8",",7","5",",7","0",",7","","","","","0",",7","6",",7","0",",7","5",",7","0",",7","","","","","-6.7",",7,14,","","","","","18.8",",,7,19,","25.6",",7,24,","1120.8","7","  13.9",",,,7,5,2","","","258.9",",7","  16.1",",,,7,5,2","   4.4",",,,7,5,2","","","   6.7",",,,7,5,2","   9.4",",,,7,5,2","","","  11.1",",,,7,5,2","68.1",",,,7","","","9.46",",7","15.80",",,,7","3.12",",,,7"
"USC00386114","2012-03","34.1944","-79.2472","33.5","MULLINS, SC US","32.0","7","30.3",",7","10",",7","5",",7","1",",7","","","","","0",",7","2",",7","0",",7","22",",7","0",",7","3","","","","-1.1",",7,06,","","","","","51.8",",,7,04,","30.0",",7,30,","1206.3","7","  16.7",",,,7,5,2","","","85.5",",7","  18.3",",,,7,5,2","  10.6",",,,7,5,2","","","  12.8",",,,7,5,2","  14.5",",,,7,5,2","","","  15.7",",,,7,5,2","105.6",",,,7","","","16.55",",7","23.57",",,,7","9.53",",,,7"
"USC00386114","2012-04","34.1944","-79.2472","33.5","MULLINS, SC US","61.5","7","29.5",",7","11",",7","8",",7","1",",7","","","","","0",",7","0",",7","0",",7","22",",7","0",",7","1","","1","","2.8",",7,24,+","","","","","33.8",",,7,28,","29.4",",7,18,","1283.1","7","  17.2",",,,7,5,2","","","76.8",",7","  17.2",",,,7,5,2","   8.3",",,,7,5,2","","","  11.7",",,,7,5,2","  14.1",",,,7,5,2","","","  15.5",",,,7,5,2","101.3",",,,7","","","16.75",",7","23.08",",,,7","10.43",",,,7"
