"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USW00012920","1949-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","278.1","0","108.9",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","9","","","","10","","6.7",",0,05,","0",",,0,30,+","0",",T,0,23,","67.3",",,0,25,","37.2",",0,14,","178.0","1,,,0","511.3","0","19.7",",0","","","","","194.6",",,,0","0",",T,,0","21.31",",0","26.84",",,,0","15.78",",,,0","","","5660",",,,0","",""
"USW00012920","1949-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","583.9","0","305.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","4","","","","7","","18.3",",0,13,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,09,","38.9",",0,31,+","24.8",",,,0","511.3","0","0.0",",0","","","","","12.5",",,,0","0",",,,0","28.20",",0","33.83",",,,0","22.57",",,,0","","","7444",",,,0","",""
"USW00012920","1949-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","938.0","0","354.1",",0","2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","1","","","","6","","18.3",",0,09,+","0",",,0,30,+","0",",,0,30,+","65.5",",,0,25,","42.8",",0,24,","354.9",",,,0","511.3","0","0.0",",0","","","","","106.9",",,,0","0",",,,0","30.14",",0","36.39",",,,0","23.88",",,,0","","","5802",",,,0","",""
"USW00012920","1949-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1333.7","0","395.7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","5","","22.8",",0,31,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,15,","39.4",",0,30,+","376.9",",,,0","0.0","0","0.0",",0","","","","","1.3",",,,0","0",",,,0","31.10",",0","37.47",",,,0","24.73",",,,0","","","5787",",,,0","",""
"USW00012920","1949-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1729.6","0","395.9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","2","","21.7",",0,03,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,04,","41.1",",0,15,+","380.6",",,,0","0.0","0","0.0",",0","","","","","6.2",",,,0","0",",,,0","31.10",",0","37.99",",,,0","24.22",",,,0","","","4856",",,,0","",""
"USW00012920","1949-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2054.0","0","324.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","8","","18.3",",0,25,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,20,","38.3",",0,18,+","281.6",",,,0","0.0","0","0.0",",0","","","","","47.4",",,,0","0",",,,0","29.15",",0","35.05",",,,0","23.25",",,,0","","","4233",",,,0","",""
"USW00012920","1949-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2242.0","0","188.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","14",",0","6","","","","3","","8.3",",0,31,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,28,","35.6",",0,20,+","178.3",",,,0","8.6","0","8.6",",0","","","","","40.9",",,,0","0",",,,0","24.12",",0","29.75",",,,0","18.49",",,,0","","","4398",",,,0","",""
"USW00012920","1949-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2303.9","0","61.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","4","","","","","","5.0",",0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,21,","36.1",",0,28,","148.0","1,,,0","24.9","0","16.3",",0","","","","","0.0",",T,,0","0",",,,0","19.85",",0","27.82",",,,0","11.89",",,,0","","","2561",",,,0","",""
"USW00012920","1949-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2333.4","0","29.5",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","15","","","","1","","1.7",",0,23,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,02,","29.4",",0,20,","74.5",",,,0","120.2","0","95.3",",0","","","","","32.1",",,,0","0",",,,0","16.21",",0","20.57",",,,0","11.85",",,,0","","","2931",",,,0","",""
"USW00012920","1950-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","80.5","0","80.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","6","","","","","","2.2",",0,08,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,01,","33.9",",0,25,","109.7",",,,0","176.9","0","56.7",",0","","","","","0.3",",,,0","0",",,,0","19.10",",0","24.85",",,,0","13.36",",,,0","","","3494",",,,0","",""
"USW00012920","1950-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","140.2","0","59.7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","9","","","","4","","2.8",",0,14,","0",",,0,28,+","0",",,0,28,+","3.3",",,0,03,","33.3",",0,28,","124.4","3,,,0","231.1","0","54.2",",0","","","","","9.1",",,,0","0",",,,0","18.53",",0","24.40",",,,0","12.66",",,,0","","","3327",",,,0","",""
"USW00012920","1950-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","246.6","0","106.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","9",",0","5","","","","3","","5.6",",0,14,+","0",",,0,31,+","0",",,0,31,+","10.9",",,0,17,","40.6",",0,26,","216.7",",,,0","275.8","0","44.7",",0","","","","","17.3",",,,0","0",",,,0","20.32",",0","27.14",",,,0","13.51",",,,0","","","4580",",,,0","",""
"USW00012920","1950-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","432.8","0","186.2",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","5","","","","5","","10.6",",0,06,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,20,","40.0",",0,29,","243.4",",,,0","279.9","0","4.1",",0","","","","","14.1",",,,0","0",",,,0","24.40",",0","30.65",",,,0","18.15",",,,0","","","5563",",,,0","",""
"USW00012920","1950-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","748.2","0","315.4",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","1","","","","10","","18.3",",0,22,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,27,","40.6",",0,30,+","315.2",",,,0","279.9","0","0.0",",0","","","","","103.4",",,,0","0",",,,0","28.51",",0","34.68",",,,0","22.34",",,,0","","","6018",",,,0","",""
"USW00012920","1950-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1093.2","0","345.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","2","","","","5","","21.7",",0,01,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,02,","38.9",",0,24,","319.4","1,,,0","279.9","0","0.0",",0","","","","","28.7",",,,0","0",",,,0","29.83",",0","35.92",",,,0","23.75",",,,0","","","5309","1,,,0","",""
"USW00012920","1950-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1502.3","0","409.1",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","23.3",",0,02,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,13,","40.0",",0,28,+","361.0","4,,,0","0.0","0","0.0",",0","","","","","13.5",",,,0","0",",,,0","31.53",",0","38.01",",,,0","25.05",",,,0","","","6744","3,,,0","",""
"USW00012920","1950-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1890.1","0","387.8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","4","","21.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","7.1",",,0,28,","40.6",",0,05,","375.3",",,,0","0.0","0","0.0",",0","","","","","10.6",",,,0","0",",,,0","30.84",",0","37.57",",,,0","24.12",",,,0","","","5008",",,,0","",""
"USW00012920","1950-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2231.3","0","341.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","","","","","2","","19.4",",0,26,","0",",,0,30,+","0",",,0,30,+","12.4",",,0,23,","40.0",",0,10,","299.6","1,,,0","0.0","0","0.0",",0","","","","","21.6",",,,0","0",",,,0","29.71",",0","35.65",",,,0","23.77",",,,0","","","4389","1,,,0","",""
"USW00012920","1950-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2474.6","0","243.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","2","","","","","","13.9",",0,21,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,20,","36.1",",0,07,","251.5",",,,0","0.0","0","0.0",",0","","","","","0.0",",T,,0","0",",,,0","26.18",",0","32.94",",,,0","19.43",",,,0","","","3795",",,,0","",""
"USW00012920","1950-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2561.5","0","86.9",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","5","","","","","","1.7",",0,11,","0",",,0,30,+","0",",,0,30,+","49.0",",,0,17,","32.8",",0,19,+","176.8",",,,0","60.0","0","60.0",",0","","","","","51.6",",,,0","0",",,,0","19.23",",0","25.85",",,,0","12.61",",,,0","","","4533",",,,0","",""
"USW00012920","1950-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2574.5","0","13.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","7","","","","","","-1.7",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,","31.1",",0,02,","125.6",",,,0","178.5","0","118.5",",0","","","","","0.0",",T,,0","0",",,,0","14.93",",0","22.76",",,,0","7.10",",,,0","","","3184",",,,0","",""
"USW00012920","1951-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","18.3","0","18.3",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","1",",0","22",",0","0",",0","6","","","","1","","-5.0",",0,31,","0",",,0,31,+","0",",T,0,31,+","0.8",",,0,30,+","29.4",",0,18,+","131.2","3,,,0","319.0","0","140.5",",0","","","","","2.2",",,,0","0",",T,,0","14.39",",0","21.72",",,,0","7.06",",,,0","","","4187",",,,0","",""
"USW00012920","1951-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","75.0","0","56.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","22",",0","2",",0","7","","","","1","","-7.8",",0,02,","0",",,0,28,+","0",",T,0,14,","6.6",",,0,14,","32.8",",0,28,","154.3","2,,,0","429.2","0","110.2",",0","","","","","6.6",",,,0","0",",T,,0","16.42",",0","23.89",",,,0","8.96",",,,0","","","5168",",,,0","",""
"USW00012920","1951-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","184.4","0","109.4",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","7",",0","3","","","","1","","0.0",",0,13,","0",",,0,31,+","0",",T,0,12,","21.1",",,0,25,","33.9",",0,17,+","227.2","1,,,0","476.6","0","47.4",",0","","","","","26.0",",,,0","0",",T,,0","20.33",",0","26.84",",,,0","13.83",",,,0","","","5582",",,,0","",""
"USW00012920","1951-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","375.2","0","190.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","1","","","","2","","9.4",",0,12,","0",",,0,30,+","0",",T,0,09,","5.6",",,0,28,","41.1",",0,30,","317.0",",,,0","478.9","0","2.3",",0","","","","","6.9",",,,0","0",",T,,0","24.62",",0","31.64",",,,0","17.59",",,,0","","","5851","1,,,0","",""
"USW00012920","1951-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","648.2","0","273.0",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","7","","15.6",",0,08,","0",",,0,31,+","0",",,0,31,+","39.9",",,0,11,","37.8",",0,29,+","286.4","2,,,0","478.9","0","0.0",",0","","","","","47.8",",,,0","0",",,,0","27.14",",0","33.04",",,,0","21.25",",,,0","","","6127","1,,,0","",""
"USW00012920","1951-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1009.9","0","361.7",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","1","","","","2","","19.4",",0,04,+","0",",,0,30,+","0",",,0,30,+","25.4",",,0,25,","41.1",",0,18,+","358.8","1,,,0","478.9","0","0.0",",0","","","","","47.5",",,,0","0",",,,0","30.39",",0","36.72",",,,0","24.06",",,,0","","","7494","1,,,0","",""
"USW00012920","1951-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1423.7","0","413.8",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","2","","22.8",",0,18,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,12,","40.0",",0,29,+","432.0",",,,0","0.0","0","0.0",",0","","","","","4.8",",,,0","0",",,,0","31.68",",0","38.08",",,,0","25.28",",,,0","","","7661",",,,0","",""
"USW00012920","1951-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1836.1","0","412.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","3","","22.8",",0,18,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,18,","41.1",",0,08,","377.8","2,,,0","0.0","0","0.0",",0","","","","","10.9",",,,0","0",",,,0","31.64",",0","38.13",",,,0","25.15",",,,0","","","6686","1,,,0","",""
"USW00012920","1951-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2146.9","0","310.8",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","2","","","","4","","15.6",",0,18,+","0",",,0,30,+","0",",,0,30,+","103.4",",,0,14,","40.0",",0,01,","268.2","2,,,0","0.0","0","0.0",",0","","","","","218.9",",,,0","0",",,,0","28.69",",0","34.14",",,,0","23.24",",,,0","","","5529",",,,0","",""
"USW00012920","1951-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2364.3","0","217.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","3","","","","1","","13.9",",0,10,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,07,","37.8",",0,03,","202.9",",,,0","0.3","0","0.3",",0","","","","","11.2",",,,0","0",",,,0","25.34",",0","31.00",",,,0","19.67",",,,0","","","4226",",,,0","",""
"USW00012920","1951-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2425.3","0","61.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","3",",0","4","","","","","","0.6",",0,03,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,26,","35.0",",0,13,","139.2",",,,0","84.0","0","83.7",",0","","","","","9.4",",,,0","0",",,,0","17.58",",0","23.47",",,,0","11.69",",,,0","","","4433",",,,0","",""
"USW00012920","1951-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2476.8","0","51.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","1",",0","6","","","","1","","0.0",",0,16,","0",",,0,31,+","0",",T,0,15,","1.3",",,0,14,","35.0",",0,06,","138.8",",,,0","175.9","0","91.9",",0","","","","","1.3",",,,0","0",",T,,0","17.03",",0","23.57",",,,0","10.49",",,,0","","","3618","1,,,0","",""
"USW00012920","1952-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","63.2","0","63.2",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","7","","","","","","3.9",",0,11,+","0",",,0,31,+","0",",,0,31,+","2.0",",,0,03,","31.1",",0,26,+","139.5",",,,0","241.5","0","65.6",",0","","","","","2.6",",,,0","0",",,,0","18.26",",0","24.51",",,,0","12.00",",,,0","","","4258","1,,,0","",""
"USW00012920","1952-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","102.7","0","39.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","3","","","","1","","2.8",",0,26,+","0",",,0,29,+","0",",,0,29,+","4.8",",,0,25,","34.4",",0,29,","173.5","2,,,0","293.2","0","51.7",",0","","","","","8.8",",,,0","0",",,,0","17.91",",0","25.11",",,,0","10.71",",,,0","","","4538",",,,0","",""
"USW00012920","1952-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","187.3","0","84.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","5","","","","","","5.0",",0,24,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,10,","40.0",",0,21,","224.6","2,,,0","323.2","0","30.0",",0","","","","","10.1",",,,0","0",",,,0","20.09",",0","26.21",",,,0","13.98",",,,0","","","5280",",,,0","",""
"USW00012920","1952-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","338.4","0","151.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","2","","","","1","","10.0",",0,11,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,19,","36.1",",0,21,","257.4",",,,0","327.4","0","4.2",",0","","","","","3.3",",,,0","0",",,,0","23.23",",0","29.55",",,,0","16.91",",,,0","","","6153",",,,0","",""
"USW00012920","1952-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","594.0","0","255.6",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","2","","","","4","","15.0",",0,20,+","0",",,0,31,+","0",",,0,31,+","44.7",",,0,24,","40.6",",0,09,","355.9",",,,0","327.4","0","0.0",",0","","","","","73.7",",,,0","0",",,,0","26.58",",0","33.56",",,,0","19.60",",,,0","","","6898",",,,0","",""
"USW00012920","1952-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","926.1","0","332.1",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","1","","","","3","","20.0",",0,06,+","0",",,0,30,+","0",",T,0,06,+","70.1",",,0,06,","37.8",",0,16,","363.6",",,,0","327.4","0","0.0",",0","","","","","114.3",",,,0","0",",T,,0","29.40",",0","35.15",",,,0","23.65",",,,0","","","7835",",,,0","",""
"USW00012920","1952-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1309.8","0","383.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","1","","","","1","","22.2",",0,09,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,09,","39.4",",0,17,","381.2",",,,0","0.0","0","0.0",",0","","","","","3.0",",,,0","0",",,,0","30.71",",0","37.11",",,,0","24.31",",,,0","","","7209",",,,0","",""
"USW00012920","1952-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1733.7","0","423.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","22.8",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.6",",0,16,+","445.5",",,,0","0.0","0","0.0",",0","","","","","0.0",",,,0","0",",,,0","32.01",",0","38.97",",,,0","25.05",",,,0","","","7871",",,,0","",""
"USW00012920","1952-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2033.9","0","300.2",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","2","","17.8",",0,29,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,15,","40.6",",0,01,","249.4","3,,,0","0.0","0","0.0",",0","","","","","13.5",",,,0","0",",,,0","28.34",",0","34.93",",,,0","21.75",",,,0","","","3364","5,,,0","",""
"USW00012920","1952-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2173.1","0","139.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","","","7.2",",0,08,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,15,","35.6",",0,05,+","219.1","3,,,0","5.5","0","5.5",",0","","","","","0.0",",T,,0","0",",,,0","22.65",",0","30.16",",,,0","15.13",",,,0","","","3905","2,,,0","",""
"USW00012920","1952-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2240.5","0","67.4",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","10","","","","","","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,10,","32.2",",0,01,","120.3","3,,,0","93.6","0","88.1",",0","","","","","23.4",",,,0","0",",,,0","17.64",",0","22.78",",,,0","12.50",",,,0","","","4517","3,,,0","",""
"USW00012920","1952-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2249.2","0","8.7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","11","","","","","","2.2",",0,15,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,29,","30.0",",0,08,","92.1","2,,,0","236.6","0","143.0",",0","","","","","15.0",",,,0","0",",,,0","14.00",",0","19.62",",,,0","8.38",",,,0","","","3598","3,,,0","",""
"USW00012920","1953-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","24.1","0","24.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","2",",0","4","","","","","","-0.6",",0,17,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,16,","32.2",",0,19,+","","","307.3","0","70.7",",0","","","","","0.8",",,,0","0",",,,0","16.83",",0","25.00",",,,0","8.65",",,,0","","","4755","2,,,0","",""
"USW00012920","1953-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","55.8","0","31.7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","3",",0","7","","","","","","2.8",",0,22,","0",",,0,28,+","0",",,0,28,+","14.7",",,0,23,","32.8",",0,10,","151.6","2,,,0","398.4","0","91.1",",0","","","","","21.9",",,,0","0",",,,0","16.21",",0","22.70",",,,0","9.72",",,,0","","","4832",",,,0","",""
"USW00012920","1953-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","242.4","0","186.6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","12",",0","1","","","","2","","7.8",",0,05,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,12,","36.1",",0,21,","182.6","3,,,0","406.2","0","7.8",",0","","","","","11.5",",,,0","0",",,,0","24.10",",0","29.82",",,,0","18.39",",,,0","","","5166","2,,,0","",""
"USW00012920","1953-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","471.7","0","229.3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","1","","","","2","","10.6",",0,19,","0",",,0,30,+","0",",,0,30,+","13.0",",,0,01,","40.0",",0,30,","286.6","1,,,0","409.0","0","2.8",",0","","","","","13.0",",,,0","0",",,,0","25.89",",0","32.92",",,,0","18.85",",,,0","","","5431",",,,0","",""
"USW00012920","1953-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","782.2","0","310.5","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","25","1,0","4","","","","2","","12.2",",0,05,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,13,","40.6","1,0,22,+","308.5","3,,,0","409.0","0","0.0","1,0","","","","","33.2",",,,0","0",",,,0","28.54","1,0","35.66","1,,,0","21.42",",,,0","","","","","",""
"USW00012920","1953-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1197.2","0","415.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","","","","","2","","21.7",",0,12,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,12,","41.7",",0,19,","377.3","4,,,0","409.0","0","0.0",",0","","","","","16.7",",,,0","0",",,,0","32.17",",0","38.90",",,,0","25.43",",,,0","","","6380","5,,,0","",""
"USW00012920","1953-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1627.7","0","430.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","23.3",",0,15,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,14,","40.6",",0,20,+","455.4","1,,,0","0.0","0","0.0",",0","","","","","8.9",",,,0","0",",,,0","32.22",",0","38.95",",,,0","25.49",",,,0","","","8206",",,,0","",""
