"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094850","1978-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","21",",0","11",",0","1",",0","30","1,0","14","1,0","8",",0","31",",0","30",",0","0",",0","0",",0","6","","1","","","","-24.4",",0,01,","1143","1,,0,29,","282","1,,0,26,","28.2",",,0,26,","0.6",",0,07,","3054.7","0","921.6",",0","100.1",",,,0","","","1393","1,,,0","-11.40",",0","-7.35",",,,0","-15.44",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","15",",0","5",",0","0",",0","28",",0","8",",0","10",",0","28",",0","28",",0","0",",0","0",",0","4","","","","","","-28.9",",0,03,","1041",",,0,08,","152",",,0,05,","7.4",",,0,05,","0.0",",0,12,","3894.9","0","840.2",",0","34.8",",,,0","","","634",",,,0","-11.68",",0","-6.64",",,,0","-16.71",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","9",",0","1",",0","0",",0","31",",0","1",",0","9",",0","31",",0","16",",0","0",",0","0",",0","11","","3","","","","-25.0",",0,05,+","660",",,0,04,+","130",",,0,16,","6.4",",,0,16,","9.4",",0,27,","4647.3","0","752.4",",0","14.4",",,,0","","","230",",,,0","-5.94",",0","0.39",",,,0","-12.27",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","10",",0","4",",0","0",",0","19",",0","0",",0","0",",0","30",",0","3",",0","0",",0","0",",0","13","","4","","","","-8.9",",0,22,+","178",",,0,04,+","18",",,0,19,","8.9",",,0,09,","20.0",",0,28,","5155.1","0","507.8",",0","28.5",",,,0","","","44",",,,0","1.41",",0","5.87",",,,0","-3.06",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","19.4","0","19.4",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","16","","5","","3","","-3.9",",0,02,","0",",,0,31,+","0",",,0,31,+","57.7",",,0,13,","31.7",",0,26,","5373.9","0","218.8",",0","130.1",",,,0","","","0",",,,0","11.90",",0","18.32",",,,0","5.49",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","33.3","0","13.9",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","13","","2","","4","","-0.6",",0,14,+","0",",,0,30,+","0",",,0,30,+","21.8",",,0,17,","29.4",",0,28,","5502.7","0","128.8",",0","74.6",",,,0","","","0",",,,0","14.50",",0","21.00",",,,0","8.00",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","63.9","0","30.6",",0","12",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","18","","1","","6","","3.9",",0,30,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,07,","28.9",",0,19,+","65.1","0","65.1",",0","108.9",",,,0","","","0",",,,0","17.22",",0","22.95",",,,0","11.49",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","97.4","0","33.5",",0","9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","11","","4","","7","","4.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","47.8",",,0,23,","31.1",",0,14,+","121.8","0","56.7",",0","146.7",",,,0","","","0",",,,0","17.59",",0","23.30",",,,0","11.87",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","109.5","0","12.1",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","15","","4","","4","","-0.6",",0,22,","0",",,0,30,+","0",",,0,30,+","66.3",",,0,11,","31.1",",0,06,","283.4","0","161.6",",0","157.0",",,,0","","","0",",,,0","13.35",",0","17.88",",,,0","8.81",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","109.5","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","2",",0","0",",0","11","","2","","1","","-5.6",",0,28,","0",",T,0,23,+","36",",,0,07,","11.7",",,0,06,","25.0",",0,21,","664.6","0","381.2",",0","40.9",",,,0","","","44",",,,0","6.04",",0","10.74",",,,0","1.34",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","109.5","0","0.0",",0","15",",0","10",",0","1",",0","13",",0","9",",0","3",",0","25",",0","14",",0","1",",0","0",",0","10","","1","","","","-20.6",",0,30,","356",",,0,30,+","91",",,0,29,","28.7",",,0,17,","21.7",",0,03,","1270.8","0","606.2",",0","73.4",",,,0","","","515",",,,0","-1.87",",0","2.59",",,,0","-6.34",",,,0","","","","","","","","","","","","","",""
"USW00094850","1978-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","109.5","0","0.0",",0","15",",0","7",",0","0",",0","29","2,0","9","1,0","8",",0","31",",0","30",",0","0",",0","0",",0","8","","","","","","-22.8",",0,28,","711","2,,0,31,","150","1,,0,29,","15.0",",,0,29,","1.1",",0,12,","2145.7","0","874.9",",0","58.7",",,,0","","","680","1,,,0","-9.89",",0","-5.74",",,,0","-14.04",",,,0","","","","","","","","","","","","","",""
"USW00094850","1979-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","21",",0","9",",0","0",",0","31",",0","12",",0","15",",0","31",",0","31",",0","0",",0","0",",0","10","","","","","","-31.7",",0,16,+","1168",",,0,31,","203",",,0,23,","12.7",",,0,23,","-3.9",",0,28,+","3168.5","0","1022.8",",0","62.3",",,,0","","","1008",",,,0","-14.66",",0","-10.80",",,,0","-18.52",",,,0","","","330",",X","","","","","10.3",",X","","","",""
"USW00094850","1979-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","16",",0","6",",0","0",",0","28",",0","6",",0","20",",0","28",",0","24",",0","0",",0","0",",0","4","","2","","","","-36.7",",0,17,","1245",",,0,09,","109",",,0,15,","9.4",",,0,21,","6.7",",0,27,","4072.6","0","904.1",",0","50.6",",,,0","41.5",",X","586",",,,0","-13.96",",0","-7.93",",,,0","-19.98",",,,0","7284",",X","","","","","315",",X","","","","","13.0",",X"
"USW00094850","1979-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","7",",0","3",",0","31",",0","7",",0","6",",0","28",",0","14",",0","0",",0","0",",0","14","","6","","","","-23.3",",0,27,","1143",",,0,26,","358",",,0,24,","49.0",",,0,23,","10.6",",0,22,","4773.1","0","700.5",",0","154.5",",,,0","30.6",",X","1115",",,,0","-4.26",",0","0.54",",,,0","-9.07",",,,0","6768",",X","","","","","360",",X","","","","","16.5",",X"
"USW00094850","1979-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","23",",0","3",",0","1",",0","20",",0","4",",0","1",",0","0",",0","9","","1","","","","-20.6",",0,07,","711",",,0,01,","157",",,0,08,","17.3",",,0,08,","21.1",",0,24,","5282.9","0","509.8",",0","46.8",",,,0","55.1",",X","299",",,,0","1.34",",0","7.32",",,,0","-4.64",",,,0","13554",",X","","","","","315",",X","","","","","18.8",",X"
"USW00094850","1979-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","8",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","9","","5","","3","","-6.1",",0,01,","0",",,0,31,+","0",",T,0,05,","32.3",",,0,19,","26.7",",0,10,","5607.4","0","324.5",",0","68.7",",,,0","44.2",",X","0",",T,,0","7.86",",0","13.47",",,,0","2.25",",,,0","12432",",X","","","","","315",",X","","","","","10.3",",X"
"USW00094850","1979-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","7.8","0","7.8",",0","14",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","9","","2","","7","","0.6",",0,24,","0",",,0,30,+","0",",,0,30,+","52.3",",,0,16,","30.0",",0,15,","5730.3","0","122.9",",0","155.8",",,,0","61.9",",X","0",",,,0","14.50",",0","20.57",",,,0","8.43",",,,0","17556",",X","","","","","360",",X","","","","","14.3",",X"
"USW00094850","1979-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","56.1","0","48.3",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","8","","3","","9","","3.9",",0,05,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,30,","31.7",",0,12,","53.3","0","53.3",",0","117.6",",,,0","63.9",",X","0",",,,0","18.17",",0","24.71",",,,0","11.63",",,,0","18390",",X","","","","","360",",X","","","","","10.3",",X"
"USW00094850","1979-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","70.9","0","14.8",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11","","6","","5","","5.0",",0,16,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,04,","27.8",",0,07,+","140.2","0","86.9",",0","35.8",",,,0","56.0",",X","0",",,,0","16.01",",0","22.03",",,,0","9.99",",,,0","14922",",X","","","","","315",",X","","","","","11.2",",X"
"USW00094850","1979-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","81.2","0","10.3",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","12","","","","4","","0.0",",0,23,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,11,","30.0",",0,05,","308.5","0","168.3",",0","53.2",",,,0","55.2",",X","0",",,,0","13.07",",0","19.59",",,,0","6.54",",,,0","12372",",X","","","","","360",",X","","","","","10.7",",X"
"USW00094850","1979-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","81.2","0","0.0",",0","20",",0","12",",0","3",",0","11",",0","5",",0","0",",0","19",",0","2",",0","0",",0","0",",0","11","","6","","3","","-5.6",",0,18,","152",",,0,24,","218",",,0,23,","54.1",",,0,22,","19.4",",0,20,","748.6","0","440.1",",0","192.6",",,,0","19.6",",X","472",",,,0","4.14",",0","8.05",",,,0","0.23",",,,0","4020",",X","","","","","360",",X","","","","","13.9",",X"
"USW00094850","1979-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","81.2","0","0.0",",0","19",",0","8",",0","0",",0","19",",0","10",",0","1",",0","29",",0","10",",0","0",",0","0",",0","4","","","","","","-17.8",",0,11,","178",",,0,30,+","213",",,0,26,","20.3",",,0,26,","13.3",",0,18,","1351.5","0","602.9",",0","62.7",",,,0","26.2",",X","630",",,,0","-1.76",",0","1.85",",,,0","-5.38",",,,0","4440",",X","","","","","315",",X","","","","","13.9",",X"
"USW00094850","1979-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","81.2","0","0.0",",0","15",",0","4",",0","0",",0","31",",0","4",",0","2",",0","31",",0","18",",0","0",",0","0",",0","6","","4","","","","-20.6",",0,17,","330",",,0,10,+","165",",,0,07,","16.0",",,0,07,","6.1",",0,30,+","2066.5","0","715.0",",0","39.7",",,,0","28.2",",X","480",",,,0","-4.73",",0","-1.09",",,,0","-8.37",",,,0","4542",",X","","","","","360",",X","","","","","11.6",",X"
"USW00094850","1980-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","21",",0","9",",0","0",",0","31",",0","9",",0","14",",0","31",",0","28",",0","0",",0","0",",0","4","","","","","","-30.0",",0,09,","483",",,0,25,","163",",,0,06,","14.2",",,0,16,","4.4",",0,11,","2960.4","0","893.9",",0","75.0",",,,0","26.4",",X","861",",,,0","-10.50",",0","-5.60",",,,0","-15.40",",,,0","4422",",X","","","","","315",",X","","","","","19.7",",X"
"USW00094850","1980-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","20",",0","6",",0","0",",0","29",",0","13",",0","13",",0","29",",0","26",",0","0",",0","0",",0","7","","","","","","-23.9",",0,26,+","787",",,0,29,","112",",,0,02,","4.6",",,0,29,","2.8",",0,20,","3801.8","0","841.4",",0","37.5",",,,0","25.4",",X","768",",,,0","-10.68",",0","-5.82",",,,0","-15.54",",,,0","4596",",X","","","","","315",",X","","","","","11.2",",X"
"USW00094850","1980-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","31",",0","4",",0","7",",0","31",",0","16",",0","0",",0","0",",0","4","","","","1","","-23.9",",0,12,","787",",,0,01,","46",",,0,23,","3.6",",,0,23,","10.6",",0,19,","4555.6","0","753.8",",0","14.2",",,,0","54.5",",X","178",",,,0","-5.98",",0","-0.18",",,,0","-11.79",",,,0","12060",",X","","","","","315",",X","","","","","15.6",",X"
"USW00094850","1980-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","1.1","0","1.1",",0","13",",0","9",",0","1",",0","16",",0","4",",0","0",",0","21",",0","1",",0","2",",0","1",",0","10","","6","","","","-13.9",",0,16,","152",",,0,01,","109",",,0,24,","38.6",",,0,08,","33.3",",0,22,","4988.4","0","432.8",",0","104.4",",,,0","41.0",",X","289",",,,0","3.94",",0","9.25",",,,0","-1.37",",,,0","10044",",X","","","","","360","2,X","","","","","13.9","2,X"
"USW00094850","1980-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","12.8","0","11.7",",0","7",",0","4",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","16",",0","0",",0","7","","","","1","","-1.1",",0,09,","0",",T,0,07,","30",",,0,07,","22.1",",,0,31,","31.7",",0,22,","5181.1","0","192.7",",0","47.5",",,,0","68.1",",X","35",",,,0","12.49",",0","19.71",",,,0","5.27",",,,0","19092",",X","","","","","360",",X","","","","","13.0",",X"
"USW00094850","1980-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","32.0","0","19.2",",0","13",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","9","","2","","7","","0.0",",0,08,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,07,","31.7",",0,25,","5335.0","0","153.9",",0","63.8",",,,0","57.6",",X","0",",,,0","13.84",",0","20.17",",,,0","7.52",",,,0","16362",",X","","","","","360",",X","","","","","12.5",",X"
"USW00094850","1980-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","74.5","0","42.5",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","7","","2","","8","","3.9",",0,27,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,20,","32.2",",0,10,","30.8","0","30.8",",0","80.9",",,,0","64.5",",X","0",",,,0","18.71",",0","25.36",",,,0","12.06",",,,0","18516",",X","","","","","225",",X","","","","","12.1",",X"
"USW00094850","1980-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","105.9","0","31.4",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","13","","1","","7","","6.7",",0,16,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,04,","30.6",",0,07,","70.4","0","39.6",",0","88.9",",,,0","46.8",",X","0",",,,0","18.07",",0","23.19",",,,0","12.95",",,,0","12378",",X","","","","","225",",X","","","","","8.5",",X"
"USW00094850","1980-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.4","0","2.5",",0","19",",0","12",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","8",",0","0",",0","14","","5","","9","","-2.8",",0,28,","0",",T,0,26,","3",",,0,26,","40.1",",,0,13,","28.3",",0,08,","275.5","0","205.1",",0","176.2",",,,0","43.8",",X","3",",,,0","11.58",",0","17.03",",,,0","6.13",",,,0","10008",",X","","","","","315",",X","","","","","14.8",",X"
"USW00094850","1980-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.4","0","0.0",",0","17",",0","9",",0","0",",0","2",",0","5",",0","0",",0","24",",0","1",",0","0",",0","0",",0","6","","3","","1","","-6.7",",0,28,","25",",,0,27,+","84",",,0,11,","14.0",",,0,24,","20.0",",0,07,","731.5","0","456.0",",0","68.9",",,,0","32.4",",X","303",",,,0","3.62",",0","8.10",",,,0","-0.85",",,,0","6618",",X","","","","","225",",X","","","","","13.9",",X"
"USW00094850","1980-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.4","0","0.0",",0","15",",0","5",",0","0",",0","22",",0","6",",0","0",",0","28",",0","7",",0","0",",0","0",",0","8","","","","","","-14.4",",0,16,","127",",,0,30,","71",",,0,08,","14.0",",,0,12,","11.7",",0,22,+","1318.5","0","587.0",",0","48.8",",,,0","20.1",",X","332",",,,0","-1.23",",0","2.91",",,,0","-5.38",",,,0","3384",",X","","","","","315",",X","","","","","10.3",",X"
"USW00094850","1980-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","108.4","0","0.0",",0","23",",0","8",",0","0",",0","31",",0","16",",0","9",",0","30",",0","25",",0","0",",0","0",",0","8","","3","","","","-22.2",",0,20,","381",",,0,24,","147",",,0,02,","9.4",",,0,17,","2.8",",0,07,+","2173.4","0","854.9",",0","56.0",",,,0","22.3",",X","1053",",,,0","-9.24",",0","-5.48",",,,0","-13.01",",,,0","3576",",X","","","","","315",",X","","","","","14.3",",X"
"USW00094850","1981-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","18",",0","7",",0","0",",0","31",",0","11",",0","11",",0","31",",0","24",",0","0",",0","0",",0","6","","1","","","","-24.4",",0,03,+","660",",,0,17,","269",",,0,15,","10.4",",,0,15,","7.8",",0,19,","3053.9","0","880.5",",0","50.1",",,,0","34.7",",X","1064",",,,0","-10.07",",0","-4.85",",,,0","-15.29",",,,0","5880",",X","","","","","315",",X","","","","","13.0",",X"
"USW00094850","1981-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","16",",0","8",",0","0",",0","28",",0","7",",0","11",",0","25",",0","16",",0","0",",0","0",",0","7","","4","","","","-35.6",",0,12,","787",",,0,11,","218",",,0,07,","12.2",",,0,07,","16.1",",0,17,","3779.1","0","725.2",",0","55.5",",,,0","31.6",",X","750",",,,0","-7.57",",0","-2.45",",,,0","-12.68",",,,0","5424",",X","","","","","315",",X","","","","","11.6",",X"
"USW00094850","1981-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","19",",0","10",",0","0",",0","28",",0","10",",0","1",",0","28",",0","12",",0","0",",0","0",",0","6","","2","","1","","-20.6",",0,03,","508",",,0,19,","185",",,0,18,","7.9",",,0,18,","16.1",",0,28,","4429.7","0","650.6",",0","58.7",",,,0","36.7",",X","865",",,,0","-2.65",",0","2.76",",,,0","-8.07",",,,0","8160",",X","","","","","315",",X","","","","","12.5",",X"
"USW00094850","1981-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","12",",0","4",",0","1",",0","3",",0","2",",0","0",",0","24",",0","1",",0","1",",0","0",",0","7","","4","","1","","-8.9",",0,06,","25",",,0,24,+","51",",,0,23,","41.9",",,0,23,","21.1",",0,17,","4864.1","0","434.4",",0","78.9",",,,0","43.9",",X","106",",,,0","3.85",",0","9.65",",,,0","-1.95",",,,0","10692",",X","","","","","315","2,X","","","","","15.2","2,X"
"USW00094850","1981-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.5","0","0.5",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","5",",0","0",",0","8","","4","","1","","-4.4",",0,18,+","0",",,0,31,+","0",",T,0,09,","20.8",",,0,04,","27.2",",0,22,+","5156.1","0","292.0",",0","61.8",",,,0","57.6",",X","0",",T,,0","8.93",",0","15.87",",,,0","1.99",",,,0","16074",",X","","","","","360",",X","","","","","15.2",",X"
"USW00094850","1981-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","7.5","0","7.0",",0","16",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","11","","3","","12","","3.9",",0,17,+","0",",,0,30,+","0",",,0,30,+","43.9",",,0,03,","26.7",",0,15,+","5253.6","0","97.5",",0","167.9",",,,0","49.7",",X","0",",,,0","15.32",",0","21.28",",,,0","9.36",",,,0","14124",",X","","","","","225",",X","","","","","10.7",",X"
"USW00094850","1981-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","62.3","0","54.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","10","","6","","3","","4.4",",0,22,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,20,","33.3",",0,08,+","42.9","0","42.9",",0","14.5",",,,0","70.6",",X","0",",,,0","18.72",",0","25.68",",,,0","11.75",",,,0","20226",",X","","","","","360",",X","","","","","7.6",",X"
"USW00094850","1981-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","87.3","0","25.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","18","","10","","5","","2.2",",0,17,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,06,","28.3",",0,23,+","88.8","0","45.9",",0","57.9",",,,0","54.3",",X","0",",,,0","17.66",",0","23.13",",,,0","12.19",",,,0","14346",",X","","","","","360",",X","","","","","8.5",",X"
"USW00094850","1981-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","88.4","0","1.1",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","7",",0","0",",0","11","","7","","1","","-3.9",",0,23,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,30,","26.7",",0,13,","307.0","0","218.2",",0","53.7",",,,0","41.8",",X","0",",,,0","11.10",",0","16.17",",,,0","6.03",",,,0","9504",",X","","","","","315",",X","","","","","13.9",",X"
"USW00094850","1981-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","88.4","0","0.0",",0","11",",0","8",",0","2",",0","6",",0","3",",0","0",",0","17",",0","1",",0","0",",0","0",",0","18","","2","","2","","-8.9",",0,26,+","25",",,0,25,+","188",",,0,01,","42.2",",,0,01,","18.9",",0,13,","736.1","0","429.1",",0","117.6",",,,0","35.8",",X","361",",,,0","4.49",",0","9.02",",,,0","-0.04",",,,0","7266",",X","","","","","315",",X","","","","","13.4",",X"
"USW00094850","1981-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","88.4","0","0.0",",0","12",",0","4",",0","0",",0","12",",0","3",",0","0",",0","25",",0","6",",0","0",",0","0",",0","6","","1","","","","-17.2",",0,23,","229",",,0,23,+","211",",,0,20,","21.8",",,0,20,","19.4",",0,04,","1244.3","0","508.2",",0","50.9",",,,0","40.1",",X","390",",,,0","1.39",",0","6.06",",,,0","-3.28",",,,0","6972",",X","","","","","315",",X","","","","","13.0",",X"
"USW00094850","1981-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","88.4","0","0.0",",0","20",",0","11",",0","0",",0","31",",0","12",",0","7",",0","31",",0","24",",0","0",",0","0",",0","7","","","","","","-22.8",",0,20,","889",",,0,19,","424",",,0,18,","20.6",",,0,18,","1.1",",0,22,+","2041.2","0","796.9",",0","110.2",",,,0","19.9",",X","2099",",,,0","-7.37",",0","-3.39",",,,0","-11.36",",,,0","3198",",X","","","","","315",",X","","","","","10.7",",X"
"USW00094850","1982-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0","2,0","23",",0","9",",0","1",",0","29","2,0","14","1,0","21","1,0","30","1,0","30","1,0","0","1,0","0","1,0","1","","1","","","","-31.7","1,0,17,","1118","2,,0,25,","312","1,,0,04,","27.9",",,0,04,","-1.1","1,0,28,","3011.2","0","970.0","1,0","88.8",",,,0","38.4",",X","1492","1,,,0","-15.20","2,0","-9.33","1,,,0","-21.06","1,,,0","6492",",X","","","","","360",",X","","","","","14.8",",X"
