"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00145210","1983-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","2,0","14",",0","10",",0","3",",0","2",",0","0","2,0","0","2,0","13","2,0","0",",0","4",",0","0",",0","","","","","-2.8","2,0,07,","51",",,0,04,","0","2,,0,30,+","29.7",",,0,28,","26.1",",0,27,","","","2867.7","0","314.1",",0","","","","","199.8",",,,0","0","2,,,0","7.15","2,0","12.76",",,,0","1.53","2,,,0","","","","","",""
"USC00145210","1983-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","10.9","0","10.9","1,0","11",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","17",",0","0",",0","","","","","-1.1","1,0,03,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,28,","30.0",",0,28,","","","2971.8","0","104.1",",0","","","","","148.5",",,,0","0",",,,0","15.15","1,0","21.49",",,,0","8.82","1,,,0","","","","","",""
"USC00145210","1983-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","109.5","0","98.6","3,0","12",",0","11",",0","2",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","27",",0","0",",0","","","","","7.2","3,0,08,","0",",,0,30,+","0",",,0,30,+","40.1",",,0,19,","31.7",",0,25,+","","","2981.8","0","10.0",",0","","","","","167.9",",,,0","0",",,,0","21.37","3,0","27.14",",,,0","15.60","3,,,0","","","","","",""
"USC00145210","1983-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","337.3","0","227.8","2,0","1",",0","1",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","17",",0","","","","","13.9","2,0,04,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,04,","38.9",",0,28,","","","0.0","0","0.0",",0","","","","","43.4",",,,0","0",",,,0","26.14","2,0","32.89",",,,0","19.38","2,,,0","","","","","",""
"USC00145210","1983-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","634.7","0","297.4","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","30",",0","","","","","14.4","1,0,12,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,30,","40.0",",0,18,+","","","0.0","0","0.0",",0","","","","","8.1",",,,0","0",",,,0","28.25","1,0","36.26",",,,0","20.25","1,,,0","","","","","",""
"USC00145210","1983-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","744.5","0","109.8","4,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","4,0","1","4,0","0",",0","26",",0","12",",0","","","","","-0.6","4,0,23,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,20,","36.1",",0,09,","","","38.6","0","38.6",",0","","","","","58.8",",,,0","0",",,,0","20.94","4,0","28.74",",,,0","13.15","4,,,0","","","","","",""
"USC00145210","1983-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","756.3","0","11.8","1,0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","14","1,0","0","1,0","","","","","2.8",",0,14,+","0",",,0,31,+","0",",,0,31,+","34.8",",,0,19,","31.7","1,0,03,","","","183.3","0","144.7","1,0","","","","","129.8",",,,0","0",",,,0","13.93","1,0","19.74","1,,,0","8.13",",,,0","","","","","",""
"USC00145210","1983-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","756.3","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","18",",0","1",",0","3",",0","0",",0","","","","","-7.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,27,","22.8",",0,03,+","","","532.9","0","349.6",",0","","","","","87.4",",,,0","0",",,,0","6.68",",0","12.67",",,,0","0.70",",,,0","","","","","",""
"USC00145210","1983-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","756.3","0","0.0","1,0","5",",0","5",",0","0",",0","","","","","12","1,0","30","1,0","20",",0","0",",0","0",",0","","","","","-28.9","1,0,25,","","","","","9.9",",,0,21,","7.2",",0,08,","","","1388.6","0","855.7",",0","","","","","30.0",",,,0","","","-10.23","1,0","-5.14",",,,0","-15.31","1,,,0","","","","","",""
"USC00145210","1984-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","20",",0","0","4,0","6",",0","31",",0","13",",0","0",",0","0",",0","","","","","-22.8",",0,20,+","254",",,0,02,+","0","4,,0,31,+","3.0",",,0,16,","13.3",",0,30,","","","2080.2","0","691.6",",0","","","","","3.8",",,,0","0","4,,,0","-3.98",",0","2.14",",,,0","-10.09",",,,0","","","","","",""
"USC00145210","1984-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","1,0","5",",0","5",",0","0",",0","1",",0","0","1,0","1","1,0","25","1,0","1",",0","0",",0","0",",0","","","","","-17.8","1,0,06,","25",",,0,27,","0","1,,0,29,+","11.9",",,0,16,","20.0",",0,12,","","","2508.0","0","427.8",",0","","","","","36.5",",,,0","0","1,,,0","3.10","1,0","10.37",",,,0","-4.17","1,,,0","","","","","",""
"USC00145210","1984-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","9",",0","8",",0","1",",0","","","","","0",",0","28",",0","2",",0","0",",0","0",",0","","","","","-11.1",",0,09,","","","","","54.9",",,0,19,","20.6",",0,16,","","","3007.7","0","499.7",",0","","","","","120.1",",,,0","","","2.21",",0","7.68",",,,0","-3.25",",,,0","","","","","",""
"USC00145210","1984-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.9","0","0.9","1,0","13","1,0","8","1,0","2","1,0","","","0","1,0","0","1,0","3","1,0","0",",0","3",",0","0",",0","","","","","-2.2","1,0,01,","","","0","1,,0,30,+","33.5","1,,0,21,","27.8",",0,27,","","","3271.5","0","263.8",",0","","","","","147.7","1,,,0","0","1,,,0","9.30","1,0","15.07",",,,0","3.54","1,,,0","","","","","",""
"USC00145210","1984-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","15.1","0","14.2","3,0","8",",0","5",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","19",",0","0",",0","","","","","1.7","3,0,08,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,28,","28.3",",0,19,+","","","3361.2","0","89.7",",0","","","","","82.0",",,,0","0",",,,0","15.60","3,0","21.76",",,,0","9.44","3,,,0","","","","","",""
"USC00145210","1984-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","132.3","0","117.2","2,0","13",",0","9",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","1",",0","","","","","8.9","2,0,03,+","0",",,0,30,+","0",",,0,30,+","86.6",",,0,09,","33.3",",0,23,","","","3365.3","0","4.1",",0","","","","","239.8",",,,0","0",",,,0","22.41","2,0","28.65",",,,0","16.17","2,,,0","","","","","",""
"USC00145210","1984-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","317.5","0","185.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","13.3",",0,29,+","0",",,0,31,+","0",",,0,31,+","9.9",",,0,11,","36.1",",0,09,","","","0.0","0","0.0",",0","","","","","14.5",",,,0","0",",,,0","24.31",",0","31.13",",,,0","17.49",",,,0","","","","","",""
"USC00145210","1984-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","553.1","0","235.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","10.0",",0,25,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,22,","41.7",",0,29,","","","0.0","0","0.0",",0","","","","","8.7",",,,0","0",",,,0","25.93",",0","33.90",",,,0","17.96",",,,0","","","","","",""
"USC00145210","1984-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","640.7","0","87.6","1,0","10",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","23",",0","11",",0","","","","","-0.6","1,0,30,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,02,","38.3",",0,01,","","","76.9","0","76.9",",0","","","","","36.4",",,,0","0",",,,0","18.86","1,0","27.10",",,,0","10.62","1,,,0","","","","","",""
"USC00145210","1984-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","648.3","0","7.6","2,0","16",",0","8",",0","0",",0","0",",0","0",",0","0","2,0","7","2,0","0",",0","15",",0","0",",0","","","","","-1.7","2,0,24,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,16,","27.2",",0,05,","","","240.4","0","163.5",",0","","","","","88.0",",,,0","0",",,,0","12.83","2,0","19.60",",,,0","6.05","2,,,0","","","","","",""
"USC00145210","1984-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0","3,0","","","","","","","","","","","0","1,0","25","1,0","5","2,0","1","2,0","0","2,0","","","","","-15.6","1,0,06,","","","","","","","21.1","2,0,29,","","","","","460.6","2,0","","","","","","","","","1.66","3,0","7.71","2,,,0","-4.38","1,,,0","","","","","",""
"USC00145210","1985-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","31",",0","4",",0","10",",0","31",",0","17",",0","0",",0","0",",0","","","","","-30.6",",0,20,","203",",,0,13,+","178",",,0,10,","20.3",",,0,01,","7.2",",0,07,","","","","","796.0",",0","","","","","40.9",",,,0","419",",,,0","-7.34",",0","-1.38",",,,0","-13.31",",,,0","","","","","",""
"USC00145210","1985-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","6",",0","5",",0","1",",0","20",",0","1","1,0","5",",0","25",",0","11",",0","0",",0","0",",0","","","","","-26.1",",0,02,+","178",",,0,08,+","76","1,,0,05,","29.0",",,0,23,","14.4",",0,22,","","","","","645.3",",0","","","","","53.5",",,,0","76","1,,,0","-4.71",",0","1.24",",,,0","-10.67",",,,0","","","","","",""
"USC00145210","1985-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","12.5",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","18",",0","0",",0","","","","","-3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,10,","29.4",",0,19,","","","","","158.8",",0","","","","","80.8",",,,0","0",",,,0","13.46",",0","19.88",",,,0","7.04",",,,0","","","","","",""
"USC00145210","1985-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1.7",",0,15,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,27,","","","","","","","","","","","","","130.7",",,,0","0",",,,0","","","","","11.47",",,,0","","","","","",""
"USC00145210","1985-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","76.2",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","6.7",",0,13,","0",",,0,30,+","0",",,0,30,+","101.9",",,0,04,","32.2",",0,09,","","","","","16.1",",0","","","","","245.4",",,,0","0",",,,0","20.33",",0","26.09",",,,0","14.58",",,,0","","","","","",""
"USC00145210","1985-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","219.6",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","14.4",",0,21,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,15,","37.8",",0,13,","","","0.0","0","0.0",",0","","","","","99.3",",,,0","0",",,,0","25.42",",0","31.80",",,,0","19.03",",,,0","","","","","",""
"USC00145210","1985-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","118.3","1,0","13",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","5",",0","","","","","12.2","1,0,28,+","0",",,0,31,+","0",",,0,31,+","40.9",",,0,22,","33.3",",0,13,+","","","1.7","0","1.7",",0","","","","","174.9",",,,0","0",",,,0","22.15","1,0","27.63",",,,0","16.67","1,,,0","","","","","",""
"USC00145210","1985-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","80.2","2,0","11",",0","9",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","22",",0","7",",0","","","","","1.1","2,0,30,","0",",,0,30,+","0",",,0,30,+","53.8",",,0,23,","36.7",",0,02,","","","68.7","0","67.0",",0","","","","","169.2",",,,0","0",",,,0","18.87","2,0","24.68",",,,0","13.05","2,,,0","","","","","",""
"USC00145210","1985-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0","2,0","11",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","2","2,0","0",",0","16",",0","0",",0","","","","","-1.7","2,0,01,","0",",,0,31,+","0",",,0,31,+","113.8",",,0,10,","25.0",",0,24,","","","233.0","0","164.3",",0","","","","","183.4",",,,0","0",",,,0","12.70","2,0","19.18",",,,0","6.21","2,,,0","","","","","",""
"USC00145210","1985-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0",",0","11",",0","5",",0","1",",0","","","","","0",",0","19",",0","7",",0","2",",0","0",",0","","","","","-9.4",",0,28,","","","","","44.7",",,0,15,","21.7",",0,06,","","","693.2","0","460.2",",0","","","","","95.6",",,,0","","","2.99",",0","7.70",",,,0","-1.72",",,,0","","","","","",""
"USC00145210","1985-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","","","5",",0","3",",0","0",",0","","","","","","","","","14",",0","0",",0","0",",0","","","","","","","","","","","22.4",",,0,11,","10.0",",0,31,","","","","","","","","","","","39.8",",,,0","","","","","1.11",",,,0","","","","","","","",""
"USC00145210","1986-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","0",",0","0",",0","","","","","-17.2",",0,28,+","0",",,0,31,+","0",",T,0,26,","0.0",",T,0,26,+","19.4",",0,21,","","","","","533.9",",0","","","","","0.0",",T,,0","0",",T,,0","1.11",",0","8.49",",,,0","-6.27",",,,0","","","","","",""
"USC00145210","1986-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","2",",0","0","1,0","0","1,0","21","1,0","9",",0","1",",0","0",",0","","","","","-15.6","1,0,12,","25",",,0,15,+","0","1,,0,28,+","14.7",",,0,03,","21.1",",0,18,","","","","","465.9",",0","","","","","24.6",",,,0","0","1,,,0","0.90","1,0","6.47",",,,0","-4.67","1,,,0","","","","","",""
"USC00145210","1986-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","5.9","0","5.9","2,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","14","2,0","0",",0","8",",0","0",",0","","","","","-10.0","2,0,08,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,18,","28.9",",0,30,+","","","","","283.0",",0","","","","","39.2",",,,0","0",",,,0","8.88","2,0","16.30",",,,0","1.45","2,,,0","","","","","",""
"USC00145210","1986-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","22.3","0","16.4","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","15",",0","0",",0","","","","","-2.2","1,0,22,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,04,","29.4",",0,26,","","","","","136.8",",0","","","","","109.3",",,,0","0",",,,0","14.25","1,0","20.73",",,,0","7.78","1,,,0","","","","","",""
"USC00145210","1986-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","58.8","0","36.5",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","7.2",",0,19,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,17,","27.8",",0,31,+","","","","","31.7",",0","","","","","106.9",",,,0","0",",,,0","18.49",",0","23.88",",,,0","13.10",",,,0","","","","","",""
"USC00145210","1986-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","250.8","0","192.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","11.1",",0,10,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,11,","35.0",",0,30,","","","","","0.0",",0","","","","","17.5",",,,0","0",",,,0","24.73",",0","30.81",",,,0","18.65",",,,0","","","","","",""
"USC00145210","1986-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","502.0","0","251.2","1,0","10",",0","8",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","20",",0","","","","","16.7","1,0,21,","0",",,0,31,+","0",",,0,31,+","86.4",",,0,11,","38.3",",0,31,","","","0.0","0","0.0",",0","","","","","239.0",",,,0","0",",,,0","26.71","1,0","32.30",",,,0","21.13","1,,,0","","","","","",""
"USC00145210","1986-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","636.3","0","134.3","2,0","9",",0","9",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","2","1,0","","","","","8.9","2,0,28,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,10,","32.2","1,0,26,+","","","5.8","0","5.8","1,0","","","","","79.7",",,,0","0",",,,0","22.79","2,0","28.22","1,,,0","17.37","2,,,0","","","","","",""
"USC00145210","1986-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","3.3",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","1.1",",0,14,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,03,","25.6",",0,29,","","","","","147.9",",0","","","","","106.5",",,,0","0",",,,0","13.67",",0","18.66",",,,0","8.68",",,,0","","","","","",""
"USC00145210","1986-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","1",",0","0",",0","","","","","-15.0",",0,13,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,05,","22.2",",0,01,","","","","","437.3",",0","","","","","21.3",",,,0","0",",,,0","3.76",",0","9.65",",,,0","-2.14",",,,0","","","","","",""
"USC00145210","1986-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","","","0.0","3,0","4","2,0","3","2,0","0","2,0","2",",0","1",",0","0","3,0","23","3,0","3","3,0","0","3,0","0","3,0","","","","","-10.6","3,0,11,+","25",",,0,10,+","25",",,0,09,","5.6","2,,0,01,","11.7","3,0,13,","","","","","479.1","3,0","","","","","30.3",",a,,0","25",",,,0","1.22","3,0","5.82","3,,,0","-3.38","3,,,0","","","","","",""
"USC00145210","1987-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","4,0","6",",0","3",",0","0",",0","11","5,0","4",",0","0","4,0","25","4,0","8","4,0","0","4,0","0","4,0","","","","","-13.9","4,0,25,","178","5,,0,19,","102",",,0,09,","9.1",",,0,09,","13.9","4,0,14,","","","","","529.8","4,0","","","","","16.7",",,,0","255",",,,0","-1.29","4,0","3.62","4,,,0","-6.20","4,,,0","","","","","",""
"USC00145210","1987-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","2,0","8",",0","6",",0","1",",0","5",",0","0","2,0","0","2,0","14","2,0","1","1,0","0","1,0","0","1,0","","","","","-7.8","2,0,19,","76",",,0,18,+","0","2,,0,28,+","38.9",",,0,28,","19.4","1,0,12,","","","","","360.3","1,0","","","","","78.2",",,,0","0","2,,,0","4.47","2,0","9.77","1,,,0","-0.83","2,,,0","","","","","",""
"USC00145210","1987-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","7",",0","1",",0","8",",0","0",",0","","","","","-7.2",",0,30,","0",",,0,31,+","0",",,0,31,+","42.4",",,0,18,","23.3",",0,23,+","","","","","311.7",",0","","","","","103.7",",,,0","0",",,,0","8.28",",0","14.15",",,,0","2.41",",,,0","","","","","",""
"USC00145210","1987-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","26.7","0","26.7","3,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","3,0","5","3,0","0","2,0","15","2,0","1","2,0","","","","","-3.3","3,0,04,+","0",",,0,30,+","0",",,0,30,+","25.7",",,0,13,","32.2","2,0,30,","","","","","154.5","2,0","","","","","64.1",",,,0","0",",,,0","13.76","3,0","20.97","2,,,0","6.54","3,,,0","","","","","",""
"USC00145210","1987-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","104.2","0","77.5",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","8.9",",0,23,","0",",,0,31,+","0",",,0,31,+","50.3",",,0,27,","31.1",",0,19,","","","","","15.5",",0","","","","","180.4",",,,0","0",",,,0","20.33",",0","25.95",",,,0","14.72",",,,0","","","","","",""
"USC00145210","1987-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","262.5","0","158.3","3,0","10",",0","4",",0","2",",0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","28","2,0","8","2,0","","","","","12.2","3,0,03,","0",",,0,30,+","0",",,0,30,+","37.8",",,0,23,","36.1","2,0,14,","","","","","0.0","2,0","","","","","110.6",",,,0","0",",,,0","24.16","3,0","30.00","2,,,0","18.31","3,,,0","","","","","",""
"USC00145210","1987-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","483.9","0","221.4","1,0","6",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","","","","","13.3","1,0,14,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,05,","36.7","1,0,31,","","","0.0","0","0.0","1,0","","","","","93.8",",,,0","0",",,,0","25.71","1,0","30.99","1,,,0","20.43","1,,,0","","","","","",""
"USC00145210","1987-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","656.5","0","172.6","4,0","12",",0","8",",0","3",",0","0",",0","0",",0","0","2,0","0","2,0","0","4,0","26","4,0","13","4,0","","","","","12.2","2,0,31,+","0",",,0,31,+","0",",,0,31,+","58.2",",,0,13,","38.3","4,0,04,+","","","2.2","0","2.2","4,0","","","","","197.4",",,,0","0",",,,0","24.51","4,0","30.96","4,,,0","18.07","2,,,0","","","","","",""
"USC00145210","1987-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","712.9","0","56.4",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","8.9",",0,26,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,28,","31.7",",0,05,","","","16.6","0","14.4",",0","","","","","73.4",",,,0","0",",,,0","19.74",",0","26.54",",,,0","12.93",",,,0","","","","","",""
"USC00145210","1987-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","713.8","0","0.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","","","","","-2.8",",0,21,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,16,","27.2",",0,02,","","","227.4","0","210.8",",0","","","","","29.8",",,,0","0",",,,0","11.56",",0","18.35",",,,0","4.77",",,,0","","","","","",""
"USC00145210","1987-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","716.6","0","2.8","1,0","6","2,0","5","2,0","1","2,0","0","1,0","0","1,0","0","1,0","9","1,0","0","1,0","5","1,0","0","1,0","","","","","-3.9","1,0,11,+","0","1,,0,30,+","0","1,,0,30,+","25.7","2,,0,16,","26.7","1,0,04,","","","508.6","0","281.2","1,0","","","","","66.2",",a,,0","0","1,,,0","8.73","1,0","13.83","1,,,0","3.64","1,,,0","","","","","",""
"USC00145210","1987-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","716.6","0","0.0","1,0","5","2,0","4","2,0","0","2,0","8","3,0","0","5,0","0","1,0","23","1,0","7","1,0","0","1,0","0","1,0","","","","","-13.9","1,0,17,","178","3,,0,15,","0","5,,0,31,+","19.6","2,,0,19,","15.0","1,0,07,","","","1009.3","0","500.7","1,0","","","","","51.8",",a,,0","0","5,,,0","1.64","1,0","6.47","1,,,0","-3.18","1,,,0","","","","","",""
"USC00145210","1988-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","1,0","","","","","","","","","","","2",",0","27",",0","14","1,0","0","1,0","0","1,0","","","","","-21.1",",0,10,","","","","","","","15.6","1,0,30,+","","","1668.3","0","659.0","1,0","","","","","","","","","-3.46","1,0","1.71","1,,,0","-8.63",",,,0","","","","","",""
"USC00145210","1988-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0","1,0","","","","","","","","","","","3","1,0","25","1,0","8",",0","1",",0","0",",0","","","","","-22.8","1,0,12,+","","","","","","","22.8",",0,27,","","","2211.8","0","543.5",",0","","","","","","","","","-0.96","1,0","5.29",",,,0","-7.20","1,,,0","","","","","",""
"USC00145210","1988-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","7",",0","0","4,0","0",",0","18",",0","0",",0","6",",0","0",",0","","","","","-10.0",",0,15,","76",",,0,18,+","0","4,,0,31,+","13.5",",,0,29,","26.7",",0,23,+","","","2586.9","0","375.1",",0","","","","","33.8",",,,0","0","4,,,0","6.23",",0","12.97",",,,0","-0.51",",,,0","","","","","",""
"USC00145210","1988-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","0","0.0",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","1.1",",0,19,+","0",",,0,30,+","0",",,0,30,+","48.3",",,0,01,","27.2",",0,22,+","","","2779.5","0","192.6",",0","","","","","129.6",",,,0","0",",,,0","11.91",",0","18.48",",,,0","5.35",",,,0","","","","","",""
"USC00145210","1988-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","67.8","0","67.8","1,0","9",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","0",",0","","","","","8.9","1,0,26,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,22,","31.7",",0,19,+","","","2792.0","0","12.5",",0","","","","","43.5",",,,0","0",",,,0","20.22","1,0","26.65",",,,0","13.80","1,,,0","","","","","",""
