"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00014761","1958-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","120.1","0","0.0",",0","13",",0","5",",0","0",",0","31",",0","3",",0","8",",0","31",",0","21",",0","0",",0","0",",0","","","","","","","-27.2",",0,11,","229",",,0,09,","114",",,0,09,","13.2",",,0,05,","7.8",",0,28,","1761.7","0","807.6",",0","41.1",",,,0","190",",,,0","-7.72",",0","-2.62",",,,0","-12.82",",,,0"
"USW00014761","1959-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","22",",0","10",",0","0",",0","29",",0","5",",0","4",",0","30",",0","14",",0","0",",0","0",",0","","","","","","","-22.2",",0,18,","254",",,0,20,","165",",,0,16,","16.5",",,0,16,","12.8",",0,21,","2510.5","0","748.8",",0","94.9",",,,0","330",",,,0","-5.82",",0","-0.82",",,,0","-10.82",",,,0"
"USW00014761","1959-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","4",",0","1","1,0","3",",0","27",",0","8",",0","0",",0","0",",0","","","","","","","-20.0",",0,20,","25",",,0,23,+","25","1,,0,09,","24.1",",,0,10,","14.4",",0,10,","3124.2","0","613.7",",0","54.9",",,,0","45","1,,,0","-3.59",",0","1.81",",,,0","-8.99",",,,0"
"USW00014761","1959-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","18",",0","10",",0","0",",0","15",",0","7",",0","0",",0","29",",0","8",",0","0",",0","0",",0","","","","","","","-15.6",",0,05,","432",",,0,14,","127",",,0,12,+","18.3",",,0,27,","18.9",",0,25,","3725.0","0","600.8",",0","93.9",",,,0","517",",,,0","-1.05",",0","4.54",",,,0","-6.64",",,,0"
"USW00014761","1959-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","12",",0","1",",0","1",",0","1",",0","0",",0","16",",0","1",",0","3",",0","0",",0","","","","","","","-10.6",",0,13,","51",",,0,13,","38",",,0,12,","26.2",",,0,27,","23.9",",0,08,","4039.8","0","314.8",",0","143.5",",,,0","38",",,,0","7.84",",0","14.46",",,,0","1.22",",,,0"
"USW00014761","1959-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","18.7","0","18.7",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","20",",0","0",",0","","","","","","","-2.8",",0,25,+","0",",,0,31,+","0",",,0,31,+","17.0",",,0,13,","29.4",",0,29,","4171.1","0","131.3",",0","54.8",",,,0","0",",,,0","14.70",",0","21.41",",,,0","7.99",",,,0"
"USW00014761","1959-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","61.2","0","42.5",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","2.2",",0,18,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,12,","31.1",",0,29,+","4244.7","0","73.6",",0","48.0",",,,0","0",",,,0","17.30",",0","24.02",",,,0","10.57",",,,0"
"USW00014761","1959-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","107.0","0","45.8",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","","","3.9",",0,08,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,06,","29.4",",0,31,","21.8","0","21.8",",0","100.7",",,,0","0",",,,0","19.10",",0","25.90",",,,0","12.31",",,,0"
"USW00014761","1959-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","182.2","0","75.2",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,04,","31.1",",0,15,","34.1","0","12.3",",0","128.8",",,,0","0",",,,0","20.36",",0","26.33",",,,0","14.40",",,,0"
"USW00014761","1959-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","214.8","0","32.6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","","","","","","","-3.9",",0,19,+","0",",,0,30,+","0",",,0,30,+","16.0",",,0,30,","30.0",",0,09,","132.3","0","98.2",",0","18.4",",,,0","0",",,,0","16.15",",0","22.96",",,,0","9.34",",,,0"
"USW00014761","1959-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","222.9","0","8.1",",0","16",",0","10",",0","3",",0","0",",0","0",",0","0",",0","7",",0","0",",0","7",",0","0",",0","","","","","","","-5.6",",0,29,","0",",,0,31,+","0",",T,0,28,+","52.3",",,0,24,","26.7",",0,05,","405.7","0","273.4",",0","180.7",",,,0","0",",T,,0","9.78",",0","14.91",",,,0","4.65",",,,0"
"USW00014761","1959-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","222.9","0","0.0",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","24",",0","5",",0","0",",0","0",",0","","","","","","","-14.4",",0,18,","0",",,0,30,+","0",",T,0,30,+","28.4",",,0,28,","18.3",",0,05,","913.0","0","507.3",",0","99.1",",,,0","0",",T,,0","1.42",",0","6.06",",,,0","-3.22",",,,0"
"USW00014761","1959-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","222.9","0","0.0",",0","13",",0","7",",0","0",",0","12",",0","5",",0","2",",0","26",",0","10",",0","0",",0","0",",0","","","","","","","-22.2",",0,23,","127",",,0,09,+","76",",,0,21,+","16.5",",,0,12,","12.2",",0,27,","1517.4","0","604.4",",0","68.1",",,,0","261",",,,0","-1.16",",0","2.62",",,,0","-4.95",",,,0"
"USW00014761","1960-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","17",",0","6",",0","0",",0","12","2,0","2","2,0","1",",0","31",",0","17",",0","0",",0","0",",0","","","","","","","-18.9",",0,25,","178","2,,0,24,","76","2,,0,18,","20.8",",,0,03,","9.4",",0,15,","2186.8","0","669.4",",0","67.1",",,,0","155","2,,,0","-3.26",",0","0.36",",,,0","-6.88",",,,0"
"USW00014761","1960-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","21",",0","12",",0","2",",0","17","2,0","10","3,0","0",",0","26",",0","16",",0","0",",0","0",",0","","","","","","","-15.0",",0,03,","940","2,,0,23,+","279","3,,0,18,","32.3",",,0,18,","12.2",",0,10,","2822.0","0","635.2",",0","150.2",",,,0","1140","3,,,0","-3.57",",0","0.11",",,,0","-7.25",",,,0"
"USW00014761","1960-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","17",",0","7",",0","0",",0","30",",0","5",",0","5",",0","27",",0","24",",0","0",",0","0",",0","","","","","","","-24.4",",0,12,+","864",",,0,06,+","173",",,0,22,","22.4",",,0,31,","13.9",",0,30,+","3580.6","0","758.6",",0","92.1",",,,0","512",",,,0","-6.14",",0","-0.87",",,,0","-11.40",",,,0"
"USW00014761","1960-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","6.2","0","6.2",",0","12",",0","5",",0","0",",0","3",",0","2",",0","0",",0","13",",0","0",",0","11",",0","0",",0","","","","","","","-5.6",",0,11,","25",",,0,10,+","25",",,0,09,+","14.0",",,0,03,","28.9",",0,24,","3840.0","0","259.4",",0","47.0",",,,0","50",",,,0","9.89",",0","16.37",",,,0","3.41",",,,0"
"USW00014761","1960-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","8.5","0","2.3","1,0","19","1,0","13","1,0","2","1,0","0",",0","0",",0","0","1,0","6","1,0","0","1,0","9","1,0","0","1,0","","","","","","","-4.4","1,0,02,","0",",,0,31,+","0",",,0,31,+","48.8","1,,0,08,","25.6","1,0,21,+","4045.8","0","205.8","1,0","228.4","1,,,0","0",",,,0","11.55","1,0","17.19","1,,,0","5.91","1,,,0"
"USW00014761","1960-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","24.2","0","15.7",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","","","1.1",",0,08,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,14,","28.9",",0,05,","4112.9","0","67.1",",0","66.6",",,,0","0",",,,0","16.62",",0","23.21",",,,0","10.02",",,,0"
"USW00014761","1960-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","39.4","0","15.2",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","3.9",",0,08,+","0",",,0,31,+","0",",,0,31,+","47.5",",,0,13,","27.8",",0,22,+","55.3","0","55.3",",0","135.4",",,,0","0",",,,0","17.04",",0","24.25",",,,0","9.83",",,,0"
"USW00014761","1960-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","88.0","0","48.6",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","3.3",",0,25,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,10,","30.0",",0,29,+","74.5","0","19.2",",0","18.1",",,,0","0",",,,0","19.28",",0","25.47",",,,0","13.09",",,,0"
"USW00014761","1960-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","103.9","0","15.9",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","","","1.7",",0,15,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,11,","30.0",",0,01,","166.3","0","91.8",",0","108.9",",,,0","0",",,,0","15.80",",0","21.23",",,,0","10.37",",,,0"
"USW00014761","1960-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","103.9","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","4",",0","0",",0","","","","","","","-3.9",",0,26,","0",",,0,31,+","0",",T,0,25,+","19.6",",,0,31,","24.4",",0,15,","495.5","0","329.2",",0","48.7",",,,0","0",",T,,0","7.71",",0","14.39",",,,0","1.04",",,,0"
"USW00014761","1960-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","103.9","0","0.0",",0","13",",0","4",",0","0",",0","","","","","0",",0","21",",0","1",",0","0",",0","0",",0","","","","","","","-10.6",",0,24,+","","","","","6.4",",,0,05,","17.2",",0,15,","933.0","0","437.5",",0","25.8",",,,0","","","3.75",",0","9.10",",,,0","-1.60",",,,0"
"USW00014761","1960-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","103.9","0","0.0",",0","16",",0","5",",0","0",",0","20","1,","","","8",",0","31",",0","22",",0","0",",0","0",",0","","","","","","","-27.2",",0,28,","356","1,,0,25,+","","","14.2",",,0,12,","16.1",",0,05,","1731.0","0","798.0",",0","43.6",",,,0","","","-7.41",",0","-1.79",",,,0","-13.02",",,,0"
"USW00014761","1961-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0","2,0","18",",0","6",",0","0",",0","31",",0","","","6","1,0","29","1,0","19","1,0","0","1,0","0","1,0","","","","","","","-26.7","1,0,23,+","381",",,0,02,+","","","18.0",",,0,01,","10.6","1,0,14,","2458.2","0","727.2","1,0","55.1",",,,0","","","-7.03","2,0","-2.71","1,,,0","-11.35","1,,,0"
"USW00014761","1961-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","23",",0","","","3",",0","26",",0","9",",0","0",",0","0",",0","","","","","","","-28.9",",0,02,","864",",,0,14,+","","","21.3",",,0,03,","15.6",",0,24,","3037.0","0","578.8",",0","82.1",",,,0","","","-2.34",",0","2.70",",,,0","-7.37",",,,0"
"USW00014761","1961-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","17",",0","11",",0","0",",0","10",",0","","","0",",0","26",",0","9",",0","0",",0","0",",0","","","","","","","-13.3",",0,17,","102",",,0,24,+","","","20.8",",,0,08,","18.9",",0,05,","3561.7","0","524.7",",0","102.2",",,,0","","","1.41",",0","5.93",",,,0","-3.12",",,,0"
"USW00014761","1961-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","17",",0","10",",0","0",",0","10",",0","","","0",",0","20",",0","1",",0","1",",0","0",",0","","","","","","","-7.2",",0,20,","152",",,0,14,+","","","24.4",",,0,13,","22.8",",0,24,","3987.7","0","426.0",",0","122.2",",,,0","","","4.13",",0","8.57",",,,0","-0.31",",,,0"
"USW00014761","1961-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","3.1","0","3.1",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","8",",0","0",",0","","","","","","","-4.4",",0,05,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,06,","25.6",",0,15,+","4222.2","0","234.5",",0","53.1",",,,0","0",",,,0","10.87",",0","16.78",",,,0","4.96",",,,0"
"USW00014761","1961-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","18.7","0","15.6",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","","","","","","","-1.1",",0,16,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,09,","30.0",",0,12,","4298.3","0","76.1",",0","132.0",",,,0","0",",,,0","16.32",",0","23.44",",,,0","9.19",",,,0"
"USW00014761","1961-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","77.8","0","59.1",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","","","1.7",",0,10,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,20,","30.0",",0,23,","31.9","0","31.9",",0","95.4",",,,0","0",",,,0","19.21",",0","25.02",",,,0","13.40",",,,0"
"USW00014761","1961-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","111.9","0","34.1",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","2.8",",0,14,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,02,","28.9",",0,31,","51.9","0","20.0",",0","125.7",",,,0","0",",,,0","18.79",",0","24.44",",,,0","13.14",",,,0"
"USW00014761","1961-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","164.5","0","52.6",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","","","","","-1.1",",0,17,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,14,+","29.4",",0,12,","129.9","0","78.0",",0","47.9",",,,0","0",",,,0","17.49",",0","23.84",",,,0","11.14",",,,0"
"USW00014761","1961-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","164.5","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","8",",0","0",",0","","","","","","","-4.4",",0,23,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,03,","23.9",",0,12,","382.3","0","252.4",",0","50.3",",,,0","0",",,,0","10.19",",0","17.13",",,,0","3.25",",,,0"
"USW00014761","1961-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","164.5","0","0.0",",0","11",",0","4",",0","0",",0","1","1,0","0","3,0","0",",0","20",",0","3",",0","0",",0","0",",0","","","","","","","-7.8",",0,11,","25","1,,0,20,","0","3,T,0,28,+","7.6",",,0,23,","19.4",",0,04,","830.0","0","447.7",",0","29.1",",,,0","0","3,T,,0","3.41",",0","7.65",",,,0","-0.83",",,,0"
"USW00014761","1961-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","164.5","0","0.0","1,0","15",",0","3",",0","0",",0","11",",0","","","1","1,0","29","1,0","14","1,0","0","1,0","0","1,0","","","","","","","-20.0","1,0,30,","127",",,0,26,+","","","7.4",",,0,24,","10.6","1,0,05,","1477.9","0","647.9","1,0","27.8",",,,0","","","-3.26","1,0","1.16","1,,,0","-7.69","1,,,0"
"USW00014761","1962-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","6",",0","0",",0","20",",","","","4",",0","31",",0","17",",0","0",",0","0",",0","","","","","","","-21.1",",0,10,","76",",,0,04,+","","","11.2",",,0,26,","10.0",",0,22,","2230.5","0","752.6",",0","42.8",",,,0","","","-5.95",",0","-1.00",",,,0","-10.89",",,,0"
"USW00014761","1962-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","21",",0","9",",0","0",",0","27",",","","","5",",0","26",",0","17",",0","0",",0","0",",0","","","","","","","-25.6",",0,11,","203",",,0,26,+","","","22.6",",,0,23,","12.8",",0,04,","2879.7","0","649.2",",0","80.6",",,,0","","","-4.85",",0","0.16",",,,0","-9.87",",,,0"
"USW00014761","1962-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0","2,0","16",",0","6",",0","1",",0","22","1,","","","2","1,0","26","1,0","7","1,0","1","1,0","0","1,0","","","","","","","-21.7","1,0,02,","381","1,,0,07,","","","38.9",",,0,31,","21.7","1,0,29,","3432.8","0","553.1","1,0","100.1",",,,0","","","-0.38","2,0","4.91","1,,,0","-5.67","1,,,0"
"USW00014761","1962-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","2.8","0","2.8",",0","14",",0","8",",0","1",",0","4",",0","","","0",",0","18",",0","0",",0","7",",0","0",",0","","","","","","","-10.0",",0,03,","76",",,0,15,","","","35.3",",,0,12,","28.3",",0,27,","3782.9","0","350.1",",0","104.5",",,,0","","","6.76",",0","12.96",",,,0","0.55",",,,0"
"USW00014761","1962-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","24.2","0","21.4",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","","","","","","","-5.6",",0,10,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,08,","31.1",",0,15,","3915.2","0","132.3",",0","32.8",",,,0","0",",,,0","14.75",",0","21.50",",,,0","8.00",",,,0"
"USW00014761","1962-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","39.0","0","14.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","3.3",",0,07,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,13,","28.9",",0,30,+","3971.4","0","56.2",",0","45.7",",,,0","0",",,,0","16.95",",0","23.58",",,,0","10.33",",,,0"
"USW00014761","1962-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","57.1","0","18.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","12","","","","1","","4.4",",0,28,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,14,","30.0",",0,07,","44.0","0","44.0",",0","18.3",",,,0","0",",,,0","17.50",",0","24.35",",,,0","10.65",",,,0"
"USW00014761","1962-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","89.2","0","32.1",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","9","","","","3","","3.9",",0,15,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,20,","31.1",",0,06,","89.0","0","45.0",",0","74.9",",,,0","0",",,,0","17.92",",0","24.56",",,,0","11.27",",,,0"
"USW00014761","1962-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","95.5","0","6.3",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9",",0","0",",0","26","","","","2","","-1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","46.7",",,0,27,","26.1",",0,13,","300.8","0","211.8",",0","128.8",",,,0","0",",,,0","11.48",",0","17.27",",,,0","5.70",",,,0"
"USW00014761","1962-10","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","96.9","0","1.4",",0","11",",0","5",",0","0",",0","0",",0","1",",0","0",",0","10",",0","1",",0","5",",0","0",",0","23","","","","2","","-5.0",",0,29,","0",",,0,31,+","51",",,0,25,","8.4",",,0,04,","24.4",",0,16,","584.5","0","283.7",",0","32.7",",,,0","61",",,,0","9.23",",0","14.87",",,,0","3.58",",,,0"
"USW00014761","1962-11","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","96.9","0","0.0",",0","10",",0","3",",0","0",",0","1",",0","1",",0","0",",0","25",",0","0",",0","0",",0","0",",0","18","","","","","","-12.2",",0,27,+","51",",,0,04,","51",",,0,03,","7.9",",,0,03,","13.9",",0,30,","1087.7","0","503.2",",0","23.0",",,,0","51",",,,0","1.56",",0","6.49",",,,0","-3.37",",,,0"
"USW00014761","1962-12","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","96.9","0","0.0",",0","12",",0","4",",0","0",",0","26",",0","3","1,0","5",",0","31",",0","20",",0","0",",0","0",",0","21","","","","","","-23.9",",0,27,","279",",,0,15,+","79","1,,0,29,","20.8",",,0,06,","16.7",",0,01,","1854.5","0","766.8",",0","40.8",",,,0","200","1,,,0","-6.40",",0","-1.65",",,,0","-11.16",",,,0"
"USW00014761","1963-01","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","29","2,0","2",",0","9",",0","30",",0","19",",0","0",",0","0",",0","18","","","","","","-31.7",",0,29,","254","2,,0,31,+","89",",,0,26,","8.9",",,0,26,","10.6",",0,10,","2643.8","0","789.3",",0","20.0",",,,0","197",",,,0","-7.13",",0","-2.15",",,,0","-12.11",",,,0"
"USW00014761","1963-02","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","12",",0","3",",0","0",",0","","","2","3,0","13",",0","28",",0","18",",0","0",",0","0",",0","16","","","","","","-24.4",",0,27,","","","74","3,,0,19,","7.4",",,0,19,","10.0",",0,06,","3402.4","0","758.6",",0","22.4",",,,0","171","3,,,0","-8.76",",0","-2.90",",,,0","-14.62",",,,0"
"USW00014761","1963-03","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","0.0","0","0.0",",0","17",",0","9",",0","0",",0","18",",0","5",",0","0",",0","24",",0","4",",0","0",",0","0",",0","23","","","","2","","-10.6",",0,11,","406",",,0,03,+","114",",,0,01,","14.0",",,0,04,","20.0",",0,25,","3908.3","0","505.9",",0","82.3",",,,0","361",",,,0","2.01",",0","6.99",",,,0","-2.96",",,,0"
"USW00014761","1963-04","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","1.4","0","1.4",",0","11",",0","3",",0","0",",0","1",",0","0",",0","0",",0","20",",0","0",",0","4",",0","0",",0","7","","","","5","","-7.8",",0,08,+","25",",,0,10,","10",",,0,10,","9.1",",,0,01,","25.6",",0,02,","4248.0","0","339.7",",0","34.3",",,,0","15",",,,0","7.06",",0","14.43",",,,0","-0.32",",,,0"
"USW00014761","1963-05","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","8.1","0","6.7",",0","10",",0","7",",0","1",",0","1",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","18","","","","4","","-5.0",",0,24,","25",",,0,01,","18",",,0,01,","29.7",",,0,17,","28.3",",0,10,+","4471.6","0","223.6",",0","82.8",",,,0","18",",,,0","11.34",",0","18.50",",,,0","4.17",",,,0"
"USW00014761","1963-06","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","31.1","0","23.0",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","21","","","","4","","1.7",",0,23,+","0",",,0,30,+","0",",,0,30,+","23.4",",,0,10,","30.6",",0,30,+","4542.9","0","71.3",",0","72.3",",,,0","0",",,,0","16.72",",0","23.70",",,,0","9.74",",,,0"
"USW00014761","1963-07","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","77.7","0","46.6",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","21","","","","10","","1.7",",0,09,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,14,","32.2",",0,01,","44.7","0","44.7",",0","59.3",",,,0","0",",,,0","18.39",",0","25.50",",,,0","11.29",",,,0"
"USW00014761","1963-08","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","87.9","0","10.2",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","25","","","","5","","0.6",",0,25,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,13,","26.7",",0,06,","116.5","0","71.8",",0","55.4",",,,0","0",",,,0","16.35",",0","22.57",",,,0","10.12",",,,0"
"USW00014761","1963-09","40.9","-78.08333","591.9","PHILIPSBURG MID STATE AIRPORT, PA US","","","90.2","0","2.3",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","15",",0","0",",0","20","","","","2","","-4.4",",0,24,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,05,","25.6",",0,12,+","310.5","0","194.0",",0","72.7",",,,0","0",",,,0","11.94",",0","19.58",",,,0","4.31",",,,0"
